"zip","naics","est","n<5","n5_9","n10_19","n20_49","n50_99","n100_249","n250_499","n500_999","n1000"
"01007","441///",3,"N","N","N","N","N","N","N","N","N"
"01007","445///",10,8,"N","N","N","N","N","N","N","N"
"01007","4451//",6,4,"N","N","N","N","N","N","N","N"
"01007","44512/",4,3,"N","N","N","N","N","N","N","N"
"01007","445120",4,3,"N","N","N","N","N","N","N","N"
"01007","4453//",4,4,"N","N","N","N","N","N","N","N"
"01007","44531/",4,4,"N","N","N","N","N","N","N","N"
"01007","445310",4,4,"N","N","N","N","N","N","N","N"
"01007","454///",3,"N","N","N","N","N","N","N","N","N"
"01007","48----",6,4,"N","N","N","N","N","N","N","N"
"01007","484///",3,3,"N","N","N","N","N","N","N","N"
"01007","51----",3,"N","N","N","N","N","N","N","N","N"
"01007","52----",8,5,"N","N","N","N","N","N","N","N"
"01007","522///",5,3,"N","N","N","N","N","N","N","N"
"01007","5221//",5,3,"N","N","N","N","N","N","N","N"
"01007","52212/",4,"N","N","N","N","N","N","N","N","N"
"01007","522120",4,"N","N","N","N","N","N","N","N","N"
"01007","524///",3,"N","N","N","N","N","N","N","N","N"
"01007","5242//",3,"N","N","N","N","N","N","N","N","N"
"01007","52421/",3,"N","N","N","N","N","N","N","N","N"
"01007","524210",3,"N","N","N","N","N","N","N","N","N"
"01007","53----",5,4,"N","N","N","N","N","N","N","N"
"01007","531///",5,4,"N","N","N","N","N","N","N","N"
"01007","5313//",3,"N","N","N","N","N","N","N","N","N"
"01007","53131/",3,"N","N","N","N","N","N","N","N","N"
"01007","54----",21,18,"N",3,"N","N","N","N","N","N"
"01007","541///",21,18,"N",3,"N","N","N","N","N","N"
"01007","5413//",4,4,"N","N","N","N","N","N","N","N"
"01007","5416//",8,7,"N","N","N","N","N","N","N","N"
"01007","54161/",5,4,"N","N","N","N","N","N","N","N"
"01007","541611",4,3,"N","N","N","N","N","N","N","N"
"01007","5419//",5,3,"N","N","N","N","N","N","N","N"
"01007","54194/",4,"N","N","N","N","N","N","N","N","N"
"01007","541940",4,"N","N","N","N","N","N","N","N","N"
"01007","56----",16,13,"N","N","N","N","N","N","N","N"
"01007","561///",14,12,"N","N","N","N","N","N","N","N"
"01007","5617//",13,12,"N","N","N","N","N","N","N","N"
"01007","56173/",10,9,"N","N","N","N","N","N","N","N"
"01007","561730",10,9,"N","N","N","N","N","N","N","N"
"01007","61----",7,5,"N","N","N","N","N","N","N","N"
"01007","611///",7,5,"N","N","N","N","N","N","N","N"
"01007","6116//",4,"N","N","N","N","N","N","N","N","N"
"01007","62----",25,10,7,4,4,"N","N","N","N","N"
"01007","621///",14,8,5,"N","N","N","N","N","N","N"
"01007","6212//",4,3,"N","N","N","N","N","N","N","N"
"01007","62121/",4,3,"N","N","N","N","N","N","N","N"
"01007","621210",4,3,"N","N","N","N","N","N","N","N"
"01007","6213//",6,4,"N","N","N","N","N","N","N","N"
"01007","62131/",3,3,"N","N","N","N","N","N","N","N"
"01007","621310",3,3,"N","N","N","N","N","N","N","N"
"01007","623///",4,"N","N","N","N","N","N","N","N","N"
"01007","6232//",4,"N","N","N","N","N","N","N","N","N"
"01007","62321/",3,"N","N","N","N","N","N","N","N","N"
"01007","623210",3,"N","N","N","N","N","N","N","N","N"
"01007","624///",7,"N","N","N",3,"N","N","N","N","N"
"01007","6244//",5,"N","N","N","N","N","N","N","N","N"
"01007","62441/",5,"N","N","N","N","N","N","N","N","N"
"01007","624410",5,"N","N","N","N","N","N","N","N","N"
"01007","72----",20,6,4,"N",7,"N","N","N","N","N"
"01007","722///",20,6,4,"N",7,"N","N","N","N","N"
"01007","7225//",18,5,4,"N",6,"N","N","N","N","N"
"01007","72251/",18,5,4,"N",6,"N","N","N","N","N"
"01007","722511",8,3,"N","N","N","N","N","N","N","N"
"01007","722513",8,"N","N","N",4,"N","N","N","N","N"
"01007","81----",22,13,6,3,"N","N","N","N","N","N"
"01007","811///",7,"N",3,"N","N","N","N","N","N","N"
"01007","8111//",5,"N","N","N","N","N","N","N","N","N"
"01007","81111/",5,"N","N","N","N","N","N","N","N","N"
"01007","811111",5,"N","N","N","N","N","N","N","N","N"
"01007","812///",8,6,"N","N","N","N","N","N","N","N"
"01007","8121//",3,"N","N","N","N","N","N","N","N","N"
"01007","8129//",4,3,"N","N","N","N","N","N","N","N"
"01007","81291/",4,3,"N","N","N","N","N","N","N","N"
"01007","812910",4,3,"N","N","N","N","N","N","N","N"
"01007","813///",7,5,"N","N","N","N","N","N","N","N"
"01007","8131//",4,"N","N","N","N","N","N","N","N","N"
"01007","81311/",4,"N","N","N","N","N","N","N","N","N"
"01007","813110",4,"N","N","N","N","N","N","N","N","N"
"01008","------",20,11,"N",6,"N","N","N","N","N","N"
"01008","23----",5,5,"N","N","N","N","N","N","N","N"
"01008","238///",4,4,"N","N","N","N","N","N","N","N"
"01008","2389//",3,3,"N","N","N","N","N","N","N","N"
"01008","44----",3,"N","N",3,"N","N","N","N","N","N"
"01008","72----",5,"N","N","N","N","N","N","N","N","N"
"01008","722///",5,"N","N","N","N","N","N","N","N","N"
"01008","7225//",5,"N","N","N","N","N","N","N","N","N"
"01008","72251/",5,"N","N","N","N","N","N","N","N","N"
"01008","722513",4,"N","N","N","N","N","N","N","N","N"
"01009","------",16,7,4,4,"N","N","N","N","N","N"
"01009","56----",4,"N","N","N","N","N","N","N","N","N"
"01009","561///",4,"N","N","N","N","N","N","N","N","N"
"01009","5617//",3,"N","N","N","N","N","N","N","N","N"
"01010","------",86,63,13,7,"N","N","N","N","N","N"
"01010","23----",28,24,"N",3,"N","N","N","N","N","N"
"01010","236///",9,9,"N","N","N","N","N","N","N","N"
"01010","2361//",9,9,"N","N","N","N","N","N","N","N"
"01010","23611/",9,9,"N","N","N","N","N","N","N","N"
"01010","236115",5,5,"N","N","N","N","N","N","N","N"
"01010","236118",4,4,"N","N","N","N","N","N","N","N"
"01010","238///",18,15,"N",3,"N","N","N","N","N","N"
"01010","2382//",6,5,"N","N","N","N","N","N","N","N"
"01010","23821/",3,"N","N","N","N","N","N","N","N","N"
"01010","238210",3,"N","N","N","N","N","N","N","N","N"
"01010","2383//",6,4,"N","N","N","N","N","N","N","N"
"01010","23835/",3,"N","N","N","N","N","N","N","N","N"
"01010","238350",3,"N","N","N","N","N","N","N","N","N"
"01010","2389//",4,4,"N","N","N","N","N","N","N","N"
"01010","23891/",3,3,"N","N","N","N","N","N","N","N"
"01010","238910",3,3,"N","N","N","N","N","N","N","N"
"01010","31----",3,"N","N","N","N","N","N","N","N","N"
"01010","44----",8,5,"N","N","N","N","N","N","N","N"
"01010","48----",3,"N","N","N","N","N","N","N","N","N"
"01010","53----",8,7,"N","N","N","N","N","N","N","N"
"01010","531///",7,6,"N","N","N","N","N","N","N","N"
"01010","5311//",4,4,"N","N","N","N","N","N","N","N"
"01010","5312//",3,"N","N","N","N","N","N","N","N","N"
"01010","53121/",3,"N","N","N","N","N","N","N","N","N"
"01010","531210",3,"N","N","N","N","N","N","N","N","N"
"01010","54----",10,9,"N","N","N","N","N","N","N","N"
"01010","541///",10,9,"N","N","N","N","N","N","N","N"
"01010","5413//",3,"N","N","N","N","N","N","N","N","N"
"01010","56----",7,6,"N","N","N","N","N","N","N","N"
"01010","561///",7,6,"N","N","N","N","N","N","N","N"
"01010","5617//",6,5,"N","N","N","N","N","N","N","N"
"01010","56173/",6,5,"N","N","N","N","N","N","N","N"
"01010","561730",6,5,"N","N","N","N","N","N","N","N"
"01010","72----",4,"N","N","N","N","N","N","N","N","N"
"01010","722///",4,"N","N","N","N","N","N","N","N","N"
"01010","7225//",4,"N","N","N","N","N","N","N","N","N"
"01010","72251/",4,"N","N","N","N","N","N","N","N","N"
"01010","81----",8,5,3,"N","N","N","N","N","N","N"
"01010","813///",6,4,"N","N","N","N","N","N","N","N"
"01010","8131//",4,"N","N","N","N","N","N","N","N","N"
"01010","81311/",4,"N","N","N","N","N","N","N","N","N"
"01010","813110",4,"N","N","N","N","N","N","N","N","N"
"01011","------",11,8,"N","N","N","N","N","N","N","N"
"01011","44----",3,3,"N","N","N","N","N","N","N","N"
"01012","------",9,5,"N","N","N","N","N","N","N","N"
"01012","23----",4,4,"N","N","N","N","N","N","N","N"
"01012","236///",3,3,"N","N","N","N","N","N","N","N"
"01012","2361//",3,3,"N","N","N","N","N","N","N","N"
"01012","23611/",3,3,"N","N","N","N","N","N","N","N"
"01012","236118",3,3,"N","N","N","N","N","N","N","N"
"01012","62----",3,"N","N","N","N","N","N","N","N","N"
"01012","624///",3,"N","N","N","N","N","N","N","N","N"
"01013","------",326,167,69,40,31,11,5,"N","N","N"
"01013","23----",32,17,6,5,3,"N","N","N","N","N"
"01013","236///",9,4,"N","N","N","N","N","N","N","N"
"01013","2361//",8,4,"N","N","N","N","N","N","N","N"
"01013","23611/",8,4,"N","N","N","N","N","N","N","N"
"01013","236118",6,4,"N","N","N","N","N","N","N","N"
"01013","238///",22,13,4,3,"N","N","N","N","N","N"
"01013","2381//",6,5,"N","N","N","N","N","N","N","N"
"01013","23817/",3,3,"N","N","N","N","N","N","N","N"
"01013","238170",3,3,"N","N","N","N","N","N","N","N"
"01013","2382//",7,3,"N","N","N","N","N","N","N","N"
"01013","23821/",3,"N","N","N","N","N","N","N","N","N"
"01013","238210",3,"N","N","N","N","N","N","N","N","N"
"01013","23822/",3,"N","N","N","N","N","N","N","N","N"
"01013","238220",3,"N","N","N","N","N","N","N","N","N"
"01013","2383//",7,3,3,"N","N","N","N","N","N","N"
"01013","31----",27,6,7,4,5,3,"N","N","N","N"
"01013","311///",4,"N","N","N","N","N","N","N","N","N"
"01013","323///",3,"N","N","N","N","N","N","N","N","N"
"01013","3231//",3,"N","N","N","N","N","N","N","N","N"
"01013","332///",10,3,5,"N","N","N","N","N","N","N"
"01013","3327//",4,"N",3,"N","N","N","N","N","N","N"
"01013","33271/",3,"N","N","N","N","N","N","N","N","N"
"01013","332710",3,"N","N","N","N","N","N","N","N","N"
"01013","3328//",3,"N","N","N","N","N","N","N","N","N"
"01013","33281/",3,"N","N","N","N","N","N","N","N","N"
"01013","339///",3,"N","N","N","N","N","N","N","N","N"
"01013","42----",19,5,5,4,3,"N","N","N","N","N"
"01013","423///",14,4,3,4,"N","N","N","N","N","N"
"01013","4237//",3,"N","N","N","N","N","N","N","N","N"
"01013","424///",5,"N","N","N","N","N","N","N","N","N"
"01013","44----",52,38,7,4,"N","N","N","N","N","N"
"01013","441///",4,3,"N","N","N","N","N","N","N","N"
"01013","4411//",3,"N","N","N","N","N","N","N","N","N"
"01013","44112/",3,"N","N","N","N","N","N","N","N","N"
"01013","441120",3,"N","N","N","N","N","N","N","N","N"
"01013","444///",4,4,"N","N","N","N","N","N","N","N"
"01013","4441//",3,3,"N","N","N","N","N","N","N","N"
"01013","445///",23,19,3,"N","N","N","N","N","N","N"
"01013","4451//",18,16,"N","N","N","N","N","N","N","N"
"01013","44511/",6,5,"N","N","N","N","N","N","N","N"
"01013","445110",6,5,"N","N","N","N","N","N","N","N"
"01013","44512/",12,11,"N","N","N","N","N","N","N","N"
"01013","445120",12,11,"N","N","N","N","N","N","N","N"
"01013","4453//",3,"N","N","N","N","N","N","N","N","N"
"01013","44531/",3,"N","N","N","N","N","N","N","N","N"
"01013","445310",3,"N","N","N","N","N","N","N","N","N"
"01013","446///",3,"N","N","N","N","N","N","N","N","N"
"01013","4461//",3,"N","N","N","N","N","N","N","N","N"
"01013","452///",4,"N","N","N","N","N","N","N","N","N"
"01013","4523//",4,"N","N","N","N","N","N","N","N","N"
"01013","45231/",4,"N","N","N","N","N","N","N","N","N"
"01013","452319",3,"N","N","N","N","N","N","N","N","N"
"01013","453///",4,"N","N","N","N","N","N","N","N","N"
"01013","454///",5,3,"N","N","N","N","N","N","N","N"
"01013","4543//",5,3,"N","N","N","N","N","N","N","N"
"01013","45431/",3,"N","N","N","N","N","N","N","N","N"
"01013","454310",3,"N","N","N","N","N","N","N","N","N"
"01013","48----",14,7,"N","N","N","N","N","N","N","N"
"01013","484///",7,6,"N","N","N","N","N","N","N","N"
"01013","4841//",6,6,"N","N","N","N","N","N","N","N"
"01013","48412/",4,4,"N","N","N","N","N","N","N","N"
"01013","484121",4,4,"N","N","N","N","N","N","N","N"
"01013","485///",3,"N","N","N","N","N","N","N","N","N"
"01013","492///",3,"N","N","N","N","N","N","N","N","N"
"01013","4921//",3,"N","N","N","N","N","N","N","N","N"
"01013","49211/",3,"N","N","N","N","N","N","N","N","N"
"01013","492110",3,"N","N","N","N","N","N","N","N","N"
"01013","51----",4,"N","N","N","N","N","N","N","N","N"
"01013","52----",12,4,6,"N","N","N","N","N","N","N"
"01013","522///",4,"N",3,"N","N","N","N","N","N","N"
"01013","5221//",4,"N",3,"N","N","N","N","N","N","N"
"01013","524///",8,4,3,"N","N","N","N","N","N","N"
"01013","5242//",8,4,3,"N","N","N","N","N","N","N"
"01013","52421/",5,"N","N","N","N","N","N","N","N","N"
"01013","524210",5,"N","N","N","N","N","N","N","N","N"
"01013","52429/",3,"N","N","N","N","N","N","N","N","N"
"01013","53----",16,13,"N","N","N","N","N","N","N","N"
"01013","531///",13,11,"N","N","N","N","N","N","N","N"
"01013","5311//",5,4,"N","N","N","N","N","N","N","N"
"01013","53111/",5,4,"N","N","N","N","N","N","N","N"
"01013","531110",5,4,"N","N","N","N","N","N","N","N"
"01013","5313//",6,5,"N","N","N","N","N","N","N","N"
"01013","53131/",5,4,"N","N","N","N","N","N","N","N"
"01013","531311",5,4,"N","N","N","N","N","N","N","N"
"01013","532///",3,"N","N","N","N","N","N","N","N","N"
"01013","54----",17,11,5,"N","N","N","N","N","N","N"
"01013","541///",17,11,5,"N","N","N","N","N","N","N"
"01013","5411//",4,3,"N","N","N","N","N","N","N","N"
"01013","54111/",4,3,"N","N","N","N","N","N","N","N"
"01013","541110",4,3,"N","N","N","N","N","N","N","N"
"01013","5412//",3,"N","N","N","N","N","N","N","N","N"
"01013","54121/",3,"N","N","N","N","N","N","N","N","N"
"01013","5413//",3,"N","N","N","N","N","N","N","N","N"
"01013","5419//",3,"N","N","N","N","N","N","N","N","N"
"01013","56----",12,7,"N",3,"N","N","N","N","N","N"
"01013","561///",12,7,"N",3,"N","N","N","N","N","N"
"01013","5617//",8,5,"N","N","N","N","N","N","N","N"
"01013","56172/",3,"N","N","N","N","N","N","N","N","N"
"01013","561720",3,"N","N","N","N","N","N","N","N","N"
"01013","56173/",3,3,"N","N","N","N","N","N","N","N"
"01013","561730",3,3,"N","N","N","N","N","N","N","N"
"01013","61----",3,"N","N","N","N","N","N","N","N","N"
"01013","611///",3,"N","N","N","N","N","N","N","N","N"
"01013","62----",28,7,5,7,6,"N","N","N","N","N"
"01013","621///",10,4,"N","N",4,"N","N","N","N","N"
"01013","6214//",3,"N","N","N",3,"N","N","N","N","N"
"01013","623///",6,"N","N","N","N","N","N","N","N","N"
"01013","6232//",4,"N","N","N","N","N","N","N","N","N"
"01013","624///",12,3,4,4,"N","N","N","N","N","N"
"01013","6241//",7,3,3,"N","N","N","N","N","N","N"
"01013","62419/",5,"N",3,"N","N","N","N","N","N","N"
"01013","624190",5,"N",3,"N","N","N","N","N","N","N"
"01013","6244//",3,"N","N","N","N","N","N","N","N","N"
"01013","62441/",3,"N","N","N","N","N","N","N","N","N"
"01013","624410",3,"N","N","N","N","N","N","N","N","N"
"01013","72----",28,11,8,"N",6,"N","N","N","N","N"
"01013","722///",28,11,8,"N",6,"N","N","N","N","N"
"01013","7224//",5,"N","N","N","N","N","N","N","N","N"
"01013","72241/",5,"N","N","N","N","N","N","N","N","N"
"01013","722410",5,"N","N","N","N","N","N","N","N","N"
"01013","7225//",22,9,6,"N",5,"N","N","N","N","N"
"01013","72251/",22,9,6,"N",5,"N","N","N","N","N"
"01013","722511",15,6,4,"N",3,"N","N","N","N","N"
"01013","722513",5,3,"N","N","N","N","N","N","N","N"
"01013","81----",60,40,12,6,"N","N","N","N","N","N"
"01013","811///",26,22,3,"N","N","N","N","N","N","N"
"01013","8111//",24,20,3,"N","N","N","N","N","N","N"
"01013","81111/",13,12,"N","N","N","N","N","N","N","N"
"01013","811111",10,9,"N","N","N","N","N","N","N","N"
"01013","811113",3,3,"N","N","N","N","N","N","N","N"
"01013","81112/",10,7,"N","N","N","N","N","N","N","N"
"01013","811121",9,7,"N","N","N","N","N","N","N","N"
"01013","812///",12,8,3,"N","N","N","N","N","N","N"
"01013","8121//",4,3,"N","N","N","N","N","N","N","N"
"01013","81211/",3,"N","N","N","N","N","N","N","N","N"
"01013","8122//",5,3,"N","N","N","N","N","N","N","N"
"01013","81221/",5,3,"N","N","N","N","N","N","N","N"
"01013","812210",5,3,"N","N","N","N","N","N","N","N"
"01013","813///",22,10,6,4,"N","N","N","N","N","N"
"01013","8131//",8,5,"N","N","N","N","N","N","N","N"
"01013","81311/",8,5,"N","N","N","N","N","N","N","N"
"01013","813110",8,5,"N","N","N","N","N","N","N","N"
"01013","8134//",7,"N",5,"N","N","N","N","N","N","N"
"01013","81341/",7,"N",5,"N","N","N","N","N","N","N"
"01013","813410",7,"N",5,"N","N","N","N","N","N","N"
"01013","8139//",6,4,"N","N","N","N","N","N","N","N"
"01013","81393/",3,"N","N","N","N","N","N","N","N","N"
"01013","813930",3,"N","N","N","N","N","N","N","N","N"
"01020","------",538,222,117,94,65,30,8,"N","N","N"
"01020","23----",69,42,9,9,6,"N","N","N","N","N"
"01020","236///",18,12,3,"N","N","N","N","N","N","N"
"01020","2361//",15,11,"N","N","N","N","N","N","N","N"
"01020","23611/",15,11,"N","N","N","N","N","N","N","N"
"01020","236115",3,"N","N","N","N","N","N","N","N","N"
"01020","236118",11,9,"N","N","N","N","N","N","N","N"
"01020","2362//",3,"N","N","N","N","N","N","N","N","N"
"01020","23622/",3,"N","N","N","N","N","N","N","N","N"
"01020","236220",3,"N","N","N","N","N","N","N","N","N"
"01020","238///",51,30,6,7,5,"N","N","N","N","N"
"01020","2381//",12,7,"N","N","N","N","N","N","N","N"
"01020","2382//",23,13,3,4,"N","N","N","N","N","N"
"01020","23821/",9,5,"N","N","N","N","N","N","N","N"
"01020","238210",9,5,"N","N","N","N","N","N","N","N"
"01020","23822/",13,8,"N","N","N","N","N","N","N","N"
"01020","238220",13,8,"N","N","N","N","N","N","N","N"
"01020","2383//",11,6,"N","N","N","N","N","N","N","N"
"01020","23833/",6,4,"N","N","N","N","N","N","N","N"
"01020","238330",6,4,"N","N","N","N","N","N","N","N"
"01020","2389//",5,4,"N","N","N","N","N","N","N","N"
"01020","23899/",4,3,"N","N","N","N","N","N","N","N"
"01020","238990",4,3,"N","N","N","N","N","N","N","N"
"01020","31----",17,3,5,4,3,"N","N","N","N","N"
"01020","327///",3,"N","N","N","N","N","N","N","N","N"
"01020","3273//",3,"N","N","N","N","N","N","N","N","N"
"01020","332///",7,"N","N",3,"N","N","N","N","N","N"
"01020","3327//",6,"N","N",3,"N","N","N","N","N","N"
"01020","33271/",5,"N","N","N","N","N","N","N","N","N"
"01020","332710",5,"N","N","N","N","N","N","N","N","N"
"01020","42----",19,6,"N",6,3,"N","N","N","N","N"
"01020","423///",13,3,"N",5,"N","N","N","N","N","N"
"01020","4233//",5,"N","N","N","N","N","N","N","N","N"
"01020","4238//",4,3,"N","N","N","N","N","N","N","N"
"01020","424///",5,"N","N","N","N","N","N","N","N","N"
"01020","4244//",4,"N","N","N","N","N","N","N","N","N"
"01020","42449/",3,"N","N","N","N","N","N","N","N","N"
"01020","424490",3,"N","N","N","N","N","N","N","N","N"
"01020","44----",107,41,27,17,14,5,"N","N","N","N"
"01020","441///",16,4,"N",4,4,"N","N","N","N","N"
"01020","4411//",9,"N","N","N",3,"N","N","N","N","N"
"01020","44111/",6,"N","N","N",3,"N","N","N","N","N"
"01020","441110",6,"N","N","N",3,"N","N","N","N","N"
"01020","44112/",3,"N","N","N","N","N","N","N","N","N"
"01020","441120",3,"N","N","N","N","N","N","N","N","N"
"01020","4413//",7,"N","N",3,"N","N","N","N","N","N"
"01020","44131/",5,"N","N","N","N","N","N","N","N","N"
"01020","441310",5,"N","N","N","N","N","N","N","N","N"
"01020","442///",4,"N","N","N","N","N","N","N","N","N"
"01020","444///",9,4,4,"N","N","N","N","N","N","N"
"01020","4441//",6,"N",3,"N","N","N","N","N","N","N"
"01020","44419/",4,"N","N","N","N","N","N","N","N","N"
"01020","444190",4,"N","N","N","N","N","N","N","N","N"
"01020","4442//",3,"N","N","N","N","N","N","N","N","N"
"01020","445///",27,12,7,4,"N","N","N","N","N","N"
"01020","4451//",15,8,"N","N","N","N","N","N","N","N"
"01020","44511/",8,3,"N","N","N","N","N","N","N","N"
"01020","445110",8,3,"N","N","N","N","N","N","N","N"
"01020","44512/",7,5,"N","N","N","N","N","N","N","N"
"01020","445120",7,5,"N","N","N","N","N","N","N","N"
"01020","4453//",10,4,5,"N","N","N","N","N","N","N"
"01020","44531/",10,4,5,"N","N","N","N","N","N","N"
"01020","445310",10,4,5,"N","N","N","N","N","N","N"
"01020","446///",12,4,"N","N",3,"N","N","N","N","N"
"01020","4461//",12,4,"N","N",3,"N","N","N","N","N"
"01020","44611/",5,"N","N","N",3,"N","N","N","N","N"
"01020","446110",5,"N","N","N",3,"N","N","N","N","N"
"01020","44619/",4,"N","N","N","N","N","N","N","N","N"
"01020","446199",3,"N","N","N","N","N","N","N","N","N"
"01020","447///",12,7,3,"N","N","N","N","N","N","N"
"01020","4471//",12,7,3,"N","N","N","N","N","N","N"
"01020","44711/",11,6,3,"N","N","N","N","N","N","N"
"01020","447110",11,6,3,"N","N","N","N","N","N","N"
"01020","448///",5,"N","N","N","N","N","N","N","N","N"
"01020","4481//",3,"N","N","N","N","N","N","N","N","N"
"01020","452///",4,"N","N","N","N","N","N","N","N","N"
"01020","4523//",4,"N","N","N","N","N","N","N","N","N"
"01020","45231/",4,"N","N","N","N","N","N","N","N","N"
"01020","452319",3,"N","N","N","N","N","N","N","N","N"
"01020","453///",10,4,"N","N",3,"N","N","N","N","N"
"01020","4532//",3,"N","N","N","N","N","N","N","N","N"
"01020","4539//",4,"N","N","N","N","N","N","N","N","N"
"01020","45399/",3,"N","N","N","N","N","N","N","N","N"
"01020","454///",4,"N","N","N","N","N","N","N","N","N"
"01020","48----",12,5,"N","N","N",4,"N","N","N","N"
"01020","484///",7,4,"N","N","N","N","N","N","N","N"
"01020","4841//",5,"N","N","N","N","N","N","N","N","N"
"01020","48412/",3,"N","N","N","N","N","N","N","N","N"
"01020","485///",3,"N","N","N","N","N","N","N","N","N"
"01020","51----",9,"N",5,"N","N","N","N","N","N","N"
"01020","511///",3,"N","N","N","N","N","N","N","N","N"
"01020","5111//",3,"N","N","N","N","N","N","N","N","N"
"01020","51111/",3,"N","N","N","N","N","N","N","N","N"
"01020","511110",3,"N","N","N","N","N","N","N","N","N"
"01020","517///",5,"N",4,"N","N","N","N","N","N","N"
"01020","5173//",5,"N",4,"N","N","N","N","N","N","N"
"01020","51731/",5,"N",4,"N","N","N","N","N","N","N"
"01020","517312",4,"N",4,"N","N","N","N","N","N","N"
"01020","52----",29,11,14,"N","N","N","N","N","N","N"
"01020","522///",16,"N",11,"N","N","N","N","N","N","N"
"01020","5221//",15,"N",10,"N","N","N","N","N","N","N"
"01020","52211/",3,"N","N","N","N","N","N","N","N","N"
"01020","522110",3,"N","N","N","N","N","N","N","N","N"
"01020","52212/",7,"N",6,"N","N","N","N","N","N","N"
"01020","522120",7,"N",6,"N","N","N","N","N","N","N"
"01020","52213/",5,"N","N","N","N","N","N","N","N","N"
"01020","522130",5,"N","N","N","N","N","N","N","N","N"
"01020","524///",11,7,3,"N","N","N","N","N","N","N"
"01020","5242//",10,6,3,"N","N","N","N","N","N","N"
"01020","52421/",10,6,3,"N","N","N","N","N","N","N"
"01020","524210",10,6,3,"N","N","N","N","N","N","N"
"01020","53----",25,16,6,"N",3,"N","N","N","N","N"
"01020","531///",15,10,4,"N","N","N","N","N","N","N"
"01020","5311//",9,5,3,"N","N","N","N","N","N","N"
"01020","53111/",7,3,3,"N","N","N","N","N","N","N"
"01020","531110",7,3,3,"N","N","N","N","N","N","N"
"01020","5312//",5,5,"N","N","N","N","N","N","N","N"
"01020","53121/",5,5,"N","N","N","N","N","N","N","N"
"01020","531210",5,5,"N","N","N","N","N","N","N","N"
"01020","532///",10,6,"N","N","N","N","N","N","N","N"
"01020","5321//",10,6,"N","N","N","N","N","N","N","N"
"01020","53212/",8,5,"N","N","N","N","N","N","N","N"
"01020","532120",8,5,"N","N","N","N","N","N","N","N"
"01020","54----",19,5,5,6,"N","N","N","N","N","N"
"01020","541///",19,5,5,6,"N","N","N","N","N","N"
"01020","5411//",3,"N","N","N","N","N","N","N","N","N"
"01020","5412//",6,"N","N",3,"N","N","N","N","N","N"
"01020","54121/",6,"N","N",3,"N","N","N","N","N","N"
"01020","541213",3,"N","N","N","N","N","N","N","N","N"
"01020","5416//",3,"N","N","N","N","N","N","N","N","N"
"01020","54161/",3,"N","N","N","N","N","N","N","N","N"
"01020","541611",3,"N","N","N","N","N","N","N","N","N"
"01020","5419//",3,"N","N","N","N","N","N","N","N","N"
"01020","55----",3,"N","N","N","N","N","N","N","N","N"
"01020","551///",3,"N","N","N","N","N","N","N","N","N"
"01020","5511//",3,"N","N","N","N","N","N","N","N","N"
"01020","55111/",3,"N","N","N","N","N","N","N","N","N"
"01020","56----",24,15,4,3,"N","N","N","N","N","N"
"01020","561///",18,12,3,"N","N","N","N","N","N","N"
"01020","5617//",13,10,"N","N","N","N","N","N","N","N"
"01020","56172/",3,"N","N","N","N","N","N","N","N","N"
"01020","561720",3,"N","N","N","N","N","N","N","N","N"
"01020","56173/",7,5,"N","N","N","N","N","N","N","N"
"01020","561730",7,5,"N","N","N","N","N","N","N","N"
"01020","562///",6,3,"N","N","N","N","N","N","N","N"
"01020","5629//",3,"N","N","N","N","N","N","N","N","N"
"01020","56291/",3,"N","N","N","N","N","N","N","N","N"
"01020","562910",3,"N","N","N","N","N","N","N","N","N"
"01020","61----",7,4,"N","N","N","N","N","N","N","N"
"01020","611///",7,4,"N","N","N","N","N","N","N","N"
"01020","6116//",6,4,"N","N","N","N","N","N","N","N"
"01020","61162/",4,"N","N","N","N","N","N","N","N","N"
"01020","611620",4,"N","N","N","N","N","N","N","N","N"
"01020","62----",53,16,13,13,8,"N","N","N","N","N"
"01020","621///",28,12,7,3,5,"N","N","N","N","N"
"01020","6211//",3,"N","N","N","N","N","N","N","N","N"
"01020","62111/",3,"N","N","N","N","N","N","N","N","N"
"01020","621111",3,"N","N","N","N","N","N","N","N","N"
"01020","6212//",14,4,5,"N",3,"N","N","N","N","N"
"01020","62121/",14,4,5,"N",3,"N","N","N","N","N"
"01020","621210",14,4,5,"N",3,"N","N","N","N","N"
"01020","6213//",7,6,"N","N","N","N","N","N","N","N"
"01020","62131/",3,3,"N","N","N","N","N","N","N","N"
"01020","621310",3,3,"N","N","N","N","N","N","N","N"
"01020","6216//",3,"N","N","N","N","N","N","N","N","N"
"01020","62161/",3,"N","N","N","N","N","N","N","N","N"
"01020","621610",3,"N","N","N","N","N","N","N","N","N"
"01020","623///",14,"N",3,9,"N","N","N","N","N","N"
"01020","6231//",3,"N","N","N","N","N","N","N","N","N"
"01020","62311/",3,"N","N","N","N","N","N","N","N","N"
"01020","623110",3,"N","N","N","N","N","N","N","N","N"
"01020","6232//",11,"N","N",9,"N","N","N","N","N","N"
"01020","62321/",9,"N","N",7,"N","N","N","N","N","N"
"01020","623210",9,"N","N",7,"N","N","N","N","N","N"
"01020","624///",11,3,3,"N",3,"N","N","N","N","N"
"01020","6244//",7,3,"N","N","N","N","N","N","N","N"
"01020","62441/",7,3,"N","N","N","N","N","N","N","N"
