"zip","naics","est","n<5","n5_9","n10_19","n20_49","n50_99","n100_249","n250_499","n500_999","n1000"
"01020","624410",7,3,"N","N","N","N","N","N","N","N"
"01020","71----",7,"N","N","N","N","N","N","N","N","N"
"01020","713///",7,"N","N","N","N","N","N","N","N","N"
"01020","7139//",7,"N","N","N","N","N","N","N","N","N"
"01020","71394/",3,"N","N","N","N","N","N","N","N","N"
"01020","713940",3,"N","N","N","N","N","N","N","N","N"
"01020","71399/",3,"N","N","N","N","N","N","N","N","N"
"01020","713990",3,"N","N","N","N","N","N","N","N","N"
"01020","72----",74,23,9,14,17,10,"N","N","N","N"
"01020","721///",4,"N","N","N","N","N","N","N","N","N"
"01020","7211//",4,"N","N","N","N","N","N","N","N","N"
"01020","72111/",4,"N","N","N","N","N","N","N","N","N"
"01020","721110",4,"N","N","N","N","N","N","N","N","N"
"01020","722///",70,22,9,12,16,10,"N","N","N","N"
"01020","7224//",10,5,4,"N","N","N","N","N","N","N"
"01020","72241/",10,5,4,"N","N","N","N","N","N","N"
"01020","722410",10,5,4,"N","N","N","N","N","N","N"
"01020","7225//",59,17,5,11,15,10,"N","N","N","N"
"01020","72251/",59,17,5,11,15,10,"N","N","N","N"
"01020","722511",29,10,4,"N",4,8,"N","N","N","N"
"01020","722513",24,7,"N",6,8,"N","N","N","N","N"
"01020","722515",5,"N","N","N",3,"N","N","N","N","N"
"01020","81----",62,30,14,13,5,"N","N","N","N","N"
"01020","811///",25,12,7,4,"N","N","N","N","N","N"
"01020","8111//",22,9,7,4,"N","N","N","N","N","N"
"01020","81111/",12,7,3,"N","N","N","N","N","N","N"
"01020","811111",12,7,3,"N","N","N","N","N","N","N"
"01020","81112/",7,"N",3,"N","N","N","N","N","N","N"
"01020","811121",3,"N","N","N","N","N","N","N","N","N"
"01020","811122",4,"N","N","N","N","N","N","N","N","N"
"01020","81119/",3,"N","N","N","N","N","N","N","N","N"
"01020","812///",20,10,3,6,"N","N","N","N","N","N"
"01020","8121//",14,7,"N",5,"N","N","N","N","N","N"
"01020","81211/",10,5,"N",4,"N","N","N","N","N","N"
"01020","812112",6,"N","N",4,"N","N","N","N","N","N"
"01020","81219/",4,"N","N","N","N","N","N","N","N","N"
"01020","812199",3,"N","N","N","N","N","N","N","N","N"
"01020","8129//",3,"N","N","N","N","N","N","N","N","N"
"01020","81291/",3,"N","N","N","N","N","N","N","N","N"
"01020","812910",3,"N","N","N","N","N","N","N","N","N"
"01020","813///",17,8,4,3,"N","N","N","N","N","N"
"01020","8131//",8,3,"N","N","N","N","N","N","N","N"
"01020","81311/",8,3,"N","N","N","N","N","N","N","N"
"01020","813110",8,3,"N","N","N","N","N","N","N","N"
"01020","8134//",4,4,"N","N","N","N","N","N","N","N"
"01020","81341/",4,4,"N","N","N","N","N","N","N","N"
"01020","813410",4,4,"N","N","N","N","N","N","N","N"
"01020","8139//",5,"N","N","N","N","N","N","N","N","N"
"01020","81393/",3,"N","N","N","N","N","N","N","N","N"
"01020","813930",3,"N","N","N","N","N","N","N","N","N"
"01021","------",8,"N",3,"N","N","N","N","N","N","N"
"01022","------",66,18,10,8,15,10,4,"N","N","N"
"01022","23----",3,"N","N","N","N","N","N","N","N","N"
"01022","238///",3,"N","N","N","N","N","N","N","N","N"
"01022","31----",20,3,3,"N",6,3,3,"N","N","N"
"01022","322///",3,"N","N","N","N","N","N","N","N","N"
"01022","3222//",3,"N","N","N","N","N","N","N","N","N"
"01022","32221/",3,"N","N","N","N","N","N","N","N","N"
"01022","332///",4,"N","N","N","N","N","N","N","N","N"
"01022","333///",5,"N","N","N","N","N","N","N","N","N"
"01022","3339//",3,"N","N","N","N","N","N","N","N","N"
"01022","33399/",3,"N","N","N","N","N","N","N","N","N"
"01022","339///",3,"N","N","N","N","N","N","N","N","N"
"01022","42----",6,"N","N","N","N","N","N","N","N","N"
"01022","423///",4,"N","N","N","N","N","N","N","N","N"
"01022","48----",6,"N","N","N",3,"N","N","N","N","N"
"01022","484///",4,"N","N","N","N","N","N","N","N","N"
"01022","4841//",4,"N","N","N","N","N","N","N","N","N"
"01022","54----",3,"N","N","N","N","N","N","N","N","N"
"01022","541///",3,"N","N","N","N","N","N","N","N","N"
"01022","56----",4,"N","N","N","N","N","N","N","N","N"
"01022","561///",4,"N","N","N","N","N","N","N","N","N"
"01022","61----",6,"N","N","N","N","N","N","N","N","N"
"01022","611///",6,"N","N","N","N","N","N","N","N","N"
"01022","6111//",3,"N","N","N","N","N","N","N","N","N"
"01022","61111/",3,"N","N","N","N","N","N","N","N","N"
"01022","611110",3,"N","N","N","N","N","N","N","N","N"
"01022","62----",8,"N","N","N",3,"N","N","N","N","N"
"01022","624///",5,"N","N","N","N","N","N","N","N","N"
"01022","6243//",3,"N","N","N","N","N","N","N","N","N"
"01022","62431/",3,"N","N","N","N","N","N","N","N","N"
"01022","624310",3,"N","N","N","N","N","N","N","N","N"
"01026","------",21,16,"N","N","N","N","N","N","N","N"
"01026","44----",3,"N","N","N","N","N","N","N","N","N"
"01026","56----",3,3,"N","N","N","N","N","N","N","N"
"01026","561///",3,3,"N","N","N","N","N","N","N","N"
"01026","5617//",3,3,"N","N","N","N","N","N","N","N"
"01026","56173/",3,3,"N","N","N","N","N","N","N","N"
"01026","561730",3,3,"N","N","N","N","N","N","N","N"
"01026","81----",3,3,"N","N","N","N","N","N","N","N"
"01026","813///",3,3,"N","N","N","N","N","N","N","N"
"01027","------",430,233,87,60,39,8,3,"N","N","N"
"01027","23----",59,40,11,4,3,"N","N","N","N","N"
"01027","236///",17,11,3,"N","N","N","N","N","N","N"
"01027","2361//",13,8,3,"N","N","N","N","N","N","N"
"01027","23611/",13,8,3,"N","N","N","N","N","N","N"
"01027","236115",3,"N","N","N","N","N","N","N","N","N"
"01027","236118",8,7,"N","N","N","N","N","N","N","N"
"01027","2362//",4,3,"N","N","N","N","N","N","N","N"
"01027","23622/",4,3,"N","N","N","N","N","N","N","N"
"01027","236220",4,3,"N","N","N","N","N","N","N","N"
"01027","238///",42,29,8,"N","N","N","N","N","N","N"
"01027","2381//",9,4,4,"N","N","N","N","N","N","N"
"01027","23816/",3,"N","N","N","N","N","N","N","N","N"
"01027","238160",3,"N","N","N","N","N","N","N","N","N"
"01027","2382//",17,12,"N","N","N","N","N","N","N","N"
"01027","23821/",5,3,"N","N","N","N","N","N","N","N"
"01027","238210",5,3,"N","N","N","N","N","N","N","N"
"01027","23822/",11,8,"N","N","N","N","N","N","N","N"
"01027","238220",11,8,"N","N","N","N","N","N","N","N"
"01027","2383//",9,7,"N","N","N","N","N","N","N","N"
"01027","23832/",3,3,"N","N","N","N","N","N","N","N"
"01027","238320",3,3,"N","N","N","N","N","N","N","N"
"01027","23835/",3,3,"N","N","N","N","N","N","N","N"
"01027","238350",3,3,"N","N","N","N","N","N","N","N"
"01027","2389//",7,6,"N","N","N","N","N","N","N","N"
"01027","23891/",6,5,"N","N","N","N","N","N","N","N"
"01027","238910",6,5,"N","N","N","N","N","N","N","N"
"01027","31----",30,8,9,4,6,"N","N","N","N","N"
"01027","312///",3,"N","N","N","N","N","N","N","N","N"
"01027","3121//",3,"N","N","N","N","N","N","N","N","N"
"01027","31212/",3,"N","N","N","N","N","N","N","N","N"
"01027","312120",3,"N","N","N","N","N","N","N","N","N"
"01027","323///",3,"N","N","N","N","N","N","N","N","N"
"01027","3231//",3,"N","N","N","N","N","N","N","N","N"
"01027","327///",3,"N","N","N","N","N","N","N","N","N"
"01027","332///",12,"N",3,"N",4,"N","N","N","N","N"
"01027","3323//",3,"N","N","N","N","N","N","N","N","N"
"01027","33232/",3,"N","N","N","N","N","N","N","N","N"
"01027","3327//",6,"N","N","N","N","N","N","N","N","N"
"01027","33271/",4,"N","N","N","N","N","N","N","N","N"
"01027","332710",4,"N","N","N","N","N","N","N","N","N"
"01027","42----",13,5,6,"N","N","N","N","N","N","N"
"01027","423///",6,"N",4,"N","N","N","N","N","N","N"
"01027","4239//",3,"N","N","N","N","N","N","N","N","N"
"01027","42399/",3,"N","N","N","N","N","N","N","N","N"
"01027","423990",3,"N","N","N","N","N","N","N","N","N"
"01027","424///",7,4,"N","N","N","N","N","N","N","N"
"01027","44----",48,23,12,9,3,"N","N","N","N","N"
"01027","441///",5,"N","N","N","N","N","N","N","N","N"
"01027","4411//",3,"N","N","N","N","N","N","N","N","N"
"01027","443///",4,3,"N","N","N","N","N","N","N","N"
"01027","4431//",4,3,"N","N","N","N","N","N","N","N"
"01027","44314/",4,3,"N","N","N","N","N","N","N","N"
"01027","443142",3,"N","N","N","N","N","N","N","N","N"
"01027","444///",6,"N","N","N","N","N","N","N","N","N"
"01027","4441//",5,"N","N","N","N","N","N","N","N","N"
"01027","44419/",3,"N","N","N","N","N","N","N","N","N"
"01027","444190",3,"N","N","N","N","N","N","N","N","N"
"01027","445///",6,3,"N","N","N","N","N","N","N","N"
"01027","4453//",4,3,"N","N","N","N","N","N","N","N"
"01027","44531/",4,3,"N","N","N","N","N","N","N","N"
"01027","445310",4,3,"N","N","N","N","N","N","N","N"
"01027","447///",6,4,"N","N","N","N","N","N","N","N"
"01027","4471//",6,4,"N","N","N","N","N","N","N","N"
"01027","44711/",4,"N","N","N","N","N","N","N","N","N"
"01027","447110",4,"N","N","N","N","N","N","N","N","N"
"01027","453///",3,"N","N","N","N","N","N","N","N","N"
"01027","454///",10,4,3,3,"N","N","N","N","N","N"
"01027","4541//",4,"N","N","N","N","N","N","N","N","N"
"01027","45411/",4,"N","N","N","N","N","N","N","N","N"
"01027","454110",4,"N","N","N","N","N","N","N","N","N"
"01027","4543//",6,3,"N","N","N","N","N","N","N","N"
"01027","45439/",4,3,"N","N","N","N","N","N","N","N"
"01027","454390",4,3,"N","N","N","N","N","N","N","N"
"01027","48----",4,"N","N","N","N","N","N","N","N","N"
"01027","51----",9,7,"N","N","N","N","N","N","N","N"
"01027","517///",3,"N","N","N","N","N","N","N","N","N"
"01027","5173//",3,"N","N","N","N","N","N","N","N","N"
"01027","51731/",3,"N","N","N","N","N","N","N","N","N"
"01027","52----",12,4,4,"N","N","N","N","N","N","N"
"01027","522///",6,"N","N","N","N","N","N","N","N","N"
"01027","5221//",5,"N","N","N","N","N","N","N","N","N"
"01027","52212/",3,"N","N","N","N","N","N","N","N","N"
"01027","522120",3,"N","N","N","N","N","N","N","N","N"
"01027","524///",5,"N",3,"N","N","N","N","N","N","N"
"01027","5242//",5,"N",3,"N","N","N","N","N","N","N"
"01027","52421/",4,"N","N","N","N","N","N","N","N","N"
"01027","524210",4,"N","N","N","N","N","N","N","N","N"
"01027","53----",15,12,"N","N","N","N","N","N","N","N"
"01027","531///",14,11,"N","N","N","N","N","N","N","N"
"01027","5311//",7,4,"N","N","N","N","N","N","N","N"
"01027","53112/",3,"N","N","N","N","N","N","N","N","N"
"01027","531120",3,"N","N","N","N","N","N","N","N","N"
"01027","5312//",3,3,"N","N","N","N","N","N","N","N"
"01027","53121/",3,3,"N","N","N","N","N","N","N","N"
"01027","531210",3,3,"N","N","N","N","N","N","N","N"
"01027","5313//",4,4,"N","N","N","N","N","N","N","N"
"01027","53131/",4,4,"N","N","N","N","N","N","N","N"
"01027","531311",3,3,"N","N","N","N","N","N","N","N"
"01027","54----",45,32,10,"N","N","N","N","N","N","N"
"01027","541///",45,32,10,"N","N","N","N","N","N","N"
"01027","5411//",7,6,"N","N","N","N","N","N","N","N"
"01027","54111/",7,6,"N","N","N","N","N","N","N","N"
"01027","541110",7,6,"N","N","N","N","N","N","N","N"
"01027","5412//",5,3,"N","N","N","N","N","N","N","N"
"01027","54121/",5,3,"N","N","N","N","N","N","N","N"
"01027","541211",4,"N","N","N","N","N","N","N","N","N"
"01027","5413//",7,4,"N","N","N","N","N","N","N","N"
"01027","5414//",3,"N","N","N","N","N","N","N","N","N"
"01027","5415//",9,6,"N","N","N","N","N","N","N","N"
"01027","54151/",9,6,"N","N","N","N","N","N","N","N"
"01027","541511",7,5,"N","N","N","N","N","N","N","N"
"01027","5416//",9,9,"N","N","N","N","N","N","N","N"
"01027","54161/",7,7,"N","N","N","N","N","N","N","N"
"01027","541611",6,6,"N","N","N","N","N","N","N","N"
"01027","5419//",3,"N","N","N","N","N","N","N","N","N"
"01027","56----",23,18,3,"N","N","N","N","N","N","N"
"01027","561///",23,18,3,"N","N","N","N","N","N","N"
"01027","5617//",16,13,3,"N","N","N","N","N","N","N"
"01027","56172/",4,3,"N","N","N","N","N","N","N","N"
"01027","561720",4,3,"N","N","N","N","N","N","N","N"
"01027","56173/",10,9,"N","N","N","N","N","N","N","N"
"01027","561730",10,9,"N","N","N","N","N","N","N","N"
"01027","5619//",3,3,"N","N","N","N","N","N","N","N"
"01027","61----",9,4,"N","N","N","N","N","N","N","N"
"01027","611///",9,4,"N","N","N","N","N","N","N","N"
"01027","6116//",6,4,"N","N","N","N","N","N","N","N"
"01027","61161/",3,"N","N","N","N","N","N","N","N","N"
"01027","611610",3,"N","N","N","N","N","N","N","N","N"
"01027","62----",37,10,9,11,4,"N","N","N","N","N"
"01027","621///",17,5,5,4,"N","N","N","N","N","N"
"01027","6211//",3,"N","N","N","N","N","N","N","N","N"
"01027","62111/",3,"N","N","N","N","N","N","N","N","N"
"01027","621111",3,"N","N","N","N","N","N","N","N","N"
"01027","6212//",4,"N","N","N","N","N","N","N","N","N"
"01027","62121/",4,"N","N","N","N","N","N","N","N","N"
"01027","621210",4,"N","N","N","N","N","N","N","N","N"
"01027","6213//",7,3,3,"N","N","N","N","N","N","N"
"01027","62131/",4,"N","N","N","N","N","N","N","N","N"
"01027","621310",4,"N","N","N","N","N","N","N","N","N"
"01027","623///",8,"N","N",5,"N","N","N","N","N","N"
"01027","6232//",7,"N","N",5,"N","N","N","N","N","N"
"01027","62321/",6,"N","N",5,"N","N","N","N","N","N"
"01027","623210",6,"N","N",5,"N","N","N","N","N","N"
"01027","624///",12,5,"N","N","N","N","N","N","N","N"
"01027","6241//",7,4,"N","N","N","N","N","N","N","N"
"01027","62411/",3,"N","N","N","N","N","N","N","N","N"
"01027","624110",3,"N","N","N","N","N","N","N","N","N"
"01027","6244//",4,"N","N","N","N","N","N","N","N","N"
"01027","62441/",4,"N","N","N","N","N","N","N","N","N"
"01027","624410",4,"N","N","N","N","N","N","N","N","N"
"01027","71----",12,7,"N",3,"N","N","N","N","N","N"
"01027","711///",4,4,"N","N","N","N","N","N","N","N"
"01027","713///",8,3,"N",3,"N","N","N","N","N","N"
"01027","7139//",8,3,"N",3,"N","N","N","N","N","N"
"01027","71394/",5,"N","N","N","N","N","N","N","N","N"
"01027","713940",5,"N","N","N","N","N","N","N","N","N"
"01027","71399/",3,"N","N","N","N","N","N","N","N","N"
"01027","713990",3,"N","N","N","N","N","N","N","N","N"
"01027","72----",47,16,7,9,15,"N","N","N","N","N"
"01027","722///",47,16,7,9,15,"N","N","N","N","N"
"01027","7223//",6,4,"N","N","N","N","N","N","N","N"
"01027","72231/",3,"N","N","N","N","N","N","N","N","N"
"01027","722310",3,"N","N","N","N","N","N","N","N","N"
"01027","72233/",3,3,"N","N","N","N","N","N","N","N"
"01027","722330",3,3,"N","N","N","N","N","N","N","N"
"01027","7224//",5,"N","N","N","N","N","N","N","N","N"
"01027","72241/",5,"N","N","N","N","N","N","N","N","N"
"01027","722410",5,"N","N","N","N","N","N","N","N","N"
"01027","7225//",36,11,5,7,13,"N","N","N","N","N"
"01027","72251/",36,11,5,7,13,"N","N","N","N","N"
"01027","722511",16,4,3,3,6,"N","N","N","N","N"
"01027","722513",11,4,"N","N",5,"N","N","N","N","N"
"01027","722515",9,3,"N",3,"N","N","N","N","N","N"
"01027","81----",63,44,9,9,"N","N","N","N","N","N"
"01027","811///",17,13,"N",3,"N","N","N","N","N","N"
"01027","8111//",13,10,"N",3,"N","N","N","N","N","N"
"01027","81111/",5,4,"N","N","N","N","N","N","N","N"
"01027","811111",5,4,"N","N","N","N","N","N","N","N"
"01027","81112/",5,3,"N","N","N","N","N","N","N","N"
"01027","811121",4,"N","N","N","N","N","N","N","N","N"
"01027","81119/",3,3,"N","N","N","N","N","N","N","N"
"01027","812///",29,20,5,4,"N","N","N","N","N","N"
"01027","8121//",16,9,3,4,"N","N","N","N","N","N"
"01027","81211/",9,4,"N",3,"N","N","N","N","N","N"
"01027","812112",9,4,"N",3,"N","N","N","N","N","N"
"01027","81219/",7,5,"N","N","N","N","N","N","N","N"
"01027","812199",7,5,"N","N","N","N","N","N","N","N"
"01027","8123//",3,3,"N","N","N","N","N","N","N","N"
"01027","8129//",8,6,"N","N","N","N","N","N","N","N"
"01027","81291/",6,5,"N","N","N","N","N","N","N","N"
"01027","812910",6,5,"N","N","N","N","N","N","N","N"
"01027","813///",17,11,3,"N","N","N","N","N","N","N"
"01027","8131//",6,3,"N","N","N","N","N","N","N","N"
"01027","81311/",6,3,"N","N","N","N","N","N","N","N"
"01027","813110",6,3,"N","N","N","N","N","N","N","N"
"01027","8133//",3,"N","N","N","N","N","N","N","N","N"
"01027","81331/",3,"N","N","N","N","N","N","N","N","N"
"01027","8139//",5,5,"N","N","N","N","N","N","N","N"
"01028","------",524,273,105,64,51,17,10,"N","N","N"
"01028","23----",55,40,8,4,3,"N","N","N","N","N"
"01028","236///",14,9,3,"N","N","N","N","N","N","N"
"01028","2361//",10,6,"N","N","N","N","N","N","N","N"
"01028","23611/",10,6,"N","N","N","N","N","N","N","N"
"01028","236118",7,4,"N","N","N","N","N","N","N","N"
"01028","2362//",4,3,"N","N","N","N","N","N","N","N"
"01028","23622/",4,3,"N","N","N","N","N","N","N","N"
"01028","236220",4,3,"N","N","N","N","N","N","N","N"
"01028","237///",6,4,"N","N","N","N","N","N","N","N"
"01028","2371//",3,"N","N","N","N","N","N","N","N","N"
"01028","238///",35,27,4,"N","N","N","N","N","N","N"
"01028","2382//",14,13,"N","N","N","N","N","N","N","N"
"01028","23821/",5,4,"N","N","N","N","N","N","N","N"
"01028","238210",5,4,"N","N","N","N","N","N","N","N"
"01028","23822/",9,9,"N","N","N","N","N","N","N","N"
"01028","238220",9,9,"N","N","N","N","N","N","N","N"
"01028","2383//",14,10,"N","N","N","N","N","N","N","N"
"01028","23832/",6,"N","N","N","N","N","N","N","N","N"
"01028","238320",6,"N","N","N","N","N","N","N","N","N"
"01028","23833/",3,3,"N","N","N","N","N","N","N","N"
"01028","238330",3,3,"N","N","N","N","N","N","N","N"
"01028","2389//",5,"N","N","N","N","N","N","N","N","N"
"01028","23899/",4,"N","N","N","N","N","N","N","N","N"
"01028","238990",4,"N","N","N","N","N","N","N","N","N"
"01028","31----",28,6,4,4,6,5,"N","N","N","N"
"01028","323///",7,"N","N","N","N",3,"N","N","N","N"
"01028","3231//",7,"N","N","N","N",3,"N","N","N","N"
"01028","32311/",7,"N","N","N","N",3,"N","N","N","N"
"01028","323111",6,"N","N","N","N",3,"N","N","N","N"
"01028","332///",5,"N","N","N","N","N","N","N","N","N"
"01028","333///",3,"N","N","N","N","N","N","N","N","N"
"01028","339///",3,"N","N","N","N","N","N","N","N","N"
"01028","42----",28,13,3,3,5,3,"N","N","N","N"
"01028","423///",16,7,"N",3,"N","N","N","N","N","N"
"01028","4238//",10,4,"N",3,"N","N","N","N","N","N"
"01028","42383/",4,"N","N","N","N","N","N","N","N","N"
"01028","423830",4,"N","N","N","N","N","N","N","N","N"
"01028","42384/",4,"N","N","N","N","N","N","N","N","N"
"01028","423840",4,"N","N","N","N","N","N","N","N","N"
"01028","424///",9,3,"N","N",3,"N","N","N","N","N"
"01028","4244//",3,"N","N","N","N","N","N","N","N","N"
"01028","425///",3,3,"N","N","N","N","N","N","N","N"
"01028","4251//",3,3,"N","N","N","N","N","N","N","N"
"01028","42512/",3,3,"N","N","N","N","N","N","N","N"
"01028","425120",3,3,"N","N","N","N","N","N","N","N"
"01028","44----",53,22,12,9,8,"N","N","N","N","N"
"01028","441///",3,"N","N","N","N","N","N","N","N","N"
"01028","442///",3,"N","N","N","N","N","N","N","N","N"
"01028","443///",5,4,"N","N","N","N","N","N","N","N"
"01028","4431//",5,4,"N","N","N","N","N","N","N","N"
"01028","44314/",5,4,"N","N","N","N","N","N","N","N"
"01028","443142",4,3,"N","N","N","N","N","N","N","N"
"01028","444///",4,"N","N","N","N","N","N","N","N","N"
"01028","4441//",3,"N","N","N","N","N","N","N","N","N"
"01028","445///",7,"N","N","N","N","N","N","N","N","N"
"01028","4451//",3,"N","N","N","N","N","N","N","N","N"
"01028","4453//",3,"N","N","N","N","N","N","N","N","N"
"01028","44531/",3,"N","N","N","N","N","N","N","N","N"
"01028","445310",3,"N","N","N","N","N","N","N","N","N"
"01028","446///",5,"N","N","N","N","N","N","N","N","N"
"01028","4461//",5,"N","N","N","N","N","N","N","N","N"
"01028","447///",3,"N","N","N","N","N","N","N","N","N"
"01028","4471//",3,"N","N","N","N","N","N","N","N","N"
"01028","44711/",3,"N","N","N","N","N","N","N","N","N"
"01028","447110",3,"N","N","N","N","N","N","N","N","N"
"01028","448///",3,"N","N","N","N","N","N","N","N","N"
"01028","4483//",3,"N","N","N","N","N","N","N","N","N"
"01028","44831/",3,"N","N","N","N","N","N","N","N","N"
"01028","448310",3,"N","N","N","N","N","N","N","N","N"
"01028","451///",3,"N","N","N","N","N","N","N","N","N"
"01028","4511//",3,"N","N","N","N","N","N","N","N","N"
"01028","453///",11,5,"N","N","N","N","N","N","N","N"
"01028","4532//",3,"N","N","N","N","N","N","N","N","N"
"01028","4539//",6,3,"N","N","N","N","N","N","N","N"
"01028","45399/",4,3,"N","N","N","N","N","N","N","N"
"01028","453991",3,"N","N","N","N","N","N","N","N","N"
"01028","454///",5,"N","N","N","N","N","N","N","N","N"
"01028","4543//",4,"N","N","N","N","N","N","N","N","N"
"01028","48----",7,5,"N","N","N","N","N","N","N","N"
"01028","484///",3,"N","N","N","N","N","N","N","N","N"
"01028","488///",4,3,"N","N","N","N","N","N","N","N"
"01028","51----",4,"N","N","N","N","N","N","N","N","N"
"01028","52----",43,30,10,3,"N","N","N","N","N","N"
"01028","522///",13,6,5,"N","N","N","N","N","N","N"
"01028","5221//",11,4,5,"N","N","N","N","N","N","N"
"01028","52211/",4,"N","N","N","N","N","N","N","N","N"
"01028","522110",4,"N","N","N","N","N","N","N","N","N"
"01028","52212/",5,"N",3,"N","N","N","N","N","N","N"
"01028","522120",5,"N",3,"N","N","N","N","N","N","N"
"01028","523///",14,14,"N","N","N","N","N","N","N","N"
"01028","5231//",5,5,"N","N","N","N","N","N","N","N"
"01028","52312/",5,5,"N","N","N","N","N","N","N","N"
"01028","523120",5,5,"N","N","N","N","N","N","N","N"
"01028","5239//",9,9,"N","N","N","N","N","N","N","N"
"01028","52392/",4,4,"N","N","N","N","N","N","N","N"
"01028","523920",4,4,"N","N","N","N","N","N","N","N"
"01028","52393/",5,5,"N","N","N","N","N","N","N","N"
"01028","523930",5,5,"N","N","N","N","N","N","N","N"
"01028","524///",16,10,5,"N","N","N","N","N","N","N"
"01028","5242//",15,9,5,"N","N","N","N","N","N","N"
"01028","52421/",12,7,5,"N","N","N","N","N","N","N"
"01028","524210",12,7,5,"N","N","N","N","N","N","N"
"01028","52429/",3,"N","N","N","N","N","N","N","N","N"
"01028","53----",24,17,5,"N","N","N","N","N","N","N"
"01028","531///",20,15,3,"N","N","N","N","N","N","N"
"01028","5311//",4,3,"N","N","N","N","N","N","N","N"
"01028","5312//",5,4,"N","N","N","N","N","N","N","N"
"01028","53121/",5,4,"N","N","N","N","N","N","N","N"
"01028","531210",5,4,"N","N","N","N","N","N","N","N"
"01028","5313//",11,8,"N","N","N","N","N","N","N","N"
"01028","53131/",5,4,"N","N","N","N","N","N","N","N"
"01028","531312",3,3,"N","N","N","N","N","N","N","N"
"01028","53132/",3,3,"N","N","N","N","N","N","N","N"
"01028","531320",3,3,"N","N","N","N","N","N","N","N"
"01028","53139/",3,"N","N","N","N","N","N","N","N","N"
"01028","531390",3,"N","N","N","N","N","N","N","N","N"
"01028","532///",4,"N","N","N","N","N","N","N","N","N"
"01028","54----",57,35,12,8,"N","N","N","N","N","N"
"01028","541///",57,35,12,8,"N","N","N","N","N","N"
"01028","5411//",10,8,"N","N","N","N","N","N","N","N"
"01028","54111/",10,8,"N","N","N","N","N","N","N","N"
"01028","541110",10,8,"N","N","N","N","N","N","N","N"
"01028","5412//",13,7,3,3,"N","N","N","N","N","N"
"01028","54121/",13,7,3,3,"N","N","N","N","N","N"
"01028","541211",8,5,"N","N","N","N","N","N","N","N"
"01028","541213",3,"N","N","N","N","N","N","N","N","N"
"01028","5413//",5,"N","N","N","N","N","N","N","N","N"
"01028","5415//",7,4,3,"N","N","N","N","N","N","N"
"01028","54151/",7,4,3,"N","N","N","N","N","N","N"
"01028","541511",3,"N","N","N","N","N","N","N","N","N"
"01028","541512",3,"N","N","N","N","N","N","N","N","N"
"01028","5416//",8,6,"N","N","N","N","N","N","N","N"
"01028","54161/",5,4,"N","N","N","N","N","N","N","N"
"01028","5418//",4,"N","N","N","N","N","N","N","N","N"
"01028","5419//",9,6,"N","N","N","N","N","N","N","N"
"01028","54192/",4,3,"N","N","N","N","N","N","N","N"
"01028","541921",4,3,"N","N","N","N","N","N","N","N"
"01028","54199/",4,3,"N","N","N","N","N","N","N","N"
"01028","541990",4,3,"N","N","N","N","N","N","N","N"
"01028","56----",31,26,"N","N","N","N","N","N","N","N"
"01028","561///",30,26,"N","N","N","N","N","N","N","N"
"01028","5611//",3,3,"N","N","N","N","N","N","N","N"
"01028","56111/",3,3,"N","N","N","N","N","N","N","N"
"01028","561110",3,3,"N","N","N","N","N","N","N","N"
"01028","5617//",23,21,"N","N","N","N","N","N","N","N"
"01028","56173/",20,20,"N","N","N","N","N","N","N","N"
"01028","561730",20,20,"N","N","N","N","N","N","N","N"
"01028","61----",12,6,"N","N","N","N","N","N","N","N"
"01028","611///",12,6,"N","N","N","N","N","N","N","N"
"01028","6116//",10,5,"N","N","N","N","N","N","N","N"
"01028","61161/",3,"N","N","N","N","N","N","N","N","N"
"01028","611610",3,"N","N","N","N","N","N","N","N","N"
"01028","61162/",3,"N","N","N","N","N","N","N","N","N"
"01028","611620",3,"N","N","N","N","N","N","N","N","N"
"01028","61169/",3,"N","N","N","N","N","N","N","N","N"
"01028","62----",74,25,17,11,11,5,5,"N","N","N"
"01028","621///",51,20,13,6,8,3,"N","N","N","N"
"01028","6211//",13,3,6,"N",3,"N","N","N","N","N"
"01028","62111/",13,3,6,"N",3,"N","N","N","N","N"
"01028","621111",13,3,6,"N",3,"N","N","N","N","N"
"01028","6212//",14,3,5,5,"N","N","N","N","N","N"
"01028","62121/",14,3,5,5,"N","N","N","N","N","N"
"01028","621210",14,3,5,5,"N","N","N","N","N","N"
"01028","6213//",18,12,"N","N",3,"N","N","N","N","N"
"01028","62131/",4,3,"N","N","N","N","N","N","N","N"
"01028","621310",4,3,"N","N","N","N","N","N","N","N"
"01028","62133/",4,3,"N","N","N","N","N","N","N","N"
"01028","621330",4,3,"N","N","N","N","N","N","N","N"
"01028","62134/",4,"N","N","N","N","N","N","N","N","N"
"01028","621340",4,"N","N","N","N","N","N","N","N","N"
"01028","62139/",5,3,"N","N","N","N","N","N","N","N"
"01028","621399",3,"N","N","N","N","N","N","N","N","N"
"01028","6216//",4,"N","N","N","N","N","N","N","N","N"
"01028","62161/",4,"N","N","N","N","N","N","N","N","N"
"01028","621610",4,"N","N","N","N","N","N","N","N","N"
"01028","623///",9,"N","N",3,"N","N",4,"N","N","N"
"01028","6231//",3,"N","N","N","N","N",3,"N","N","N"
"01028","62311/",3,"N","N","N","N","N",3,"N","N","N"
"01028","623110",3,"N","N","N","N","N",3,"N","N","N"
"01028","6232//",3,"N","N",3,"N","N","N","N","N","N"
