state,zip,votes_dem,votes_gop,votes_other
CA,93140.0,60.96551052221356,32.72359703819174,6.310892439594701
CA,93150.0,60.96551052221356,32.723597038191734,6.310892439594699
CA,93160.0,60.96551052221356,32.723597038191734,6.310892439594701
CA,93190.0,60.96551052221356,32.723597038191734,6.310892439594701
CA,93199.0,,,
CA,93201.0,41.34354083175604,53.3863446511087,5.270114517135275
CA,93202.0,40.006201550387594,54.096124031007754,5.897674418604652
CA,93203.0,39.72028935583879,54.73142725915719,5.5482833850040185
CA,93204.0,40.0062015503876,54.096124031007754,5.897674418604651
CA,93205.0,39.72028935583879,54.731427259157186,5.548283385004019
CA,93206.0,39.72028935583879,54.73142725915719,5.548283385004019
CA,93207.0,41.343540831756044,53.3863446511087,5.270114517135275
CA,93208.0,,,
CA,93210.0,49.41182111690055,45.53151871623566,5.056660166863792
CA,93212.0,40.01585918201244,54.09099834010681,5.893142477880742
CA,93215.0,39.743142370750576,54.71249045647729,5.544367172772143
CA,93218.0,,,
CA,93219.0,41.3413397522657,53.38816854209865,5.270491705635638
CA,93220.0,,,
CA,93221.0,41.34354083175604,53.3863446511087,5.270114517135275
CA,93222.0,39.720289355838794,54.73142725915719,5.548283385004019
CA,93223.0,41.34354083175604,53.386344651108686,5.270114517135274
CA,93224.0,39.72028935583879,54.73142725915719,5.5482833850040185
CA,93225.0,42.70338933879876,51.65264768840899,5.6439629727922584
CA,93226.0,39.72028935583879,54.731427259157186,5.5482833850040185
CA,93227.0,,,
CA,93230.0,40.00630911282354,54.09606694332615,5.897623943850306
CA,93232.0,40.006201550387594,54.096124031007754,5.897674418604651
CA,93234.0,49.41182111690055,45.53151871623565,5.056660166863791
CA,93235.0,41.34354083175603,53.386344651108686,5.270114517135275
CA,93237.0,,,
CA,93238.0,39.72028935583879,54.731427259157186,5.548283385004018
CA,93239.0,40.0062015503876,54.096124031007754,5.897674418604652
CA,93240.0,39.72028935583879,54.73142725915719,5.548283385004019
CA,93241.0,39.72028935583879,54.73142725915719,5.5482833850040185
CA,93242.0,48.123874558159066,46.704302057528,5.171823384312927
CA,93243.0,40.08034430642681,54.375283005695984,5.544372687877222
CA,93244.0,41.34354083175603,53.386344651108686,5.270114517135274
CA,93245.0,40.006201550387594,54.09612403100774,5.897674418604651
CA,93246.0,,,
CA,93247.0,41.34354083175603,53.386344651108686,5.270114517135275
CA,93249.0,39.72028935583879,54.73142725915719,5.548283385004019
CA,93250.0,39.72028935583879,54.73142725915719,5.5482833850040185
CA,93251.0,39.72028935583879,54.73142725915719,5.5482833850040185
CA,93252.0,47.04527188929102,47.1529358987414,5.8017922119675855
CA,93254.0,60.96551052221356,32.723597038191734,6.310892439594699
CA,93255.0,39.72028935583879,54.73142725915719,5.548283385004019
CA,93256.0,41.34354083175604,53.386344651108686,5.270114517135275
CA,93257.0,41.34354083175604,53.386344651108686,5.270114517135274
CA,93258.0,41.34354083175604,53.3863446511087,5.270114517135275
CA,93260.0,41.34354083175603,53.386344651108686,5.270114517135275
CA,93261.0,,,
CA,93262.0,41.34354083175604,53.386344651108686,5.270114517135274
CA,93263.0,39.720289355838794,54.73142725915721,5.548283385004019
CA,93265.0,41.34354083175603,53.386344651108686,5.270114517135274
CA,93266.0,40.006201550387594,54.096124031007754,5.897674418604651
CA,93267.0,41.34354083175604,53.386344651108686,5.270114517135274
CA,93268.0,39.72028935583879,54.73142725915719,5.5482833850040185
CA,93270.0,41.34354083175603,53.386344651108686,5.270114517135275
CA,93271.0,41.34354083175604,53.386344651108686,5.270114517135274
CA,93272.0,41.34354083175604,53.3863446511087,5.270114517135275
CA,93274.0,41.3427400368154,53.386769664973386,5.270490298211208
CA,93275.0,41.34354083175604,53.386344651108686,5.270114517135275
CA,93276.0,,,
CA,93277.0,41.34354083175603,53.3863446511087,5.270114517135274
CA,93278.0,41.34354083175604,53.3863446511087,5.270114517135275
CA,93279.0,41.34354083175604,53.386344651108686,5.270114517135275
CA,93280.0,39.72028935583879,54.73142725915719,5.5482833850040185
CA,93283.0,39.72028935583879,54.73142725915719,5.5482833850040185
CA,93285.0,39.72028935583879,54.73142725915719,5.5482833850040185
CA,93286.0,41.34354083175604,53.3863446511087,5.270114517135275
CA,93287.0,39.72028935583879,54.731427259157186,5.5482833850040185
CA,93290.0,41.34354083175604,53.386344651108686,5.270114517135275
CA,93291.0,41.34354083175604,53.3863446511087,5.270114517135274
CA,93292.0,41.343540831756044,53.3863446511087,5.270114517135275
CA,93301.0,39.72028935583879,54.73142725915719,5.548283385004019
CA,93302.0,39.72028935583879,54.73142725915719,5.5482833850040185
CA,93303.0,39.72028935583879,54.73142725915719,5.5482833850040185
CA,93304.0,39.72028935583879,54.73142725915719,5.5482833850040185
CA,93305.0,39.72028935583879,54.731427259157186,5.548283385004018
CA,93306.0,39.72028935583879,54.73142725915719,5.548283385004019
CA,93307.0,39.72028935583879,54.731427259157186,5.5482833850040185
CA,93308.0,39.72028935583879,54.73142725915719,5.5482833850040185
CA,93309.0,39.72028935583879,54.73142725915719,5.5482833850040185
CA,93311.0,39.72028935583879,54.73142725915719,5.5482833850040185
CA,93312.0,39.72028935583879,54.73142725915719,5.5482833850040185
CA,93313.0,39.72028935583879,54.73142725915719,5.5482833850040185
CA,93314.0,39.72028935583879,54.73142725915719,5.5482833850040185
CA,93380.0,39.72028935583879,54.73142725915719,5.5482833850040185
CA,93384.0,39.72028935583879,54.731427259157186,5.5482833850040185
CA,93385.0,39.72028935583879,54.73142725915719,5.548283385004019
CA,93386.0,39.72028935583879,54.73142725915719,5.5482833850040185
CA,93387.0,39.72028935583879,54.73142725915719,5.5482833850040185
CA,93388.0,39.72028935583879,54.73142725915719,5.548283385004019
CA,93389.0,39.720289355838794,54.73142725915719,5.548283385004019
CA,93390.0,39.72028935583879,54.73142725915719,5.548283385004019
CA,93401.0,50.57274734095927,42.28135661248244,7.145896046558299
CA,93402.0,50.57274734095925,42.28135661248244,7.145896046558297
CA,93403.0,50.57274734095925,42.28135661248244,7.145896046558299
CA,93405.0,50.57274734095925,42.28135661248243,7.145896046558297
CA,93406.0,50.57274734095927,42.28135661248245,7.145896046558299
CA,93407.0,,,
CA,93408.0,,,
CA,93409.0,,,
CA,93410.0,,,
CA,93412.0,50.57274734095925,42.28135661248244,7.145896046558297
CA,93420.0,50.57274734095927,42.28135661248244,7.145896046558299
CA,93421.0,50.57274734095927,42.28135661248244,7.145896046558297
CA,93422.0,50.57274734095927,42.28135661248244,7.145896046558297
CA,93423.0,50.57274734095925,42.28135661248244,7.145896046558297
CA,93424.0,,,
CA,93426.0,55.55826010303241,37.71862320172799,6.723116695239592
CA,93427.0,60.96551052221356,32.723597038191734,6.310892439594701
CA,93428.0,50.57274734095927,42.28135661248244,7.145896046558299
CA,93429.0,,,
CA,93430.0,50.57274734095925,42.28135661248244,7.145896046558299
CA,93432.0,50.57274734095927,42.28135661248244,7.145896046558299
CA,93433.0,50.57274734095927,42.28135661248245,7.145896046558299
CA,93434.0,60.96551052221356,32.723597038191734,6.310892439594699
CA,93435.0,50.57274734095927,42.28135661248245,7.145896046558299
CA,93436.0,60.96551052221356,32.723597038191734,6.310892439594699
CA,93437.0,60.96551052221356,32.723597038191734,6.310892439594699
CA,93438.0,60.96551052221356,32.723597038191734,6.310892439594699
CA,93440.0,60.96551052221356,32.723597038191734,6.310892439594699
CA,93441.0,60.96551052221356,32.723597038191734,6.310892439594701
CA,93442.0,50.57274734095927,42.28135661248244,7.145896046558299
CA,93443.0,50.57274734095927,42.28135661248245,7.145896046558297
CA,93444.0,50.57274734095925,42.28135661248244,7.145896046558297
CA,93445.0,50.57274734095927,42.28135661248244,7.145896046558299
CA,93446.0,50.57274734095925,42.28135661248243,7.145896046558297
CA,93447.0,50.57274734095925,42.28135661248244,7.145896046558297
CA,93448.0,50.57274734095927,42.28135661248245,7.145896046558297
CA,93449.0,50.57274734095925,42.28135661248245,7.145896046558299
CA,93450.0,66.95870743514419,27.284951797757458,5.756340767098349
CA,93451.0,52.884433710042224,40.16570489624565,6.949861393712123
CA,93452.0,50.57274734095927,42.28135661248244,7.145896046558297
CA,93453.0,50.57274734095925,42.28135661248244,7.145896046558297
CA,93454.0,60.85370266858605,32.82642172156534,6.319875609848616
CA,93455.0,60.96551052221356,32.723597038191734,6.310892439594699
CA,93456.0,60.96551052221356,32.723597038191734,6.310892439594699
CA,93457.0,60.96551052221357,32.72359703819174,6.310892439594701
CA,93458.0,60.91710846089675,32.76811024963494,6.314781289468324
CA,93460.0,60.96551052221356,32.723597038191734,6.310892439594699
CA,93461.0,50.499666797594834,42.36519549294916,7.135137709456016
CA,93463.0,60.96551052221356,32.723597038191734,6.310892439594699
CA,93464.0,60.96551052221356,32.723597038191734,6.310892439594699
CA,93465.0,50.57274734095927,42.28135661248244,7.145896046558299
CA,93475.0,50.57274734095925,42.28135661248244,7.145896046558297
CA,93483.0,50.57274734095927,42.28135661248244,7.145896046558297
CA,93501.0,39.72028935583879,54.73142725915719,5.5482833850040185
CA,93502.0,39.72028935583879,54.731427259157186,5.548283385004018
CA,93504.0,39.720289355838794,54.73142725915719,5.548283385004019
CA,93505.0,39.72028935583879,54.73142725915719,5.5482833850040185
CA,93510.0,71.40718653188902,23.388693821283884,5.204119646827085
CA,93512.0,52.30888630190144,40.3570042685293,7.334109429569266
CA,93513.0,39.457228614307155,53.12656328164083,7.416208104052026
CA,93514.0,42.029388994559966,50.57083431925714,7.3997766861829
CA,93515.0,39.45722861430715,53.12656328164081,7.416208104052026
CA,93516.0,39.87332995759807,54.58026829893139,5.54640174347055
CA,93517.0,52.30888630190144,40.357004268529295,7.334109429569267
CA,93518.0,39.72028935583879,54.731427259157186,5.5482833850040185
CA,93522.0,,,
CA,93523.0,39.72028935583879,54.731427259157186,5.548283385004018
CA,93524.0,,,
CA,93526.0,39.45722861430715,53.12656328164081,7.416208104052025
CA,93527.0,39.70753305643063,54.65360445181855,5.6388624917508245
CA,93528.0,,,
CA,93529.0,,,
CA,93530.0,39.457228614307155,53.12656328164083,7.416208104052026
CA,93531.0,39.72028935583879,54.73142725915719,5.548283385004018
CA,93532.0,71.40718653188904,23.388693821283887,5.204119646827085
CA,93534.0,71.40718653188904,23.38869382128389,5.204119646827085
CA,93535.0,71.40718653188902,23.388693821283884,5.204119646827085
CA,93536.0,71.37199388301761,23.423504229081814,5.204501887900569
CA,93539.0,71.40718653188904,23.38869382128389,5.204119646827085
CA,93541.0,,,
CA,93543.0,71.40718653188904,23.388693821283884,5.204119646827085
CA,93544.0,71.40718653188904,23.388693821283887,5.204119646827085
CA,93545.0,39.457228614307155,53.12656328164083,7.416208104052026
CA,93546.0,52.30888630190144,40.357004268529295,7.334109429569267
CA,93549.0,,,
CA,93550.0,71.40718653188904,23.388693821283887,5.204119646827085
CA,93551.0,71.40718653188904,23.388693821283887,5.204119646827085
CA,93552.0,71.40718653188904,23.388693821283887,5.204119646827085
CA,93553.0,71.40718653188902,23.388693821283884,5.204119646827084
CA,93554.0,,,
CA,93555.0,39.83269104996424,54.62040754924814,5.546901400787624
CA,93556.0,39.72028935583879,54.73142725915721,5.548283385004019
CA,93560.0,39.759242330686575,54.69289736774867,5.547860301564759
CA,93561.0,39.72028935583879,54.73142725915719,5.548283385004019
CA,93562.0,52.1920294998355,42.41302775796908,5.39494274219542
CA,93563.0,71.40718653188904,23.388693821283887,5.204119646827085
CA,93581.0,39.72028935583879,54.73142725915719,5.5482833850040185
CA,93584.0,71.40718653188904,23.388693821283884,5.204119646827085
CA,93586.0,71.40718653188902,23.388693821283887,5.204119646827085
CA,93590.0,71.40718653188904,23.388693821283887,5.204119646827085
CA,93591.0,71.40718653188904,23.388693821283887,5.204119646827085
CA,93599.0,,,
CA,93601.0,38.47290144118624,56.287792229692194,5.239306329121578
CA,93602.0,49.39199852741844,45.55119761380463,5.056803858776949
CA,93603.0,41.772748724538495,52.96849187845684,5.2587593970046616
CA,93604.0,38.76776697895689,56.09841520007005,5.133817820973062
CA,93605.0,,,
CA,93606.0,,,
CA,93608.0,49.411821116900555,45.53151871623565,5.056660166863792
CA,93609.0,49.411821116900555,45.53151871623565,5.056660166863792
CA,93610.0,38.85830967507932,56.007907120137915,5.133783204782757
CA,93611.0,49.41182111690055,45.53151871623565,5.056660166863791
CA,93612.0,49.411821116900555,45.53151871623565,5.056660166863791
CA,93613.0,49.41182111690055,45.53151871623566,5.056660166863792
CA,93614.0,38.76776697895689,56.098415200070036,5.133817820973062
CA,93615.0,41.34354083175604,53.386344651108686,5.270114517135275
CA,93616.0,49.41182111690055,45.53151871623566,5.056660166863792
CA,93618.0,41.450401236200435,53.28231134455803,5.26728741924151
CA,93619.0,49.41182111690055,45.53151871623565,5.056660166863792
CA,93620.0,51.16566793828078,43.71251550051814,5.121816561201088
CA,93621.0,49.411821116900555,45.53151871623566,5.056660166863792
CA,93622.0,48.94516423594478,45.99452572594357,5.060310038111655
CA,93623.0,35.16953925875859,58.40937253576659,6.421088205474823
CA,93624.0,,,
CA,93625.0,49.41182111690055,45.53151871623565,5.056660166863792
CA,93626.0,47.098088173724456,47.828479647186214,5.073432179089322
CA,93627.0,,,
CA,93628.0,49.41182111690055,45.53151871623566,5.056660166863792
CA,93630.0,49.41038287000576,45.53294653742655,5.056670592567662
CA,93631.0,48.26539918784383,46.625930235606205,5.108670576549965
CA,93633.0,,,
CA,93634.0,,,
CA,93635.0,51.39806692848576,43.47294405380618,5.128989017708065
CA,93636.0,38.76776697895689,56.09841520007005,5.133817820973061
CA,93637.0,38.767766978956885,56.098415200070036,5.133817820973062
CA,93638.0,38.7677669789569,56.09841520007005,5.133817820973062
CA,93639.0,38.7677669789569,56.09841520007005,5.133817820973062
CA,93640.0,49.411821116900555,45.53151871623566,5.056660166863793
CA,93641.0,49.384012163017246,45.55859195668646,5.0573958802962835
CA,93642.0,,,
CA,93643.0,38.7677669789569,56.09841520007005,5.133817820973062
CA,93644.0,38.76776697895689,56.098415200070036,5.133817820973061
CA,93645.0,38.76776697895689,56.098415200070036,5.133817820973062
CA,93646.0,49.15358404211458,45.78292387330604,5.063492084579385
CA,93647.0,41.36335784311752,53.36705191842061,5.269590238461878
CA,93648.0,49.41182111690055,45.53151871623565,5.056660166863792
CA,93649.0,,,
CA,93650.0,49.411821116900555,45.53151871623565,5.056660166863792
CA,93651.0,49.41182111690055,45.53151871623565,5.056660166863792
CA,93652.0,49.411821116900555,45.53151871623566,5.056660166863791
CA,93653.0,38.28716169642298,56.40708335273078,5.30575495084624
CA,93654.0,49.255607174803764,45.6835998636928,5.060792961503439
CA,93656.0,48.82231853275511,46.0683102512898,5.109371215955073
CA,93657.0,49.41182111690055,45.53151871623565,5.056660166863792
CA,93660.0,49.411821116900555,45.53151871623566,5.056660166863793
CA,93661.0,,,
CA,93662.0,49.41182111690055,45.53151871623565,5.056660166863792
CA,93664.0,49.411821116900555,45.53151871623565,5.056660166863792
CA,93665.0,,,
CA,93666.0,,,
CA,93667.0,49.411821116900555,45.53151871623566,5.056660166863793
CA,93668.0,49.41182111690055,45.53151871623565,5.056660166863792
CA,93669.0,38.767766978956885,56.098415200070036,5.133817820973062
CA,93670.0,,,
CA,93673.0,,,
CA,93675.0,49.41182111690055,45.53151871623566,5.056660166863792
CA,93701.0,49.411821116900555,45.53151871623565,5.056660166863792
CA,93702.0,49.411821116900555,45.53151871623567,5.056660166863792
CA,93703.0,49.411821116900555,45.53151871623566,5.056660166863792
CA,93704.0,49.41182111690055,45.53151871623565,5.056660166863792
CA,93705.0,49.41182111690055,45.531518716235645,5.056660166863792
CA,93706.0,49.41182111690056,45.53151871623566,5.056660166863792
CA,93707.0,49.41182111690055,45.53151871623565,5.056660166863792
CA,93708.0,49.41182111690055,45.53151871623566,5.056660166863792
CA,93709.0,49.411821116900555,45.53151871623566,5.056660166863793
CA,93710.0,49.411821116900555,45.53151871623565,5.056660166863792
CA,93711.0,49.411821116900555,45.53151871623565,5.056660166863792
CA,93712.0,49.411821116900555,45.53151871623566,5.056660166863792
CA,93714.0,49.41182111690055,45.531518716235645,5.056660166863792
CA,93715.0,49.41182111690055,45.53151871623565,5.056660166863791
CA,93716.0,49.411821116900555,45.53151871623566,5.056660166863793
CA,93717.0,49.411821116900555,45.53151871623566,5.056660166863792
CA,93718.0,49.411821116900555,45.53151871623566,5.056660166863792
CA,93720.0,49.411821116900555,45.53151871623566,5.056660166863792
CA,93721.0,49.411821116900555,45.53151871623566,5.056660166863792
CA,93722.0,49.41182111690055,45.53151871623565,5.056660166863792
CA,93723.0,49.41182111690055,45.53151871623565,5.056660166863793
CA,93724.0,,,
CA,93725.0,49.41182111690055,45.53151871623566,5.056660166863792
CA,93726.0,49.41182111690055,45.53151871623565,5.056660166863792
CA,93727.0,49.41182111690055,45.53151871623565,5.056660166863791
CA,93728.0,49.411821116900555,45.53151871623567,5.056660166863793
CA,93729.0,49.411821116900555,45.53151871623565,5.056660166863793
CA,93730.0,49.41182111690055,45.53151871623565,5.056660166863791
CA,93737.0,49.411821116900555,45.53151871623565,5.056660166863792
CA,93740.0,,,
CA,93741.0,,,
CA,93744.0,49.41182111690055,45.53151871623566,5.056660166863792
CA,93745.0,49.411821116900555,45.53151871623566,5.056660166863792
CA,93747.0,49.41182111690055,45.53151871623566,5.056660166863792
CA,93750.0,,,
CA,93755.0,49.41182111690055,45.53151871623565,5.056660166863792
CA,93760.0,,,
CA,93761.0,,,
CA,93764.0,,,
CA,93765.0,,,
CA,93771.0,49.41182111690055,45.53151871623565,5.056660166863792
CA,93772.0,49.411821116900555,45.53151871623566,5.056660166863792
CA,93773.0,49.411821116900555,45.53151871623566,5.056660166863792
CA,93774.0,49.41182111690055,45.53151871623566,5.056660166863792
CA,93775.0,49.41182111690055,45.53151871623566,5.056660166863791
CA,93776.0,49.411821116900555,45.53151871623565,5.056660166863792
CA,93777.0,49.41182111690055,45.53151871623565,5.056660166863791
CA,93778.0,49.41182111690055,45.53151871623565,5.056660166863791
CA,93779.0,49.411821116900555,45.53151871623566,5.056660166863792
CA,93786.0,,,
CA,93790.0,49.41182111690055,45.53151871623565,5.056660166863791
CA,93791.0,49.411821116900555,45.53151871623566,5.056660166863793
CA,93792.0,49.41182111690055,45.53151871623565,5.056660166863792
CA,93793.0,49.411821116900555,45.53151871623565,5.056660166863792
CA,93794.0,49.411821116900555,45.53151871623566,5.056660166863793
CA,93844.0,,,
CA,93888.0,,,
CA,93901.0,66.95870743514419,27.28495179775746,5.756340767098349
CA,93902.0,66.95870743514418,27.284951797757458,5.756340767098349
CA,93905.0,66.95870743514419,27.284951797757458,5.756340767098349
CA,93906.0,66.95870743514418,27.284951797757458,5.756340767098349
CA,93907.0,66.95870743514419,27.284951797757458,5.756340767098349
CA,93908.0,66.95870743514419,27.28495179775746,5.756340767098349
CA,93912.0,66.95870743514419,27.284951797757458,5.756340767098349
CA,93915.0,66.95870743514418,27.284951797757458,5.756340767098349
CA,93920.0,66.95870743514419,27.28495179775746,5.756340767098349
CA,93921.0,66.95870743514419,27.284951797757458,5.756340767098349
CA,93922.0,66.95870743514419,27.28495179775746,5.756340767098349
CA,93923.0,66.95870743514419,27.284951797757458,5.756340767098349
CA,93924.0,66.9587074351442,27.284951797757458,5.756340767098349
CA,93925.0,66.77900069404635,27.46052233403853,5.7604769719151205
CA,93926.0,66.95870743514419,27.28495179775746,5.756340767098349
CA,93927.0,66.95870743514419,27.284951797757458,5.756340767098349
CA,93928.0,,,
CA,93930.0,66.95870743514419,27.284951797757458,5.756340767098349
CA,93932.0,,,
CA,93933.0,66.95870743514419,27.284951797757458,5.756340767098349
CA,93940.0,66.95870743514419,27.28495179775746,5.756340767098349
CA,93942.0,66.95870743514419,27.284951797757458,5.756340767098349
CA,93943.0,66.95870743514419,27.284951797757458,5.75634076709835
CA,93944.0,66.95870743514419,27.28495179775746,5.756340767098349
CA,93950.0,66.95870743514419,27.284951797757458,5.756340767098349
CA,93953.0,66.95870743514419,27.284951797757458,5.756340767098349
CA,93954.0,,,
CA,93955.0,66.95870743514418,27.284951797757458,5.756340767098349
CA,93960.0,66.95870743514419,27.284951797757458,5.756340767098349
CA,93962.0,66.95870743514419,27.284951797757458,5.756340767098349
CA,94002.0,76.3759178292794,18.689108483855595,4.934973686864998
CA,94005.0,76.3759178292794,18.689108483855595,4.934973686864998
CA,94010.0,76.3759178292794,18.689108483855595,4.934973686864998
CA,94011.0,76.37591782927939,18.689108483855595,4.934973686864997
CA,94014.0,76.39937056285065,18.665423093832302,4.9352063433170414
CA,94015.0,76.37591782927942,18.6891084838556,4.934973686864998
CA,94017.0,76.3759178292794,18.689108483855595,4.934973686864998
CA,94018.0,76.3759178292794,18.689108483855595,4.934973686864998
CA,94019.0,76.37591782927939,18.689108483855595,4.934973686864998
CA,94020.0,76.3361172409223,18.717551757373556,4.946331001704152
CA,94021.0,76.3759178292794,18.689108483855595,4.934973686864997
CA,94022.0,73.34801895780613,20.852979907395603,5.799001134798255
CA,94023.0,73.34801895780613,20.852979907395603,5.799001134798255
CA,94024.0,73.34801895780615,20.852979907395607,5.799001134798256
CA,94025.0,76.3759178292794,18.689108483855595,4.934973686864998
CA,94026.0,76.3759178292794,18.689108483855595,4.934973686864998
CA,94027.0,76.37591782927942,18.689108483855595,4.934973686864998
CA,94028.0,76.35337264993086,18.705220273384146,4.941407076684998
CA,94030.0,76.3759178292794,18.689108483855595,4.934973686864998
CA,94035.0,73.34801895780613,20.852979907395603,5.799001134798254
CA,94037.0,76.3759178292794,18.689108483855595,4.934973686864998
CA,94038.0,76.3759178292794,18.6891084838556,4.934973686864998
CA,94039.0,73.34801895780613,20.852979907395607,5.799001134798254
CA,94040.0,73.34801895780613,20.852979907395607,5.799001134798255
CA,94041.0,73.34801895780613,20.852979907395607,5.799001134798255
CA,94042.0,73.34801895780613,20.852979907395607,5.799001134798256
CA,94043.0,73.34801895780613,20.852979907395607,5.799001134798256
CA,94044.0,76.3759178292794,18.689108483855595,4.934973686864998
CA,94060.0,76.36846681560674,18.683893555912565,4.947639628480692
CA,94061.0,76.3759178292794,18.689108483855595,4.934973686864998
CA,94062.0,76.37591782927942,18.6891084838556,4.934973686864998
CA,94063.0,76.3759178292794,18.689108483855595,4.934973686864998
CA,94064.0,76.3759178292794,18.689108483855595,4.934973686864998
CA,94065.0,76.37591782927942,18.689108483855595,4.934973686864998
CA,94066.0,76.3759178292794,18.689108483855595,4.934973686864998
CA,94070.0,76.37591782927939,18.689108483855595,4.934973686864998
CA,94074.0,76.3759178292794,18.689108483855595,4.934973686864998
CA,94080.0,76.3759178292794,18.689108483855595,4.934973686864998
CA,94083.0,76.3759178292794,18.689108483855595,4.934973686864998
CA,94085.0,73.34801895780613,20.852979907395607,5.799001134798255
CA,94086.0,73.34801895780613,20.852979907395607,5.799001134798256
CA,94087.0,73.34801895780615,20.85297990739561,5.799001134798256
CA,94088.0,73.34801895780613,20.852979907395607,5.799001134798256
CA,94089.0,73.34801895780613,20.852979907395607,5.799001134798255
CA,94102.0,85.53169356273696,9.442505372370276,5.025801064892757
CA,94103.0,85.53169356273696,9.442505372370276,5.025801064892757
CA,94104.0,85.53169356273696,9.442505372370274,5.025801064892757
CA,94105.0,85.53169356273696,9.442505372370276,5.025801064892757
CA,94107.0,85.53169356273696,9.442505372370277,5.025801064892758
CA,94108.0,85.53169356273696,9.442505372370276,5.025801064892758
CA,94109.0,85.53169356273696,9.442505372370276,5.025801064892757
CA,94110.0,85.53169356273696,9.442505372370276,5.025801064892757
CA,94111.0,85.53169356273696,9.442505372370276,5.025801064892758
CA,94112.0,85.52943740516477,9.444783911538806,5.025778683296413
CA,94114.0,85.53169356273696,9.442505372370276,5.025801064892757
CA,94115.0,85.53169356273696,9.442505372370274,5.025801064892757
CA,94116.0,85.53169356273696,9.442505372370277,5.025801064892758
CA,94117.0,85.53169356273696,9.442505372370277,5.025801064892758
CA,94118.0,85.53169356273696,9.442505372370276,5.025801064892757
CA,94119.0,85.53169356273696,9.442505372370276,5.025801064892758
CA,94121.0,85.53169356273696,9.442505372370277,5.025801064892757
CA,94122.0,85.53169356273696,9.442505372370277,5.025801064892758
CA,94123.0,85.53169356273696,9.442505372370277,5.025801064892758
CA,94124.0,85.53169356273698,9.442505372370276,5.025801064892758
CA,94125.0,76.3759178292794,18.689108483855595,4.934973686864998
CA,94126.0,85.53169356273698,9.442505372370276,5.025801064892758
CA,94127.0,85.53169356273696,9.442505372370277,5.025801064892757
CA,94128.0,76.3759178292794,18.689108483855595,4.934973686864998
CA,94129.0,85.53169356273696,9.442505372370276,5.025801064892757
CA,94130.0,85.53169356273696,9.442505372370276,5.025801064892757
CA,94131.0,85.53169356273696,9.442505372370276,5.025801064892758
CA,94132.0,85.53169356273698,9.442505372370277,5.025801064892758
CA,94133.0,85.53169356273698,9.442505372370276,5.025801064892758
CA,94134.0,85.51739753404695,9.456943220916967,5.025659245036099
CA,94140.0,85.53169356273698,9.442505372370277,5.025801064892758
CA,94141.0,85.53169356273696,9.442505372370276,5.025801064892757
CA,94143.0,,,
CA,94146.0,85.53169356273696,9.442505372370276,5.025801064892757
CA,94147.0,85.53169356273696,9.442505372370277,5.025801064892757
CA,94158.0,85.53169356273696,9.442505372370276,5.025801064892757
CA,94159.0,85.53169356273696,9.442505372370276,5.025801064892757
CA,94164.0,85.53169356273696,9.442505372370276,5.025801064892757
CA,94188.0,85.53169356273696,9.442505372370277,5.025801064892758
CA,94301.0,73.34801895780613,20.85297990739561,5.799001134798255
CA,94302.0,73.34801895780613,20.852979907395607,5.799001134798254
CA,94303.0,74.89378026044933,19.748310018346068,5.357909721204595
CA,94304.0,73.34801895780613,20.852979907395607,5.799001134798256
CA,94305.0,73.34801895780613,20.852979907395607,5.799001134798255
CA,94306.0,73.34801895780615,20.852979907395607,5.799001134798256
CA,94401.0,76.3759178292794,18.689108483855595,4.934973686864998
CA,94402.0,76.3759178292794,18.689108483855595,4.934973686864998
CA,94403.0,76.3759178292794,18.689108483855595,4.934973686864998
CA,94404.0,76.3759178292794,18.689108483855595,4.934973686864998
CA,94497.0,,,
CA,94501.0,79.31424750691053,14.871125824574563,5.814626668514909
CA,94502.0,79.31424750691053,14.871125824574566,5.81462666851491
CA,94503.0,64.74985297739755,29.5887498196081,5.661397202994352
CA,94505.0,69.01325613549183,25.336920168162123,5.649823696346052
CA,94506.0,68.91281143923149,25.438971853874783,5.6482167068937335
CA,94507.0,68.91281143923148,25.438971853874776,5.648216706893733
CA,94508.0,64.76617235659644,29.574431213329046,5.659396430074519
CA,94509.0,68.91281143923149,25.438971853874783,5.6482167068937335
CA,94510.0,62.25467267263418,31.778018415167843,5.967308912197965
CA,94511.0,,,
CA,94512.0,62.25467267263419,31.778018415167846,5.967308912197965
CA,94513.0,68.91281143923148,25.438971853874776,5.648216706893733
CA,94514.0,69.95786413168108,24.37719962603497,5.664936242283951
CA,94515.0,65.28585703299703,28.984162266945727,5.729980700057247
CA,94516.0,,,
CA,94517.0,68.91281143923148,25.438971853874776,5.648216706893733
CA,94518.0,68.91281143923148,25.438971853874776,5.648216706893733
CA,94519.0,68.91281143923149,25.438971853874783,5.648216706893733
CA,94520.0,68.91281143923148,25.438971853874783,5.648216706893733
CA,94521.0,68.91281143923149,25.438971853874783,5.648216706893733
CA,94522.0,68.91281143923149,25.438971853874783,5.6482167068937335
CA,94523.0,68.91281143923149,25.438971853874783,5.6482167068937335
CA,94524.0,68.91281143923149,25.438971853874783,5.6482167068937335
CA,94525.0,68.91281143923148,25.438971853874776,5.648216706893733
CA,94526.0,68.91281143923149,25.438971853874783,5.648216706893734
CA,94528.0,68.91281143923149,25.438971853874783,5.6482167068937335
CA,94530.0,68.91281143923149,25.438971853874783,5.6482167068937335
