business_accomodation_and_food_services,business_admin_support_and_waste_mngmt,business_agriculture_forestry_fishing_hunting,business_arts_entertain_rec,business_construction,business_education_services,business_finance_and_insurance,business_health_care_social_assit,business_unclassified,business_information,business_mngmt_companies,business_manufacturing,business_oil_extraction,business_other_services,business_profess_scientif_tech_services,business_real_estate_rental_leasing,business_retail,business_transportation_warehousing,business_utilities,business_wholesale_trade,business_zip
3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,9.0,0.0,0.0,0.0,14755
0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14756
14.0,5.0,0.0,0.0,11.0,0.0,6.0,7.0,0.0,0.0,0.0,6.0,4.0,14.0,6.0,6.0,17.0,0.0,0.0,0.0,14757
79.0,15.0,0.0,6.0,24.0,7.0,31.0,96.0,0.0,15.0,9.0,20.0,0.0,64.0,39.0,21.0,135.0,9.0,4.0,28.0,14760
4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14767
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,14769
4.0,3.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,0.0,4.0,0.0,0.0,0.0,14770
7.0,4.0,0.0,0.0,7.0,0.0,3.0,5.0,0.0,0.0,0.0,3.0,0.0,9.0,3.0,0.0,11.0,0.0,0.0,0.0,14772
3.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,14775
0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,14777
22.0,5.0,0.0,4.0,7.0,0.0,7.0,13.0,0.0,0.0,0.0,11.0,0.0,12.0,6.0,5.0,35.0,0.0,0.0,4.0,14779
7.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0,0.0,14781
0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,14782
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,14783
0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14785
20.0,6.0,0.0,0.0,17.0,0.0,8.0,12.0,0.0,6.0,0.0,12.0,0.0,21.0,11.0,0.0,23.0,3.0,0.0,3.0,14787
5.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,13.0,4.0,0.0,0.0,14801
9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,14802
0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,14803
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14804
3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,14806
0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,8.0,3.0,0.0,4.0,14807
0.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,6.0,4.0,0.0,0.0,14809
33.0,11.0,0.0,4.0,16.0,0.0,16.0,48.0,0.0,6.0,0.0,7.0,0.0,26.0,25.0,10.0,58.0,9.0,0.0,4.0,14810
0.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,14812
5.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,10.0,0.0,0.0,0.0,14813
7.0,3.0,0.0,0.0,8.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,13.0,3.0,0.0,6.0,14814
0.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14817
4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14818
6.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,3.0,14821
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14822
6.0,0.0,0.0,0.0,4.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,9.0,3.0,0.0,0.0,14823
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14824
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14825
3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,14826
68.0,27.0,0.0,12.0,25.0,4.0,34.0,83.0,0.0,9.0,0.0,13.0,0.0,63.0,33.0,16.0,61.0,3.0,0.0,8.0,14830
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14831
0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14836
11.0,3.0,0.0,0.0,18.0,0.0,3.0,4.0,0.0,3.0,0.0,6.0,0.0,10.0,6.0,0.0,12.0,0.0,0.0,0.0,14837
0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14838
19.0,0.0,0.0,3.0,10.0,0.0,5.0,3.0,0.0,3.0,0.0,19.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,14840
4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,14841
4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14842
37.0,11.0,0.0,6.0,18.0,0.0,19.0,50.0,0.0,10.0,0.0,10.0,0.0,38.0,21.0,10.0,55.0,8.0,3.0,12.0,14843
78.0,19.0,0.0,10.0,34.0,8.0,19.0,44.0,0.0,11.0,3.0,25.0,0.0,57.0,28.0,32.0,132.0,21.0,0.0,22.0,14845
0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14846
4.0,7.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,14847
280.0,62.0,3.0,45.0,93.0,32.0,87.0,234.0,0.0,47.0,3.0,60.0,0.0,157.0,231.0,113.0,256.0,24.0,0.0,34.0,14850
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14851
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14852
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,14853
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,14855
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,14858
0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14859
5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14860
12.0,3.0,0.0,3.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,0.0,7.0,5.0,3.0,9.0,0.0,0.0,0.0,14865
6.0,8.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,4.0,8.0,0.0,0.0,0.0,14867
0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14869
27.0,7.0,0.0,0.0,9.0,0.0,14.0,19.0,0.0,0.0,0.0,4.0,0.0,19.0,14.0,10.0,42.0,9.0,0.0,4.0,14870
4.0,5.0,0.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,4.0,0.0,0.0,3.0,14871
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,14872
0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,14873
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,14878
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,14879
0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,14880
0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14881
10.0,5.0,0.0,4.0,11.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,12.0,12.0,6.0,7.0,0.0,0.0,0.0,14882
5.0,5.0,0.0,0.0,15.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,3.0,14883
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,14885
19.0,13.0,0.0,3.0,20.0,4.0,6.0,11.0,0.0,0.0,0.0,10.0,0.0,11.0,13.0,0.0,16.0,4.0,0.0,4.0,14886
0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14889
43.0,3.0,0.0,7.0,6.0,0.0,7.0,16.0,3.0,3.0,0.0,7.0,0.0,17.0,7.0,3.0,25.0,7.0,0.0,0.0,14891
16.0,8.0,0.0,4.0,10.0,0.0,5.0,14.0,0.0,0.0,0.0,6.0,0.0,18.0,7.0,4.0,20.0,5.0,0.0,6.0,14892
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,14894
27.0,6.0,0.0,3.0,13.0,3.0,11.0,43.0,0.0,6.0,0.0,10.0,0.0,37.0,17.0,7.0,48.0,3.0,0.0,6.0,14895
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,14898
45.0,19.0,0.0,11.0,29.0,4.0,30.0,73.0,0.0,9.0,3.0,15.0,0.0,54.0,37.0,22.0,51.0,13.0,0.0,36.0,14901
0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14902
30.0,13.0,0.0,4.0,25.0,3.0,15.0,13.0,0.0,3.0,0.0,14.0,0.0,32.0,12.0,12.0,56.0,8.0,0.0,12.0,14903
26.0,10.0,0.0,5.0,17.0,0.0,5.0,22.0,0.0,0.0,0.0,10.0,0.0,26.0,11.0,4.0,46.0,3.0,0.0,9.0,14904
6.0,5.0,0.0,0.0,10.0,0.0,4.0,33.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,4.0,9.0,0.0,0.0,0.0,14905
57.0,45.0,0.0,6.0,65.0,0.0,25.0,100.0,0.0,8.0,0.0,23.0,0.0,72.0,36.0,9.0,78.0,28.0,0.0,18.0,15001
22.0,17.0,0.0,0.0,21.0,4.0,11.0,29.0,0.0,4.0,0.0,29.0,0.0,45.0,15.0,4.0,37.0,10.0,0.0,13.0,15003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15004
11.0,6.0,0.0,0.0,19.0,5.0,6.0,19.0,0.0,0.0,0.0,3.0,0.0,21.0,16.0,0.0,15.0,0.0,0.0,3.0,15005
0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15006
4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,15007
47.0,15.0,0.0,4.0,24.0,7.0,51.0,122.0,0.0,7.0,4.0,5.0,0.0,51.0,59.0,17.0,52.0,6.0,0.0,10.0,15009
49.0,24.0,0.0,12.0,62.0,11.0,42.0,95.0,0.0,10.0,0.0,16.0,0.0,73.0,38.0,18.0,79.0,9.0,0.0,14.0,15010
64.0,20.0,0.0,7.0,36.0,5.0,20.0,51.0,0.0,6.0,0.0,8.0,3.0,46.0,20.0,16.0,79.0,20.0,0.0,13.0,15012
0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,4.0,15014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,15015
64.0,35.0,0.0,16.0,52.0,11.0,41.0,88.0,0.0,11.0,10.0,30.0,4.0,78.0,81.0,29.0,77.0,4.0,0.0,57.0,15017
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15018
0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15019
14.0,8.0,0.0,4.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,9.0,0.0,16.0,11.0,5.0,19.0,7.0,0.0,6.0,15021
19.0,10.0,0.0,0.0,15.0,0.0,9.0,51.0,0.0,3.0,0.0,17.0,4.0,44.0,19.0,8.0,34.0,5.0,6.0,6.0,15022
20.0,26.0,0.0,7.0,22.0,0.0,3.0,25.0,0.0,0.0,0.0,12.0,0.0,24.0,17.0,7.0,17.0,7.0,0.0,10.0,15024
29.0,17.0,0.0,4.0,39.0,3.0,10.0,59.0,0.0,0.0,0.0,14.0,0.0,34.0,16.0,12.0,25.0,6.0,0.0,15.0,15025
0.0,3.0,0.0,0.0,12.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,7.0,8.0,4.0,6.0,8.0,0.0,3.0,15026
4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,6.0,0.0,0.0,0.0,15027
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,15030
0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15031
4.0,0.0,0.0,0.0,6.0,0.0,0.0,13.0,0.0,0.0,0.0,14.0,0.0,10.0,3.0,0.0,5.0,0.0,0.0,5.0,15033
5.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,5.0,0.0,0.0,3.0,15034
3.0,0.0,0.0,0.0,6.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,0.0,0.0,0.0,15035
19.0,12.0,0.0,6.0,36.0,0.0,8.0,24.0,0.0,0.0,0.0,6.0,0.0,37.0,9.0,4.0,30.0,7.0,0.0,6.0,15037
6.0,11.0,0.0,4.0,23.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,4.0,0.0,11.0,0.0,9.0,15042
0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,15043
46.0,50.0,0.0,9.0,84.0,7.0,26.0,77.0,0.0,8.0,5.0,18.0,0.0,66.0,61.0,23.0,66.0,16.0,0.0,34.0,15044
10.0,4.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,10.0,3.0,3.0,11.0,0.0,0.0,3.0,15045
0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,3.0,15046
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,15049
0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,15050
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15051
4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,6.0,0.0,0.0,15052
0.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,11.0,15055
6.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,18.0,0.0,5.0,0.0,3.0,7.0,10.0,0.0,29.0,15056
12.0,19.0,0.0,4.0,36.0,0.0,11.0,15.0,0.0,0.0,0.0,9.0,3.0,21.0,36.0,14.0,13.0,7.0,0.0,8.0,15057
7.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,11.0,0.0,3.0,8.0,4.0,0.0,6.0,15059
49.0,16.0,0.0,4.0,32.0,5.0,16.0,43.0,0.0,5.0,0.0,11.0,0.0,54.0,14.0,8.0,100.0,5.0,5.0,8.0,15061
10.0,3.0,0.0,0.0,11.0,0.0,4.0,19.0,0.0,0.0,0.0,4.0,0.0,20.0,10.0,0.0,17.0,6.0,0.0,5.0,15062
14.0,10.0,0.0,4.0,30.0,3.0,8.0,66.0,0.0,3.0,0.0,11.0,0.0,34.0,13.0,3.0,26.0,5.0,0.0,8.0,15063
0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,15064
28.0,5.0,0.0,0.0,13.0,3.0,19.0,61.0,0.0,3.0,0.0,15.0,0.0,41.0,15.0,5.0,42.0,5.0,0.0,3.0,15065
27.0,12.0,0.0,3.0,29.0,0.0,7.0,28.0,0.0,0.0,0.0,14.0,0.0,45.0,20.0,5.0,34.0,8.0,0.0,8.0,15066
0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,3.0,0.0,0.0,0.0,15067
80.0,39.0,0.0,11.0,76.0,4.0,35.0,112.0,0.0,15.0,4.0,52.0,0.0,109.0,64.0,25.0,98.0,7.0,3.0,39.0,15068
17.0,14.0,0.0,3.0,26.0,3.0,4.0,19.0,0.0,0.0,0.0,13.0,0.0,37.0,23.0,10.0,34.0,10.0,0.0,24.0,15071
14.0,7.0,0.0,0.0,20.0,0.0,9.0,26.0,0.0,0.0,0.0,8.0,0.0,36.0,9.0,3.0,28.0,8.0,0.0,5.0,15074
0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,15076
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,15077
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15078
0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15081
4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15083
33.0,16.0,0.0,5.0,29.0,4.0,12.0,28.0,0.0,9.0,0.0,11.0,0.0,40.0,18.0,6.0,86.0,0.0,0.0,14.0,15084
12.0,13.0,0.0,0.0,30.0,0.0,6.0,10.0,0.0,3.0,0.0,8.0,0.0,20.0,6.0,5.0,6.0,5.0,0.0,8.0,15085
6.0,7.0,0.0,3.0,13.0,0.0,10.0,13.0,0.0,10.0,16.0,17.0,0.0,14.0,32.0,8.0,13.0,6.0,0.0,34.0,15086
3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,15088
11.0,3.0,0.0,3.0,13.0,0.0,4.0,8.0,0.0,0.0,0.0,6.0,0.0,17.0,6.0,3.0,17.0,5.0,0.0,3.0,15089
71.0,35.0,0.0,18.0,72.0,29.0,119.0,176.0,0.0,12.0,19.0,8.0,6.0,95.0,146.0,30.0,95.0,4.0,0.0,37.0,15090
38.0,36.0,0.0,14.0,62.0,7.0,28.0,64.0,0.0,5.0,3.0,10.0,0.0,62.0,49.0,26.0,56.0,4.0,0.0,27.0,15101
62.0,40.0,0.0,6.0,83.0,4.0,41.0,106.0,0.0,12.0,3.0,24.0,0.0,96.0,75.0,22.0,86.0,4.0,0.0,36.0,15102
8.0,5.0,0.0,0.0,14.0,0.0,0.0,25.0,0.0,0.0,0.0,9.0,0.0,19.0,0.0,4.0,9.0,5.0,0.0,4.0,15104
44.0,32.0,0.0,12.0,65.0,3.0,28.0,38.0,0.0,11.0,12.0,31.0,0.0,65.0,87.0,16.0,57.0,12.0,0.0,44.0,15106
105.0,68.0,0.0,13.0,73.0,12.0,71.0,181.0,0.0,29.0,45.0,33.0,0.0,94.0,154.0,47.0,99.0,61.0,0.0,84.0,15108
5.0,0.0,0.0,0.0,8.0,0.0,0.0,10.0,0.0,0.0,0.0,4.0,0.0,17.0,4.0,4.0,11.0,0.0,0.0,0.0,15110
7.0,3.0,0.0,0.0,13.0,0.0,4.0,5.0,0.0,0.0,0.0,3.0,0.0,9.0,5.0,0.0,6.0,0.0,0.0,4.0,15112
17.0,26.0,0.0,7.0,48.0,4.0,8.0,22.0,0.0,3.0,0.0,14.0,0.0,38.0,18.0,19.0,26.0,6.0,0.0,17.0,15116
59.0,17.0,0.0,11.0,38.0,3.0,17.0,57.0,0.0,10.0,7.0,11.0,0.0,49.0,23.0,10.0,91.0,6.0,0.0,17.0,15120
53.0,12.0,0.0,10.0,22.0,7.0,13.0,51.0,0.0,8.0,0.0,5.0,0.0,43.0,14.0,7.0,88.0,13.0,0.0,15.0,15122
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,15123
9.0,10.0,0.0,3.0,17.0,0.0,4.0,15.0,0.0,0.0,3.0,9.0,4.0,17.0,11.0,6.0,7.0,7.0,0.0,10.0,15126
0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,4.0,15127
12.0,5.0,0.0,7.0,29.0,5.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,15.0,19.0,5.0,10.0,5.0,0.0,4.0,15129
19.0,6.0,0.0,0.0,17.0,0.0,16.0,46.0,0.0,0.0,0.0,3.0,0.0,36.0,13.0,4.0,28.0,3.0,0.0,5.0,15131
34.0,16.0,0.0,4.0,26.0,4.0,27.0,109.0,0.0,3.0,0.0,14.0,0.0,60.0,17.0,9.0,67.0,4.0,4.0,22.0,15132
7.0,4.0,0.0,0.0,11.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,0.0,0.0,0.0,15133
0.0,5.0,0.0,0.0,13.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,7.0,6.0,0.0,8.0,0.0,0.0,4.0,15135
53.0,33.0,0.0,9.0,75.0,4.0,26.0,103.0,0.0,9.0,5.0,27.0,0.0,66.0,33.0,16.0,63.0,25.0,0.0,39.0,15136
33.0,15.0,0.0,4.0,31.0,3.0,10.0,29.0,0.0,4.0,6.0,6.0,0.0,39.0,15.0,7.0,45.0,9.0,0.0,11.0,15137
23.0,7.0,0.0,7.0,16.0,4.0,11.0,35.0,0.0,0.0,0.0,6.0,0.0,30.0,28.0,6.0,28.0,7.0,0.0,12.0,15139
0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,5.0,3.0,0.0,0.0,15140
4.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,5.0,0.0,0.0,0.0,15142
37.0,43.0,0.0,18.0,43.0,12.0,91.0,112.0,0.0,11.0,7.0,15.0,3.0,70.0,113.0,29.0,61.0,8.0,0.0,48.0,15143
8.0,4.0,0.0,0.0,15.0,0.0,5.0,8.0,0.0,0.0,0.0,7.0,0.0,20.0,5.0,0.0,11.0,3.0,0.0,6.0,15144
