business_accomodation_and_food_services,business_admin_support_and_waste_mngmt,business_agriculture_forestry_fishing_hunting,business_arts_entertain_rec,business_construction,business_education_services,business_finance_and_insurance,business_health_care_social_assit,business_unclassified,business_information,business_mngmt_companies,business_manufacturing,business_oil_extraction,business_other_services,business_profess_scientif_tech_services,business_real_estate_rental_leasing,business_retail,business_transportation_warehousing,business_utilities,business_wholesale_trade,business_zip
6.0,4.0,0.0,0.0,22.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,8.0,6.0,0.0,7.0,11.0,0.0,3.0,54023
22.0,14.0,0.0,4.0,18.0,0.0,6.0,15.0,0.0,4.0,0.0,11.0,0.0,17.0,19.0,10.0,38.0,5.0,0.0,12.0,54024
13.0,11.0,0.0,6.0,36.0,0.0,6.0,11.0,0.0,0.0,0.0,18.0,0.0,14.0,8.0,4.0,18.0,5.0,0.0,8.0,54025
5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,54026
0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54027
3.0,5.0,0.0,0.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,11.0,0.0,7.0,3.0,0.0,5.0,4.0,0.0,3.0,54028
0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,54082
3.0,3.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,54101
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,54102
10.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54104
10.0,7.0,3.0,0.0,23.0,0.0,3.0,5.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,3.0,9.0,3.0,0.0,4.0,54106
11.0,0.0,0.0,0.0,4.0,0.0,3.0,6.0,0.0,0.0,0.0,10.0,0.0,8.0,5.0,0.0,11.0,9.0,0.0,4.0,54107
9.0,0.0,0.0,0.0,13.0,0.0,6.0,9.0,0.0,0.0,19.0,8.0,0.0,18.0,5.0,3.0,18.0,8.0,0.0,12.0,54110
5.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,54111
6.0,0.0,0.0,0.0,5.0,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,9.0,3.0,0.0,0.0,54112
3.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,54113
36.0,4.0,0.0,4.0,22.0,0.0,9.0,15.0,0.0,0.0,0.0,9.0,0.0,14.0,9.0,0.0,25.0,15.0,0.0,4.0,54114
90.0,45.0,0.0,20.0,140.0,17.0,77.0,76.0,0.0,9.0,8.0,84.0,3.0,82.0,115.0,43.0,93.0,37.0,6.0,79.0,54115
13.0,3.0,5.0,3.0,7.0,0.0,3.0,3.0,0.0,0.0,0.0,7.0,0.0,8.0,7.0,0.0,14.0,4.0,0.0,0.0,54121
8.0,0.0,0.0,0.0,8.0,0.0,0.0,14.0,0.0,0.0,0.0,5.0,0.0,11.0,0.0,0.0,9.0,7.0,0.0,0.0,54124
0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,54125
4.0,6.0,3.0,0.0,13.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,6.0,0.0,0.0,5.0,4.0,0.0,0.0,54126
5.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,3.0,0.0,0.0,54128
3.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,4.0,0.0,5.0,5.0,0.0,0.0,54129
47.0,35.0,0.0,11.0,136.0,8.0,28.0,35.0,0.0,3.0,4.0,51.0,0.0,59.0,22.0,16.0,45.0,29.0,0.0,45.0,54130
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,54135
18.0,4.0,0.0,6.0,15.0,3.0,21.0,21.0,0.0,0.0,0.0,12.0,0.0,7.0,10.0,7.0,8.0,0.0,0.0,13.0,54136
13.0,0.0,0.0,3.0,4.0,0.0,3.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,54138
7.0,0.0,0.0,0.0,11.0,0.0,3.0,4.0,0.0,0.0,0.0,6.0,0.0,5.0,3.0,0.0,7.0,6.0,0.0,3.0,54139
25.0,7.0,0.0,4.0,31.0,0.0,16.0,16.0,0.0,0.0,0.0,29.0,0.0,16.0,11.0,3.0,22.0,0.0,0.0,9.0,54140
4.0,3.0,0.0,0.0,10.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,3.0,4.0,5.0,0.0,3.0,54141
60.0,16.0,0.0,7.0,25.0,0.0,34.0,70.0,0.0,7.0,3.0,34.0,0.0,57.0,31.0,11.0,103.0,11.0,0.0,15.0,54143
9.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54149
12.0,3.0,0.0,0.0,13.0,0.0,4.0,12.0,0.0,0.0,0.0,7.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,54151
15.0,6.0,0.0,3.0,11.0,0.0,11.0,34.0,0.0,3.0,0.0,16.0,0.0,12.0,6.0,0.0,20.0,7.0,0.0,3.0,54153
10.0,6.0,0.0,0.0,16.0,0.0,8.0,32.0,0.0,0.0,0.0,11.0,0.0,12.0,10.0,4.0,16.0,16.0,3.0,3.0,54154
4.0,8.0,0.0,0.0,21.0,0.0,8.0,3.0,0.0,0.0,0.0,8.0,0.0,14.0,10.0,3.0,4.0,5.0,0.0,6.0,54155
3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,54156
12.0,6.0,0.0,3.0,17.0,0.0,5.0,16.0,0.0,0.0,0.0,19.0,0.0,12.0,3.0,3.0,16.0,6.0,0.0,3.0,54157
0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,54159
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,54160
6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,3.0,4.0,0.0,4.0,54161
12.0,7.0,4.0,0.0,29.0,3.0,9.0,11.0,0.0,0.0,0.0,16.0,0.0,16.0,7.0,5.0,29.0,11.0,0.0,15.0,54162
13.0,7.0,0.0,4.0,50.0,0.0,10.0,11.0,0.0,0.0,0.0,16.0,0.0,14.0,9.0,0.0,18.0,9.0,0.0,10.0,54165
66.0,24.0,7.0,7.0,33.0,5.0,42.0,55.0,0.0,5.0,6.0,31.0,0.0,50.0,18.0,12.0,67.0,11.0,0.0,19.0,54166
7.0,3.0,0.0,3.0,8.0,0.0,3.0,4.0,0.0,3.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,54169
4.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,9.0,0.0,0.0,3.0,7.0,0.0,0.0,54170
5.0,4.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,54171
5.0,9.0,0.0,0.0,15.0,0.0,3.0,7.0,0.0,0.0,0.0,4.0,0.0,13.0,7.0,0.0,7.0,6.0,0.0,7.0,54173
9.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,13.0,0.0,0.0,11.0,8.0,0.0,0.0,54174
4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,54175
6.0,0.0,10.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,6.0,0.0,0.0,54177
6.0,0.0,0.0,0.0,7.0,0.0,3.0,5.0,0.0,0.0,0.0,7.0,0.0,7.0,8.0,0.0,7.0,3.0,0.0,4.0,54180
14.0,3.0,0.0,0.0,17.0,0.0,7.0,12.0,0.0,0.0,0.0,15.0,0.0,14.0,6.0,3.0,13.0,5.0,0.0,0.0,54201
25.0,8.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,4.0,0.0,8.0,3.0,0.0,0.0,54202
5.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,54204
6.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,4.0,0.0,4.0,4.0,0.0,3.0,54205
10.0,10.0,0.0,0.0,24.0,0.0,5.0,13.0,0.0,3.0,0.0,10.0,0.0,18.0,6.0,3.0,16.0,18.0,0.0,7.0,54208
20.0,5.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,14.0,0.0,7.0,24.0,0.0,0.0,0.0,54209
11.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,3.0,0.0,4.0,0.0,0.0,0.0,54210
20.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,12.0,0.0,0.0,0.0,54211
29.0,5.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,3.0,8.0,35.0,0.0,0.0,0.0,54212
0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54213
3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54214
16.0,7.0,3.0,4.0,18.0,0.0,9.0,11.0,0.0,0.0,0.0,6.0,0.0,12.0,11.0,0.0,9.0,9.0,3.0,0.0,54216
16.0,6.0,0.0,0.0,39.0,4.0,10.0,16.0,0.0,0.0,0.0,16.0,0.0,16.0,11.0,0.0,28.0,14.0,0.0,8.0,54217
105.0,43.0,0.0,19.0,76.0,8.0,62.0,120.0,0.0,13.0,6.0,84.0,0.0,101.0,53.0,25.0,147.0,36.0,0.0,39.0,54220
0.0,0.0,0.0,0.0,6.0,0.0,3.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,54221
3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,3.0,0.0,4.0,5.0,0.0,0.0,54227
5.0,0.0,0.0,0.0,6.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,0.0,0.0,0.0,54228
3.0,7.0,0.0,0.0,25.0,0.0,0.0,11.0,0.0,0.0,0.0,7.0,0.0,5.0,3.0,0.0,6.0,4.0,0.0,5.0,54229
4.0,0.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,4.0,0.0,5.0,7.0,0.0,6.0,54230
0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,54232
33.0,10.0,0.0,8.0,13.0,0.0,5.0,10.0,0.0,0.0,0.0,6.0,0.0,11.0,7.0,10.0,33.0,5.0,0.0,5.0,54234
87.0,42.0,0.0,15.0,60.0,3.0,31.0,59.0,0.0,12.0,0.0,33.0,0.0,76.0,40.0,15.0,113.0,16.0,0.0,20.0,54235
27.0,10.0,0.0,5.0,17.0,0.0,16.0,27.0,0.0,4.0,0.0,23.0,3.0,26.0,13.0,10.0,36.0,11.0,4.0,5.0,54241
3.0,4.0,3.0,0.0,7.0,0.0,4.0,3.0,0.0,0.0,0.0,9.0,0.0,5.0,3.0,0.0,5.0,5.0,0.0,4.0,54245
16.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,3.0,0.0,0.0,54246
0.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,7.0,0.0,3.0,54247
59.0,35.0,0.0,17.0,23.0,6.0,80.0,131.0,0.0,16.0,4.0,10.0,0.0,68.0,93.0,39.0,46.0,14.0,5.0,18.0,54301
84.0,25.0,0.0,10.0,46.0,4.0,39.0,47.0,0.0,10.0,0.0,43.0,0.0,66.0,34.0,17.0,103.0,24.0,0.0,32.0,54302
99.0,43.0,0.0,17.0,58.0,9.0,63.0,99.0,0.0,10.0,7.0,52.0,0.0,92.0,52.0,27.0,145.0,28.0,0.0,55.0,54303
114.0,57.0,0.0,25.0,80.0,18.0,76.0,106.0,0.0,21.0,10.0,76.0,0.0,94.0,88.0,33.0,245.0,58.0,4.0,91.0,54304
0.0,0.0,0.0,4.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,3.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,54305
4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,4.0,5.0,3.0,54307
0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,54308
60.0,48.0,0.0,12.0,80.0,9.0,45.0,102.0,0.0,12.0,10.0,40.0,0.0,62.0,62.0,28.0,75.0,51.0,0.0,32.0,54311
51.0,54.0,0.0,14.0,115.0,11.0,49.0,81.0,0.0,12.0,3.0,51.0,0.0,67.0,60.0,23.0,63.0,57.0,0.0,40.0,54313
0.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54344
98.0,52.0,0.0,22.0,64.0,15.0,97.0,173.0,0.0,12.0,3.0,50.0,0.0,90.0,56.0,23.0,154.0,46.0,0.0,58.0,54401
4.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,3.0,36.0,0.0,3.0,54402
58.0,22.0,0.0,11.0,48.0,9.0,39.0,84.0,0.0,13.0,0.0,24.0,0.0,64.0,69.0,17.0,80.0,11.0,0.0,13.0,54403
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54404
8.0,0.0,0.0,0.0,10.0,0.0,0.0,8.0,0.0,0.0,0.0,11.0,0.0,9.0,5.0,0.0,21.0,6.0,0.0,11.0,54405
10.0,3.0,0.0,0.0,18.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,12.0,7.0,0.0,9.0,12.0,0.0,5.0,54406
0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,54407
0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,54408
35.0,17.0,0.0,6.0,29.0,0.0,28.0,48.0,0.0,6.0,0.0,34.0,0.0,56.0,24.0,10.0,68.0,36.0,3.0,21.0,54409
0.0,4.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,54410
5.0,3.0,3.0,0.0,16.0,0.0,4.0,3.0,0.0,0.0,0.0,11.0,0.0,14.0,0.0,0.0,9.0,10.0,0.0,8.0,54411
3.0,0.0,0.0,0.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,5.0,9.0,0.0,5.0,54412
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,54413
7.0,3.0,3.0,0.0,16.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,11.0,4.0,0.0,6.0,3.0,0.0,0.0,54414
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54416
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,54417
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,54418
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,54420
7.0,0.0,0.0,0.0,7.0,0.0,3.0,9.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,12.0,4.0,0.0,4.0,54421
0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,4.0,3.0,0.0,0.0,54422
9.0,5.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,54423
0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,54424
0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,5.0,9.0,0.0,5.0,54425
0.0,0.0,0.0,0.0,8.0,0.0,4.0,4.0,0.0,0.0,0.0,8.0,0.0,16.0,0.0,0.0,7.0,6.0,0.0,5.0,54426
6.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,54428
0.0,0.0,3.0,0.0,7.0,0.0,3.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,54433
5.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,54435
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,54436
4.0,0.0,0.0,0.0,10.0,0.0,3.0,9.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,10.0,9.0,0.0,0.0,54437
4.0,4.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,54440
0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54441
0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54442
3.0,0.0,0.0,0.0,9.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,6.0,0.0,3.0,54443
6.0,0.0,0.0,0.0,11.0,0.0,3.0,3.0,0.0,0.0,0.0,7.0,0.0,8.0,0.0,0.0,12.0,5.0,0.0,4.0,54446
10.0,0.0,0.0,4.0,9.0,0.0,4.0,6.0,0.0,0.0,0.0,16.0,0.0,14.0,5.0,0.0,11.0,13.0,0.0,7.0,54448
77.0,26.0,0.0,11.0,60.0,4.0,59.0,97.0,0.0,13.0,0.0,53.0,0.0,81.0,45.0,24.0,119.0,32.0,0.0,35.0,54449
29.0,13.0,9.0,6.0,32.0,0.0,29.0,35.0,0.0,8.0,0.0,31.0,0.0,36.0,18.0,14.0,47.0,34.0,0.0,9.0,54451
45.0,19.0,3.0,5.0,35.0,4.0,20.0,44.0,0.0,5.0,3.0,29.0,0.0,44.0,22.0,10.0,59.0,18.0,3.0,13.0,54452
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54454
25.0,12.0,3.0,5.0,34.0,0.0,16.0,29.0,0.0,6.0,3.0,19.0,4.0,38.0,22.0,13.0,25.0,28.0,0.0,14.0,54455
16.0,4.0,0.0,5.0,26.0,0.0,11.0,18.0,0.0,6.0,0.0,9.0,0.0,22.0,12.0,0.0,24.0,13.0,0.0,5.0,54456
25.0,4.0,0.0,3.0,18.0,0.0,10.0,8.0,0.0,0.0,0.0,7.0,0.0,18.0,3.0,4.0,14.0,5.0,0.0,4.0,54457
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,54459
0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,5.0,3.0,0.0,9.0,4.0,0.0,7.0,54460
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,54462
4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54463
3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,54465
7.0,0.0,3.0,0.0,11.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0,54466
52.0,16.0,0.0,7.0,30.0,3.0,28.0,39.0,0.0,5.0,0.0,20.0,0.0,34.0,18.0,15.0,64.0,16.0,0.0,19.0,54467
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,54469
5.0,0.0,4.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,54470
0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,3.0,3.0,0.0,0.0,54471
6.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,5.0,0.0,0.0,54473
22.0,6.0,0.0,4.0,9.0,4.0,8.0,3.0,0.0,0.0,0.0,13.0,0.0,12.0,7.0,5.0,18.0,7.0,0.0,8.0,54474
0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,54475
53.0,22.0,0.0,11.0,54.0,0.0,34.0,63.0,0.0,6.0,0.0,47.0,0.0,49.0,36.0,22.0,68.0,21.0,0.0,44.0,54476
5.0,0.0,0.0,0.0,17.0,0.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,10.0,3.0,0.0,9.0,7.0,0.0,5.0,54479
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,54480
118.0,43.0,0.0,16.0,55.0,11.0,64.0,120.0,0.0,18.0,8.0,35.0,0.0,89.0,68.0,28.0,109.0,26.0,0.0,26.0,54481
14.0,13.0,0.0,3.0,15.0,0.0,23.0,25.0,0.0,4.0,0.0,4.0,0.0,11.0,10.0,10.0,17.0,10.0,0.0,10.0,54482
6.0,5.0,0.0,0.0,14.0,0.0,5.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,3.0,0.0,12.0,6.0,0.0,9.0,54484
4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,0.0,4.0,4.0,0.0,0.0,54486
52.0,12.0,7.0,6.0,41.0,3.0,12.0,26.0,0.0,4.0,0.0,14.0,0.0,42.0,15.0,4.0,49.0,12.0,0.0,5.0,54487
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,54488
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,54489
0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,54490
5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,4.0,0.0,0.0,0.0,54491
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54493
74.0,33.0,0.0,10.0,51.0,8.0,44.0,98.0,0.0,13.0,0.0,22.0,0.0,80.0,39.0,24.0,102.0,30.0,4.0,18.0,54494
16.0,9.0,0.0,5.0,24.0,3.0,11.0,10.0,0.0,5.0,0.0,15.0,0.0,25.0,15.0,3.0,27.0,9.0,0.0,6.0,54495
4.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,5.0,3.0,0.0,5.0,54498
10.0,6.0,0.0,0.0,6.0,0.0,3.0,6.0,0.0,0.0,0.0,7.0,0.0,5.0,3.0,0.0,12.0,6.0,0.0,7.0,54499
84.0,25.0,9.0,10.0,72.0,0.0,37.0,90.0,0.0,18.0,3.0,27.0,0.0,71.0,45.0,30.0,104.0,27.0,3.0,26.0,54501
3.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,54511
17.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,54512
4.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,54514
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54517
