zip,property_value_avg
2132,659516
8050,342624
55105,404676
34476,205725
31021,123224
84405,336520
97068,602777
32789,530219
49418,266587
94002,1894545
44663,130203
7042,654364
40505,149815
92595,467603
46202,290724
12306,191511
2721,302152
33304,427379
34471,212488
90621,654223
29801,144141
33541,218062
28590,187723
78750,514594
91106,781648
1757,399185
32778,224841
73107,128778
21801,187889
55811,255585
85353,278573
2861,265453
1923,547621
32821,250677
84118,330464
95118,1278109
33701,490642
35173,280706
98445,382963
70815,179882
11727,396820
17325,253166
29316,184805
32119,192895
8226,659973
7018,307349
48080,166396
99337,325778
72223,347489
92124,769858
74501,96434
49519,200206
31093,94359
23238,342904
46229,154614
55126,353522
55347,437825
6320,193318
76240,158819
94596,939112
60423,337831
27514,461818
37849,226275
95205,256454
81004,159165
76123,227987
21601,306740
21213,100834
98404,352564
44143,215509
22602,290242
75110,103240
93215,246191
97035,613866
32779,382586
20175,593893
33912,287651
75901,123701
29617,180142
38024,102735
32832,355886
47302,50882
92843,678185
78259,309333
46214,171211
77087,160017
78239,182954
66215,276422
59602,346037
78624,363417
28461,324525
21216,93338
39046,155178
30008,219894
95472,950709
37388,157564
48192,143756
28401,192225
60099,155180
32129,220544
98011,765480
75092,206758
33703,297331
60133,228846
91722,565366
99654,273557
52732,92217
30340,288006
59404,251461
70461,231877
36605,58794
6705,143353
76710,191322
36609,147089
48328,189026
94559,735384
77802,207336
33607,254548
68046,285419
48150,206125
27527,282385
37379,218014
33712,212020
68801,138797
39211,168550
97212,718085
48220,200199
2143,797531
82901,242426
43035,371479
74017,156114
98665,391836
19468,317634
60048,430278
34275,374871
34747,290571
53227,191723
35802,263106
93704,289041
44136,255068
91321,568577
92602,1110401
2145,702786
11510,504952
90274,1954326
93305,187193
54911,173764
61109,117303
55417,330774
11735,507328
31707,97781
48135,147254
33019,399358
90302,655688
63121,53129
80222,520628
33487,462879
93035,680382
3431,206104
43119,218370
92555,442154
11228,960200
63118,150974
55419,432759
40403,172898
98271,438166
8205,203649
68502,177957
83714,427327
70517,124182
4901,159667
67801,117119
76012,257660
68137,211380
17257,197847
94124,968990
33510,238203
83713,384035
46750,114891
79107,76253
15216,180004
28081,184423
61615,165733
98373,440142
22401,343208
6118,196078
32233,340404
40206,238608
98146,564321
22310,546957
94597,889531
49085,233710
48316,315317
43054,415640
92663,1982651
1821,502063
94132,1343300
78702,519388
84115,368958
33570,228532
97005,424947
55449,377236
91791,686809
20603,374216
33852,173442
28203,553306
22206,534793
6604,201533
15044,323563
2891,395697
60061,312236
75503,190155
95032,1936537
25701,99789
75201,808063
90601,649198
23703,232178
80005,525581
94598,561206
23834,191902
72015,152479
60134,353429
32221,220259
64111,258295
3801,519410
11379,764632
6776,322669
15210,83082
78244,176443
31522,427786
6851,354718
38114,51020
28001,135481
92614,790317
91763,503274
11901,429159
60601,434786
76712,259224
72019,306863
33056,297291
19355,530390
33755,245295
52405,151758
53593,408748
68901,133079
29928,457714
52804,133749
29201,173725
33145,464690
48076,231262
37716,194876
86401,203233
84037,497063
53222,169172
77583,248165
14043,176765
39209,27535
63028,188422
71105,165172
33455,359415
75218,405162
90015,691697
30012,174165
29646,89508
21015,367878
44460,131555
83607,336540
63755,190034
64152,295672
80108,675298
43004,255807
1880,615860
93004,634405
46240,285084
48335,323144
48161,148840
55448,283109
79701,177045
45240,175254
30224,170902
75078,492648
84601,328340
7631,438787
95219,439717
78757,553563
93105,1356400
75089,285351
22041,422034
63640,164775
90260,681646
23236,269220
33408,426760
30028,333752
48390,245435
75224,199223
85396,347295
64030,155355
85119,320323
4005,332281
2115,777607
88012,193418
60510,312559
8005,291558
76033,190735
76001,259288
25177,99457
75240,314877
64138,148130
34691,146370
1605,303312
91354,656155
91101,660408
73119,76734
55318,351417
6514,210046
7501,297558
95117,1404519
55429,250468
48433,168857
38135,230443
70634,123562
93706,188689
45244,295134
55068,337367
76708,158808
43206,227340
66604,108906
33496,392152
80516,573049
75241,160309
32966,236179
78023,345455
32539,197062
29527,170609
27028,169349
95818,665203
22408,315804
53403,132108
68127,214339
30143,258243
65775,135036
8055,377897
29169,157083
47203,204675
32963,651474
62864,95563
97201,581113
32563,302018
21771,463013
55427,306083
97601,191128
60077,322250
85024,352471
61350,135090
37355,174781
37912,173423
48315,358098
22802,206155
92782,861555
6854,284470
40205,323930
41051,219416
93933,685274
48238,34137
77047,185214
39056,170362
38583,144309
98112,1343481
57006,217808
98685,456693
30533,226562
92081,636907
20708,389285
8520,302826
85132,234574
49006,172441
54130,204228
89142,256486
22902,332172
34982,179218
49036,140928
35640,161834
75082,397759
91006,1072761
31410,287430
20152,632281
75766,115904
90712,657495
47408,259974
37303,150084
47591,105955
70592,213685
98901,241739
76504,128473
30345,487861
88203,87223
46815,165838
28658,170165
34974,182931
34116,290314
32308,245519
32003,308209
46628,108252
70131,202675
46304,238094
38632,251169
11413,564677
98221,542978
44483,83597
60642,502962
76209,225663
32701,219368
85737,354217
98037,596672
19142,102439
48167,378957
33629,691048
33625,286338
31794,122910
7039,676443
97003,407413
98405,385743
36109,111690
55902,367058
68022,387991
48092,188042
98367,456007
7013,423549
60914,212976
35801,299193
84117,532456
40258,159245
13088,157905
90605,592019
85335,251683
95492,695086
92284,255328
30296,164095
34639,290309
60185,252279
88005,189359
33993,237889
67601,194282
33967,256382
92653,837969
55378,361429
92883,555471
70805,62263
80817,316732
32967,264959
28786,216836
43085,317770
90404,1153908
60018,288736
60655,266296
22153,597374
49509,178219
70130,380828
38119,239364
62650,105669
2760,422395
94609,1214515
53225,149118
68803,197157
33314,269590
98110,938771
91752,589605
17901,85206
76110,182196
35160,89171
43215,321213
98531,280974
40222,309063
11003,531195
60187,351173
78738,664044
89434,369613
91214,974375
7090,787975
99801,418736
14227,176318
19053,354265
29045,209653
49707,106798
98106,586222
95003,1081490
11793,560925
16823,227839
7026,403357
89044,412927
74135,187502
1906,515108
1851,361401
80113,536567
98040,1770453
2215,660020
42718,111055
48906,107106
45356,114483
33830,175510
85013,387658
60646,429441
76036,232368
99645,271284
98516,437420
33556,439884
83835,451785
48141,60928
76011,184631
33563,193755
28012,265906
10956,550854
18301,210115
30655,212580
23222,198406
20740,374569
28202,330305
54403,156334
85297,419728
94402,2031718
45212,190097
77091,165005
95632,441612
32927,217855
61611,127687
49048,136992
30501,200350
38053,163077
91030,1258323
20190,474155
19971,563042
98409,341209
17109,180098
92139,543942
12553,293229
10037,535961
77316,348331
29405,173105
76201,221621
85629,248756
32803,346350
84009,474556
31206,38964
32223,305366
27565,150888
17315,193240
63052,218807
94545,778325
6074,266655
75205,1280006
43202,283476
64155,247264
7920,641852
84078,245957
19802,133734
23139,299367
45039,273138
23113,486728
68154,278438
36067,214120
28787,349414
6105,64739
2144,894600
32605,225342
21001,239586
78411,160181
75482,126457
34219,333503
85085,459815
16803,319107
28704,317555
33325,423680
31763,180973
32606,261048
29036,309426
77530,164546
38122,79967
92277,171603
89084,343931
98126,678560
78734,519443
92673,1062692
1002,382020
78238,180220
78516,111764
39206,86334
85641,307412
72501,104717
77586,282307
28328,122180
33301,599084
70114,146023
46236,242833
77017,157229
30241,113537
10710,592338
32043,242026
91803,760058
60544,246707
34677,283297
35007,207732
44903,134220
23701,185811
60559,291449
29505,160974
7701,467015
95242,452301
77066,186476
82604,223651
28804,433436
10598,523912
73127,139627
8755,297263
78570,91788
11572,568059
60452,225372
63801,114659
93552,362886
28906,175391
39301,66490
14617,161973
1830,388195
28379,78975
6042,185564
96819,896123
33030,288304
53210,115537
97116,421807
87102,166439
43606,134344
48340,80152
32550,460822
27701,321041
76114,177959
46234,203622
94062,2310834
92679,1010611
53405,136648
22152,563503
86303,417595
77627,161946
91364,1046097
32801,305076
95618,730311
61822,218517
32953,319067
52246,224694
37804,209404
49684,323606
55305,409570
68144,236665
98072,872933
33706,468346
33825,134389
76801,105362
98626,297925
20602,303107
30286,83526
60091,731062
16506,189145
98375,416933
34769,221083
32169,409892
91351,567135
83402,247071
6880,1179101
46322,207614
94585,445545
32960,192543
70820,165495
92236,290452
77357,206638
66102,96096
49444,124408
97838,249262
93703,223836
29418,203763
84663,362819
45133,125092
47303,85979
53144,204224
33174,307481
60827,93183
77005,1249765
66762,87248
84084,385354
31401,320995
85756,211213
64131,190216
71118,139550
98338,453188
2745,305949
54650,249246
46375,275006
94518,703000
52403,156111
19810,360373
35124,242981
30088,174806
76140,184966
80132,607534
21202,201633
28390,142974
43223,123224
89512,271140
48203,36757
28681,165057
53713,243240
90059,462765
33763,160975
54902,139888
90041,987389
78133,298730
94595,1051014
47404,223538
6410,340430
55014,308148
77043,317241
60051,211859
38106,37999
48093,181355
32536,223097
38637,127725
80831,425923
45241,276733
72206,86088
7010,519792
38138,352987
48326,205681
53189,322046
77022,177913
4101,447028
77071,187464
75232,187833
68106,192010
37208,332339
2852,394084
30528,192647
11420,592079
35020,43587
33328,423479
7106,295548
33708,421027
28037,377449
11570,720158
93901,619056
33901,200153
34105,301172
46221,152065
32504,185460
3054,358005
72116,179701
40223,303253
48506,50093
98248,457911
34224,222220
44012,291122
32177,135876
77384,334941
28144,131700
77023,242617
85040,222757
77327,120391
77016,138882
33991,271466
14217,177293
49464,259580
77551,203511
37862,284235
98372,481007
7748,492138
2134,603290
80904,364700
90254,1952429
20721,467655
28334,141304
68135,304724
33596,322290
12047,226571
6830,1596079
40508,129627
91733,552676
85259,775493
47712,147246
28147,195098
95824,299139
96007,276088
45202,341092
76092,804666
1109,183187
35243,421157
30327,1119800
79407,155967
15101,290530
20784,324973
44319,173304
37334,140192
2478,1154393
35805,98332
27288,89285
34772,272823
94603,543962
7860,286772
37934,399979
76106,142284
28152,129469
48329,217223
71446,145210
44116,295537
55102,259168
68005,187927
28083,170807
77067,168058
19973,217787
60002,222375
28570,219001
90810,547926
89701,349916
7675,601342
46250,261386
42503,182598
37412,157531
91042,745610
75225,1266632
92231,271738
64850,124876
45331,130925
89145,285789
1824,510616
80110,436061
61103,75393
95829,474186
29020,124472
77355,309088
99577,412230
78382,233352
602,138389
6704,132176
19018,180535
11414,503316
78242,135125
11722,370240
54751,186366
21146,570892
46725,181331
30168,194955
80249,402984
43227,137493
53150,358522
1803,633520
29678,156231
53916,174373
44514,162285
27597,226897
20121,434757
24551,296787
84606,322417
32327,198732
77662,132537
12078,92524
27101,136629
29575,218507
61111,123718
38464,121627
67218,102972
44144,126467
15202,182975
79902,195641
98383,466008
11731,582993
45248,180629
7719,507591
15136,157358
89406,259073
92583,310766
67501,62861
70510,135554
48504,25533
58703,190058
53545,180869
35023,130114
88201,167278
27617,327357
4210,201818
46256,257069
55129,456271
30720,171888
74112,122109
81501,240566
30248,214488
55446,463202
66104,103997
77045,151156
18064,292103
18062,312983
93314,431037
55123,395461
64014,218514
44113,195787
73003,182385
85381,331813
44857,141284
80922,357433
75041,193986
92706,729216
97071,312168
26062,93887
7424,433969
81401,277421
30122,193718
91602,1040562
70448,279912
40383,220005
37821,113611
67502,158469
33066,153860
33936,154052
71201,175711
12208,211442
24017,121068
98371,462570
43113,176611
79930,125069
84780,383594
2140,880760
31792,126959
77098,589112
30307,563866
33558,380031
2026,591591
31024,234453
77320,176904
98284,374517
34210,224696
95501,306476
97333,391428
56201,171209
60015,469947
30601,187211
55025,344456
75001,363518
79934,163997
14223,181540
34601,180037
1108,200566
92508,563371
34638,295900
17036,260589
43605,30797
78410,191468
63112,134184
30512,231500
44310,78646
23607,96905
13069,105971
32583,196323
37615,226991
27577,188457
33916,145436
61571,157776
63367,303753
75160,190738
6473,311173
38930,66595
98272,522037
45805,130231
98188,461976
10309,615302
22180,801022
60087,165200
33054,268201
94619,898497
10512,343374
48306,436244
7430,504110
46970,81644
8002,268768
98597,361669
10708,751195
61938,78190
20653,287090
60156,252881
48503,41729
19107,344089
40160,151810
11803,652918
48327,212135
34654,229301
92301,264981
76126,263718
8060,252897
7006,572003
48075,185140
39350,104637
61244,106514
45406,54542
98311,406777
33805,159566
95503,336154
28112,219176
30297,101326
42066,91227
74701,123037
63104,261172
73044,143192
54501,153520
94801,593395
29403,500475
33716,142569
30577,113027
75020,157046
33584,238047
66223,363775
35749,221086
36801,180956
44484,129971
21114,391182
92604,860828
77414,159391
75460,67870
11530,891917
7724,439444
30549,257528
55411,214679
86404,373548
95864,619878
70124,477720
79706,292607
70127,153683
77058,203257
99354,327323
40422,150853
78332,134855
99709,200923
24701,60462
54301,170713
76002,262034
85304,289929
43920,72065
45247,235431
1013,220922
28443,317069
4011,335285
33547,358186
68105,168647
94612,764528
80130,558733
30504,241239
30260,143719
47331,84870
22032,664065
52241,254868
14607,229777
86305,529332
27262,131105
94589,443201
44112,41901
44137,81999
86403,286923
6002,228119
8204,423708
63379,214625
84102,462776
72104,88104
84414,385128
36582,143204
33782,219944
95405,659625
6114,147267
11542,608898
1854,340672
37138,284100
93654,264800
27312,357341
20601,341433
47803,119466
19977,280780
76086,193725
36867,115740
39601,121394
33602,380748
17408,204855
27549,174131
27260,69651
21286,332673
29488,120020
20853,507880
91932,673191
59808,386995
28739,317294
80439,716208
16510,134145
75119,183313
91303,598763
33470,406446
97015,472517
10952,684217
98074,1062770
17406,192720
79118,189896
80238,670195
91324,728400
57105,205094
77062,249476
14216,234575
92394,297892
60467,368186
46845,286125
98008,977769
17057,170018
37148,204613
3051,363166
11741,467356
2050,530027
70363,137859
91740,620764
45237,142227
19150,210257
19607,182240
39443,122744
92011,1059391
33444,309308
33544,308932
34212,375976
10566,377536
48036,203806
30291,163685
53027,262701
98406,494454
77076,159192
64081,304320
20105,704349
66208,364705
32413,332499
44138,202481
98199,1092589
89801,279551
8088,296908
28613,182121
41071,150156
93060,523922
46158,216388
27607,478879
17078,235208
11412,562274
55420,289425
90272,3317534
11361,787847
91504,931657
60172,281826
11725,584516
98292,525393
35404,125489
72118,93630
98671,463621
14228,240211
72301,77637
98055,500199
8638,183661
71909,204259
20912,618470
66109,232991
34613,212525
77345,304141
41501,75214
68107,135354
43607,44907
44024,254644
95121,948509
37405,293797
95131,1134584
37865,229841
63043,198375
45102,205897
84058,377642
33067,498283
25705,114011
45440,225192
77033,130960
5701,191638
78599,120722
90062,652926
2186,787851
78735,684854
92119,716725
48009,548803
44446,83499
91302,1486897
3867,249206
46208,125646
98407,503564
48083,264970
29303,118803
91915,634290
29016,269203
45066,314388
46052,180585
90713,684790
6451,192906
28352,83716
98166,661454
1867,667229
14220,161221
14623,157300
20705,383626
98028,773866
90680,581859
22406,409425
98104,652027
44406,216137
97470,221793
32750,287058
34103,753128
64052,116312
18944,370684
17044,92731
23324,197713
75662,144004
3053,404419
79932,205963
30125,104735
61021,100724
76034,608226
10471,289326
33569,278059
97140,505081
3833,421312
85303,262108
37914,156901
47250,142644
6877,637367
49037,85759
32763,198180
80212,622424
33127,317811
84094,414747
98664,373735
22150,539404
97239,597547
98178,552133
35022,203916
33150,277568
99224,416694
6610,201388
22182,931166
60466,99182
94621,502991
60538,214684
82718,307680
43623,142051
64130,56404
8619,265850
98532,325097
28120,237016
64836,159513
11763,397355
48371,308456
19428,372573
60560,264566
75455,133407
99203,394168
95358,332394
45242,388616
77803,145479
17015,253763
2180,607874
78211,120929
33480,802736
39501,82922
94580,755902
45224,151651
52245,245232
22043,769642
37774,298132
71303,175262
60013,252107
85388,321612
73064,190540
84105,566071
49428,246768
72901,93562
77478,327061
22485,313963
53045,379085
2879,449552
49601,133162
94704,1326622
97754,263432
48204,30245
34292,327585
40353,133775
24141,179151
45177,152207
83221,229444
12144,202274
80023,693608
79602,179735
15090,413477
64086,264606
94947,869421
63090,212841
65810,242282
43160,123082
2346,395566
14020,128106
93662,254594
44236,386204
64083,261961
54235,199751
76208,310261
85306,294277
33897,243487
32809,231339
55744,193323
40342,158153
53206,37975
48223,49050
84092,617045
98310,362705
60706,315992
31906,84262
20024,517126
63401,108204
52803,129755
1832,369663
48346,265882
25526,189755
64050,120214
6108,173737
2021,589398
50131,303370
60561,332735
28712,254743
2914,278780
71220,51013
21223,47792
80124,645316
77385,239722
89120,295991
46321,280147
73020,209056
91741,782543
49534,261899
67216,92078
37091,176749
53226,259821
2907,248855
92337,448081
12533,411241
94803,631776
83404,291725
95341,253503
78754,304170
40741,122209
27263,143977
54913,329826
92354,475002
95815,293957
40203,123423
66216,293105
32751,356844
44305,79509
68510,189953
98275,688320
90814,799476
98022,500585
32926,236224
56007,117770
90210,5300929
29585,368242
44139,326480
2043,901428
40047,232026
71292,118420
48134,247614
60459,230591
91792,607923
90249,662279
85006,339826
45255,257967
33606,630085
77504,209907
35010,115287
28374,320488
34788,201241
70002,336341
48842,195362
37857,129964
33572,323138
98020,871008
32931,359615
19122,285882
63141,501312
78148,211806
2121,478573
91784,753139
46312,78829
44306,54349
89169,214732
32401,143392
60108,315731
85747,262533
19438,382276
11378,737480
30233,158610
25404,187835
33811,236160
32311,222014
48088,188722
76541,74186
84109,614672
45414,119487
92841,715949
11729,459336
91301,939037
1602,311753
22556,394401
33154,662299
47025,210585
6437,400113
94030,1778167
91411,875435
33144,397388
73507,86772
89156,254235
76308,153317
42103,245437
11421,607112
85373,285780
45208,459642
27537,132605
55076,280170
95841,361919
97058,258474
45371,239944
23805,152169
73701,42632
17356,201528
10901,475426
33013,359486
73008,136588
30021,192204
21040,207844
97013,447458
32128,318509
60178,208091
45056,235972
75771,206993
48081,179111
46805,122960
90710,679320
50263,267737
85250,449236
84005,380863
7869,529216
36701,71262
74115,56211
46952,101116
34234,198352
4072,337426
95377,596636
90717,776219
78751,563159
77061,196001
18411,232290
45322,148325
8037,226964
1104,188407
8052,204424
34470,152391
95354,308737
95959,516473
28532,147426
53092,403009
64506,185971
28659,123020
61081,99907
68111,84745
38701,111798
54904,235439
21842,304961
20136,527130
8876,401400
2905,270579
5452,337018
95961,318405
33132,373159
39465,155584
18504,102584
72315,77585
33166,393168
53913,199630
30540,204926
85739,384144
48473,176834
60053,331071
5403,332896
48420,150932
48375,313023
46953,57607
6067,257805
33406,279718
78653,247520
92835,878126
2324,450432
60448,311000
96761,758293
70471,329266
7040,646524
27591,235089
29360,111018
61920,100770
14207,108865
94085,1338291
15106,174396
29170,164650
92881,622374
19133,64052
15122,127931
33774,268559
20715,387270
99502,340180
83864,367369
8731,288592
66204,222093
92405,333584
45638,90735
33486,469913
33477,459847
32217,242763
53172,185984
29690,239503
48085,344177
22311,625163
44108,41535
6605,257576
92118,2012066
49001,117096
2048,503758
47240,168098
59802,396361
32726,200617
67213,75125
94703,1294618
93405,792822
38103,306185
77657,222344
72761,181782
89166,348434
49315,321595
11419,609180
31069,159066
21211,234295
14618,254346
33761,249722
22302,435302
11701,442581
34266,127776
79015,202320
38242,119244
44087,257474
80215,575916
92227,251891
46563,159376
15143,404750
39531,149091
55313,282070
60803,203919
27409,153364
20169,601239
7076,539480
13210,157791
8859,346338
78621,219806
43725,114141
41005,225874
19803,382120
30121,205052
53147,280469
21204,470189
19123,447416
53083,183538
90720,1109542
60406,142673
33714,187762
28805,336269
95776,464257
10591,732759
47546,185995
7621,431639
76134,191467
30141,215605
77523,304412
40351,125535
63501,121714
20112,542320
98296,739325
11433,540176
27203,125612
89106,228476
48864,302394
94547,825967
34236,687322
98043,522309
15132,44320
39702,112946
91202,973984
95531,261071
31326,209536
2809,388828
40211,62645
98520,198666
20716,356601
70785,188572
13212,145967
91945,555459
75088,265598
11720,439104
27518,467568
63042,125407
60487,292281
61802,138220
31548,184554
83647,213428
23693,367260
89048,272390
43452,185924
46041,110285
77053,149439
33028,454913
41015,145212
27539,401086
70460,166121
61115,128761
78261,334019
55345,430266
78654,288460
15120,117973
47129,151906
1905,424439
2910,262904
64134,119744
48348,385850
32952,328220
77020,145474
49017,141264
19007,228562
45801,89862
79603,104370
32444,244312
19064,361811
49770,269678
79072,81967
85043,256752
33189,339165
35055,154463
70380,122701
97801,220393
97338,355047
55316,292132
50702,113036
18505,108530
32836,494906
23237,218491
8879,338671
44053,157823
14845,153099
1886,607148
80232,447615
49202,90894
42025,143470
21231,254040
33860,206069
70401,162896
48377,302728
94089,1278437
14830,125555
46580,177329
31605,160640
15905,90487
45227,206983
7016,545819
95521,372866
11360,536139
22209,724213
1440,246268
8105,94069
43616,157149
97034,914197
33759,260544
49431,180317
35674,119042
29906,220488
98368,433741
30507,210206
34446,219223
92832,657424
7112,332222
51104,145685
63110,257074
78752,409152
49456,279440
62801,68591
6905,538186
67226,246696
2122,536200
15801,141769
48182,210998
64116,181766
4074,471908
91755,713307
8109,201960
7644,430779
32713,270454
45405,51398
29206,275058
1945,758023
6488,274010
12189,200566
52317,246819
66106,142864
1843,362242
68114,231667
66202,232699
60431,231840
76018,222986
21076,417996
72802,159557
43211,87461
75090,137259
46528,213163
87701,141583
20879,355891
74801,72087
80921,568599
45449,130021
44320,70423
31558,192837
84721,252456
84098,920583
95133,936333
44202,295101
44011,337253
10308,560187
15239,181720
2171,567569
67114,116668
32176,275035
71109,25867
89408,290801
10552,531147
84302,295026
44001,190048
19040,337171
37216,357089
60008,255658
44067,220648
99403,237424
60439,402609
20005,558373
53143,168563
53090,230497
39648,93614
11418,602082
10541,440439
49685,287320
19608,269315
34233,281926
1720,637260
64063,220059
46806,53211
77632,178355
21613,147347
99212,285040
1056,263382
48532,120618
11415,303634
48176,370896
27403,166176
40215,96635
10954,433442
77578,302841
44131,227432
66203,227511
75048,316903
63111,90362
54022,273067
79764,156150
7108,340711
20832,535903
48168,511177
48331,348650
29420,228099
38863,117641
12304,154643
48209,68545
60443,192224
13208,108212
19348,436673
55447,401748
20018,631577
31768,79143
90732,728460
73130,158050
36265,137052
28043,110110
92868,651320
46517,164012
83634,346647
39305,163790
66047,254046
28504,119729
23061,255137
35613,226042
30116,192542
42633,83806
80002,460192
2888,269351
97078,416240
93618,251147
80224,547320
55437,348163
36869,91747
88030,117486
77038,169460
89118,251813
49002,191918
62401,160515
13850,164035
90606,566833
45505,72212
49783,121630
99004,330943
95054,1313453
31520,77435
75235,204724
20659,323436
85715,284056
44110,49604
60450,206794
48125,111410
75022,501416
49316,316153
88007,233782
19027,308014
33931,467321
91103,877834
33483,624585
66030,250833
66046,190826
49735,157169
43078,144464
95827,384530
82007,236811
80207,549193
71037,186159
32804,379050
77505,244170
43609,39836
55410,508063
46311,276893
46324,132999
7652,678474
55412,206515
39507,154455
1027,296208
59714,423506
40330,138269
60426,64884
14072,270533
26501,168381
93444,674332
8536,467324
85215,364403
45245,212410
36092,153753
55057,310142
91724,667368
27401,110090
53716,279115
7866,365605
29307,170669
96150,532210
73135,153200
2126,487498
95363,403800
8611,81707
28472,101997
85028,482187
93950,1045832
71301,84797
36360,93942
2818,456915
27803,136073
70586,90181
44104,42051
87501,552525
82070,264002
20871,488580
84044,321108
4092,310674
77069,264946
27886,78646
48314,277404
36066,214960
19604,78240
32796,189420
49445,191541
15220,197441
1606,302105
15425,116067
67211,81219
46013,122652
92596,497384
14213,134245
34465,149591
44511,95057
48382,352598
30035,177605
13204,84655
31903,32909
55431,326266
71701,60548
1950,610721
33004,233078
12477,266820
45251,153090
19963,234817
48813,172682
94506,2179818
73115,97994
17552,245920
57301,170537
80109,529769
60661,388863
55075,254038
34482,193622
20876,390393
80915,299226
35126,172843
21078,300668
79413,156304
29644,205131
34994,192833
77503,163332
2445,1103247
56537,185755
50208,120443
91501,965306
14526,239046
49014,156991
34442,246633
32097,256999
3246,252771
45822,154902
56501,266527
35950,129821
54937,200085
24179,188244
23704,166522
55038,359939
8721,308400
17545,268655
98005,1193505
84341,321697
76148,207341
87002,135488
84045,445107
89706,333336
67204,134705
77545,215063
97439,344912
27896,191164
30009,439234
28139,156919
7450,747891
27712,288867
24523,182206
36207,138255
66210,328054
93560,295064
50320,195930
61455,97224
95949,492499
34736,255829
94706,1167358
24740,84422
80403,683336
46323,134912
29706,89285
35633,161319
21037,435484
57078,185579
44709,134774
7901,891204
28326,203170
21012,462892
37766,118438
37321,153820
95448,833134
92606,904723
33948,211201
30017,298786
20017,609042
44641,169580
38555,159632
30106,208604
98108,652403
73521,67008
32407,286969
60124,324495
98264,448474
68845,252797
91361,1166328
76177,293619
23502,227950
74134,174334
33609,438116
43812,101727
26201,112158
31008,176529
92551,373850
13901,136017
75965,207767
19006,455810
43231,203983
75146,212502
36203,133196
7310,725945
48442,240298
34771,326836
85755,367008
19106,427594
28501,49368
53224,171766
11001,669164
98230,412119
53589,277185
35150,89297
32826,262184
66209,479849
91201,986419
24503,257131
74804,142184
44123,93881
48033,175386
35235,147504
19061,188475
78102,124350
27408,251589
22655,283555
1749,435026
48210,42700
60430,184710
24151,165005
94024,3362131
7201,311365
11776,421408
14206,115417
95819,660057
55317,414723
29492,556119
15644,163920
91307,790441
48169,306417
91775,980850
21158,351042
99705,205803
29379,65296
60177,242986
63138,112961
41102,108492
77086,169721
33773,240444
47710,109576
94105,1246424
46706,182147
33181,223669
43311,152180
80528,543367
2114,709080
19010,693606
78214,129787
79601,138033
23294,251689
91737,733136
54476,195870
34695,345356
45030,207703
36606,92173
6850,292264
33185,425552
2649,473465
7094,526786
70043,147663
35901,91207
53029,432494
97317,299061
93041,465551
23504,190684
1890,1119429
79119,278259
36693,168239
60194,280599
28714,195794
14760,69623
7080,394224
18067,238191
14211,56378
63020,154982
14051,364050
78222,172049
70427,83677
33323,365957
12110,277332
31503,95463
46012,122794
32601,189080
85901,268262
95965,256518
2129,823241
32141,214075
90602,636621
18603,127110
13820,166739
46808,106046
77026,137073
8028,214823
76082,264576
82609,268257
34714,264636
54452,120318
98506,413487
37725,203969
29340,74762
55430,234577
3110,509433
70520,162195
55066,225704
76310,169379
31407,186511
11967,339647
72904,75523
74037,231108
7008,360394
97031,501265
48624,124552
31721,178772
17821,192650
75180,172915
46818,202882
44147,264601
82501,192912
11791,802490
36108,36418
7071,414186
50125,203868
15241,359374
36575,169906
97232,667576
48458,83569
7801,328933
16365,105001
84075,433333
39073,178086
65251,148252
29108,113074
33603,284064
85031,213108
93023,758690
44223,177794
16505,160970
1887,580900
80905,317118
31312,217045
86323,347722
23692,303628
71055,139174
79905,101172
84124,626685
8108,299480
83202,260441
70438,157672
33711,190894
27501,215281
19422,472730
1301,216253
60175,405600
90746,661620
74107,91906
31701,43485
49091,142048
13790,91484
62305,195782
11021,1222794
50009,237266
33037,677458
24014,183480
99501,287939
19046,384135
37745,147765
43611,98663
70116,310699
12534,242656
61101,44813
53022,314127
70611,226044
94702,1124921
53110,178709
98075,1202677
74145,146020
11501,611473
55746,113509
98053,995797
74601,55968
80246,548410
68504,159987
84040,427864
68130,351951
63135,78391
55441,382713
48202,167518
53005,346935
6032,282489
97103,330085
90265,3405810
11795,553687
75407,242035
98177,881741
78114,272587
24333,113888
38351,124698
79414,126015
33431,452380
7029,467159
19014,278670
85748,279106
29341,123976
29532,84334
48393,297034
32206,70183
61364,70137
97415,383393
47265,129281
48912,94079
19605,194684
73139,141845
14456,140717
83716,483327
20037,644914
60502,295794
60419,124304
41091,315464
20720,455338
29671,177312
33472,330409
48094,363571
89144,376335
79065,66139
14218,153929
19342,496563
11423,626192
4102,365974
38133,201149
79765,282148
99515,379801
75602,77751
8057,517805
28716,180630
11563,560941
13206,123606
19023,90727
76135,209838
95519,377227
44149,254223
22303,472998
60473,172690
1581,549350
39560,157686
78374,225514
49829,96982
23221,466303
53121,263381
43138,139022
84128,362570
91768,485422
28732,323751
28630,149494
55350,211121
28036,437567
53538,209315
85749,454855
28312,184100
45219,184744
38732,119015
91340,563484
70582,94944
76067,99059
7203,328948
95746,887060
67208,128058
32060,164568
48837,224772
7950,498269
11768,769011
60045,742357
90240,686305
33971,199411
47834,118905
18976,432688
43140,180788
32805,172505
38478,133241
72715,215047
98642,520049
38614,63173
48114,342782
33898,180363
33634,251297
44314,65402
49093,156222
49512,259468
