zip,property_value_avg
74347,103698
55971,188748
48740,131504
55723,174295
90021,761466
36750,95223
1237,258402
70067,197358
54773,139378
45786,128904
54440,197475
75422,227157
75980,101659
21028,402624
45652,107224
62670,167064
20776,538342
31557,116579
37180,207662
13730,117045
79311,104212
39661,106746
65550,113011
97053,510419
98856,331227
43570,120922
70341,118819
44402,159545
4076,298496
95663,723940
46504,143374
44085,154063
61238,114327
65325,121562
86017,385577
32096,112792
58852,198549
31076,81156
29487,426376
44865,90550
54814,236030
62449,77050
46030,198524
77046,311593
71238,180449
18332,203922
98244,306160
82721,263586
88415,55121
12531,356550
6455,278045
14543,230306
15774,154776
77534,206914
25827,81192
65072,217390
15926,106873
72512,67631
50450,124425
6232,272438
27831,44276
60940,193236
73093,217676
52253,213741
5655,221667
20623,413252
24089,65110
28033,188052
58421,101895
53811,178691
3226,414709
31744,96031
44275,219784
46732,140874
56087,118195
50849,106329
43107,166961
28344,151623
74445,113550
54499,125937
70041,102088
38827,85232
4257,69434
78123,405774
56278,110286
81154,305019
24445,138171
31801,144995
30421,112884
43469,153389
62924,68000
72959,158907
49233,202588
55943,229435
50171,190743
29827,46601
56465,286535
38862,105166
61559,151304
56063,327136
79068,134917
44451,195308
20777,700986
72443,84986
74849,62762
5489,372751
3269,329995
14807,106550
79504,93136
32009,257587
35973,126942
30576,230132
52214,189049
17532,282426
21813,361545
77835,285072
79101,82925
68620,179859
49911,56644
36786,57065
45742,149521
42051,113250
67135,159736
37332,157320
97136,303416
11718,603772
3582,92841
72847,124294
84340,413311
70372,125784
97827,166214
14770,82690
27939,214620
48615,98550
39092,91193
67439,94973
46910,126765
26033,45023
13685,215582
14865,142734
18350,297458
36474,94749
75423,204373
95372,300744
12514,394093
68767,192941
38251,115285
54859,189843
42050,36630
12196,270514
2535,1544739
17572,317906
53183,357404
24283,82148
27551,236662
72016,155317
16666,72700
92386,233968
98610,296784
26719,153968
27356,97490
76476,243048
76651,172689
63660,92332
22728,434540
75760,125010
95917,270191
40119,142831
37137,120472
29458,322123
75855,160970
66409,265325
45053,297231
61517,188981
49277,194618
43787,88207
49284,146617
56175,100597
95464,205811
59865,309153
85532,65247
31650,96001
48811,122801
16404,103450
67039,148753
14025,242712
48427,106536
99824,302698
72722,164630
49450,104524
49670,384641
55353,263553
43945,70547
30293,96806
68069,333435
65770,178018
22567,241626
17353,229743
96035,201061
4679,359564
50212,147070
95465,1042952
92233,147387
24874,44922
25535,120577
13607,128865
1901,335409
53139,277177
33921,1747145
75846,173364
54613,146421
71469,123601
14203,139746
30105,177720
43348,111254
38878,79255
62288,92995
55790,261503
75938,111921
12138,174256
13471,126640
59758,479548
20664,325746
99587,404517
10548,432983
80644,399380
95454,336939
95329,295911
3827,479402
44822,148983
12979,157318
67467,105421
38229,84756
96763,485377
43008,143870
10968,660742
66619,83193
39330,97943
48654,97691
66536,190113
12817,259613
50423,93030
39480,127860
46741,252177
17267,153736
24133,97702
44491,171384
94038,1298439
75246,343567
14817,186302
55614,108196
7717,1222734
45203,305760
65081,119631
76252,212071
44688,125158
13691,147072
36009,82642
52591,97420
29129,109418
74454,160556
55395,197744
26261,25801
11941,521146
73102,207051
76245,126885
39364,105717
27842,420882
36528,333400
31002,81156
30731,135049
61540,95376
43314,147119
67333,60393
4427,159047
30477,53133
45845,217681
56542,154758
80734,183204
94037,1310835
13478,150164
50665,166046
29563,65987
49916,175878
28396,83905
5829,178846
79373,85204
62257,75685
1922,596797
4456,211302
76638,349218
29101,104387
50583,84786
77861,241066
1083,254806
11959,2129402
49229,197285
61084,176464
56373,238306
27281,222175
46982,130496
4785,63217
18325,190477
12068,143942
49096,161050
65281,130892
72331,47859
50841,95724
21822,222992
54732,116254
66402,206331
49340,111522
4419,204506
65632,141214
38659,95088
78609,219377
21562,54900
62938,105011
8738,1351017
26547,147638
23885,222724
28618,263657
39663,93900
41168,88771
48027,239764
68372,272833
96041,262489
18614,154359
52162,95909
76487,315099
72644,97727
62097,215812
97041,482853
84642,199606
73141,94996
11932,3013151
61753,156049
99610,226367
72326,89013
81125,111049
44452,199480
65681,183028
3810,428333
61537,84289
25168,127078
51445,82292
42757,116909
32709,272075
15545,84545
47140,95401
93660,215794
50225,161836
27808,257540
85332,240129
73082,87156
31555,162112
12183,153629
12850,258491
46044,125656
25434,133859
80117,536476
3585,175955
38233,70761
72433,48195
18837,139864
79079,65620
11509,1027719
76682,158078
49237,174261
39146,51441
28774,370790
70083,114819
65074,171377
72121,123521
70655,58748
43416,150985
42413,167806
37320,248991
12966,96046
14755,87214
55334,135813
25674,59195
98935,206463
75639,150412
18405,188355
62417,53435
32059,134499
54725,141206
24216,29220
29638,105504
71860,34637
83347,211463
72153,109802
54405,123466
45679,117478
98592,392905
8061,290375
85193,235994
41039,98722
73015,57240
66535,238487
8804,325187
4351,261787
62858,75757
7723,2058512
38771,63975
19967,351379
38870,106876
40371,83594
71355,112294
50109,286177
59834,429757
14517,111757
81223,252654
47359,75636
82937,218920
29628,52574
2199,4108798
38472,186514
30625,334259
61053,96984
14739,66220
54169,290778
5440,189402
53178,284057
29596,38985
67056,144383
88337,172648
70357,68728
63771,108085
34705,233437
27009,208515
64840,135676
46938,94042
92061,593500
13143,107757
35091,228610
45844,175527
76648,89165
5763,191525
35172,198935
87552,242648
5860,157765
24053,111320
85625,123975
24431,227710
37308,222578
72944,106149
94511,498253
68446,165148
48002,261198
14521,129823
7933,505904
39854,82754
70757,141038
60165,195262
87935,174107
28523,119796
21053,439823
72102,103286
3907,583082
29856,145015
28665,167101
18038,265381
87528,127310
43154,221095
27852,79059
75571,100661
70778,218507
36080,227233
14098,123512
45831,117102
20733,347614
3902,500286
28449,463929
10998,354396
55357,432771
93527,208989
36523,123387
97544,395787
55390,257727
18445,186693
29321,54116
3440,246236
47022,263940
2558,340515
24620,53059
62664,63378
97358,370584
15436,123108
31805,72243
68405,199088
37770,110572
75859,256781
8045,164630
17853,181994
70532,71812
5843,145822
49436,225211
58540,194352
29530,125361
54180,257054
31044,64674
4287,258438
26408,165911
19529,305247
64644,124741
42784,118953
47952,87339
12167,148885
1431,319963
26711,190316
13612,177048
48449,162213
59868,385679
16262,162167
56150,121673
17240,216613
96025,186912
72040,57008
40370,177703
38321,109494
40037,132149
16748,71092
43773,117326
15424,106738
65745,122010
61842,109120
18322,242984
36518,135189
81055,225129
97449,207039
82331,222440
75433,134266
32949,406687
47024,143087
57025,196397
24248,89180
48140,228200
46051,154171
15148,50257
99556,182675
14715,61437
3602,209241
59422,176168
98564,299878
97026,315407
48891,135386
28133,155781
4443,103934
36432,84007
13060,175579
86436,184917
28435,148301
75417,87238
17302,214345
56438,140782
78940,341907
15456,112001
25921,64161
61748,206859
32181,150030
38477,129270
15956,73399
54228,156361
12487,284399
93242,227121
80654,289147
24271,101467
95428,309794
54747,130013
49799,118337
30303,216893
54437,120461
74363,82569
96103,298766
16731,71840
49232,184358
22958,394790
39160,78166
31637,102131
67579,92103
30473,92778
72006,39864
28670,110403
39362,109975
18092,342749
67107,164621
85938,147558
97538,307574
54135,261234
80133,405813
97042,565535
1827,551122
61956,82252
55001,562524
16617,127002
37888,133220
27820,74623
1257,390641
98253,576868
8832,363570
8063,154771
37852,84621
1337,257607
50237,290981
12458,187572
47340,106929
70661,95486
31716,99710
31560,127568
97417,198344
56256,63027
96731,646917
16154,173495
6442,345607
76569,159069
24281,73986
27054,171649
97753,604717
71346,127207
67013,107467
38034,89938
70039,136252
45882,131792
38737,57707
27816,128551
83226,183019
49887,90995
52801,113243
28167,150233
16678,100243
30648,161253
29482,2100901
78375,79392
28450,236702
37727,118949
50144,79560
71268,99053
99326,213583
66414,120943
13746,141544
42088,88262
28357,110784
38316,79792
16946,155910
72135,275251
7435,402405
85348,115817
39169,47764
78655,251808
63965,126510
54466,137472
63347,182506
73059,116427
45744,102124
70783,237886
8097,211163
47579,203364
12920,111701
51546,151175
98376,337192
3447,241687
29475,109012
74330,147447
44656,123199
26159,74541
5257,214701
43003,166960
53556,161003
30445,98167
97437,409446
74729,126111
1038,361626
76530,255229
30537,217928
12547,300806
40076,198706
60541,266483
78662,275611
80467,427814
65769,145242
38463,106837
65779,100946
51002,147247
25523,83130
1529,348161
41063,188778
8741,307599
17304,229977
21651,227175
50643,194716
60520,219722
35073,92310
6384,269234
17764,40247
2804,291152
1096,307444
56762,149269
57030,284771
75490,216144
62092,55290
43804,185518
56557,87836
48419,116590
84629,203977
45858,137753
1521,259954
55384,410343
62869,77157
50170,151674
75631,162722
67003,53185
73007,376076
47355,106086
31075,116450
21541,371732
36769,79967
29809,108753
61528,247555
28395,168396
45767,80096
23102,324822
35188,170597
27562,427001
84317,616392
54819,107529
83622,325609
43780,155446
43516,114412
35987,150071
78950,332288
16145,155846
37306,183789
29685,789088
30182,164057
97469,190606
10974,376046
85358,176424
43521,110398
45645,107779
47471,102968
44882,107297
71861,68825
93532,334784
65644,165298
53929,103291
13646,95654
97017,514883
76524,194039
6783,652098
38367,101586
71846,97051
48659,90498
19562,174020
83332,236670
49664,317832
97498,366800
58474,123160
97846,347894
88029,63100
21631,220991
72355,54952
44401,203677
11568,2200175
82513,268759
93205,139394
12779,149591
80813,211854
62550,106920
66539,193162
37335,145971
1436,283665
71958,80373
71071,85071
73945,84133
17889,218428
87323,95638
67663,104250
54666,135985
65259,111328
47368,99633
21738,679200
54947,221977
55080,284986
44666,202741
49032,141664
59730,827800
11724,1223506
54629,165774
49252,123304
72142,181804
51239,189516
66090,106628
41562,43359
41059,184516
67505,105928
4757,151614
46788,300871
56630,129680
52227,245287
38450,95666
62082,36082
28373,187539
79013,95855
80720,145595
12106,303237
36279,134551
2881,429236
85638,152715
5262,243490
39766,141299
7641,693699
38833,82106
61529,131881
39752,114595
30206,198871
99169,138547
48069,369952
13618,159935
69210,81930
82426,146197
8020,280595
14731,234088
15935,94006
53932,242659
49908,113839
75851,143339
27024,121827
1050,241730
24983,92344
95524,552616
55047,479673
85534,131226
16116,136507
65661,79013
93222,297740
23882,123734
46543,273048
28622,150282
41553,42800
8733,193804
67526,79884
6330,220466
56381,180956
5261,188941
52211,133903
49272,209482
28125,306416
98206,355117
37060,326359
61250,129068
29584,87866
95690,445205
46390,188540
68739,157952
47959,107494
29546,56087
47383,145477
29009,79320
49766,115394
12776,209962
68361,108394
73131,288452
49644,118488
4981,213317
44840,171144
19372,291972
44677,177209
55769,135115
72952,132522
55360,303493
22841,273092
45715,125465
78152,272314
25571,70498
54101,238753
62910,72019
67637,119885
49620,176667
17747,186847
24440,210546
24328,164743
85630,207617
4258,270547
42045,110430
54745,231897
76055,99152
3217,197296
67748,117763
68840,186795
20662,299498
45064,186729
18623,161454
28743,186384
77426,347185
71749,97992
48475,98612
8828,287437
85533,71228
40516,225003
11964,1142204
72943,86904
15067,101190
4363,202339
50115,95716
54202,290480
66748,72565
19043,228879
44423,121349
87026,53407
29547,136417
63468,87319
49043,149400
39657,124532
50563,116681
62890,104379
55389,201264
57380,124798
32062,185661
54141,244119
37847,85356
16143,162800
66054,218995
61020,169502
22967,259609
49310,119605
42776,147701
38015,132215
55397,259961
6438,322947
46068,173280
48822,244424
63627,157469
36742,134927
56477,133699
1022,148890
98356,232479
37052,241518
53570,187015
70356,136593
33857,167508
80828,166410
39116,121116
88044,198880
41002,92638
55783,196596
71720,47746
41093,81058
97883,176468
26542,115978
80459,337398
76665,143435
23175,270456
61011,235465
27559,266373
59872,218663
20751,395187
41774,54718
12072,142622
25003,107451
54209,263806
98947,239248
93272,191103
98241,321058
23867,91236
43944,109379
95319,286911
61734,114591
97455,513108
38563,169916
41189,70101
1537,268007
26149,79011
62237,127847
95311,244582
2575,915062
62917,74786
49688,128170
21757,349537
42048,93684
12154,225411
46770,168577
3046,347995
24174,149643
61817,106469
26035,105295
3869,315307
88048,136197
40440,91219
27355,161184
54446,94932
65674,100588
44814,178847
62468,83834
29137,100152
16153,149056
67356,55864
19941,204792
20861,643856
82514,240736
68978,53469
71275,86149
50060,89768
52356,166528
74041,173192
16442,191750
22624,347782
98325,353998
62281,235722
83210,172773
45659,74344
47342,126984
5822,145625
47338,99815
30805,155082
73433,89915
38341,103814
56750,141565
31079,80534
21539,65124
26218,89873
35984,151772
49305,83223
13040,113921
23923,143099
38488,181196
7946,580850
30450,106667
31037,57905
44637,139338
75155,128435
55027,260804
49653,437099
1128,233475
6757,362120
21837,179077
96752,467259
76430,121876
4355,234089
17967,131527
65275,119604
76534,208211
89021,362402
80512,476997
72619,124686
95567,336350
83850,184733
42406,111555
6256,198421
30256,183522
79041,69265
49639,107353
30630,153571
29056,57040
5032,248096
41141,54528
3785,203095
24312,82663
2630,621627
80103,465491
81069,226812
74085,85123
40117,168342
37047,166491
45832,115180
43557,119278
17365,225160
31775,94774
72642,151976
16637,132488
56065,178169
43554,104130
25976,67628
16929,161724
40109,209727
17938,139892
23883,215583
76570,84541
45101,109995
36879,273606
15046,182402
70652,153380
47613,176340
40387,64905
16641,78304
4537,340065
3237,277015
35540,107945
10588,452236
46747,157245
96032,225287
50063,228622
72064,87557
22534,270527
16061,166658
86320,149521
97623,188581
51001,129180
43060,151015
50579,84337
1080,209441
49759,116081
54658,217331
26142,96242
17264,112535
87710,318929
6039,600884
4694,105627
29590,60537
40461,187288
32420,135550
57744,331942
57745,298688
65679,163108
65588,92436
50072,217568
40759,78301
39176,111784
72137,124423
35744,113172
73573,43563
71485,244505
14847,149075
4947,260404
55341,359823
13120,110383
71454,92852
61726,104324
6377,237496
2367,453503
96772,278167
10963,278430
3255,367500
88316,188049
14525,147819
58220,114475
67144,168039
56209,176170
71762,78348
38553,125237
42120,75841
36069,124754
13044,159893
13613,80191
12491,303289
29126,191270
70559,85682
35564,85012
38773,53683
37079,150889
39423,90382
49683,169370
55354,212605
93283,139541
52328,307498
43749,131546
84631,195280
72738,187245
50169,188740
98568,260864
48818,145929
44608,136116
87415,156396
29437,203393
48417,152214
28526,89951
15618,121671
43569,133118
78579,75453
15035,79413
43518,121617
66066,182107
38642,108662
29038,103218
52625,134748
55940,209912
53015,180152
95918,499979
95441,943302
44412,186061
65349,69179
97366,364341
54473,178067
86511,309140
53820,144722
27890,37376
18470,124196
14873,102399
39039,109800
56571,272714
28709,256985
38041,72729
66439,65145
36453,89261
43942,99111
1351,269847
56159,110120
40078,119143
37012,150005
62958,157489
18218,41817
13606,157648
99676,144519
22620,379813
37149,255716
44880,174160
31807,261634
29162,102674
38080,56282
72473,62336
46994,118776
38317,67854
50658,121078
68023,299943
47633,147056
5667,240300
71430,144886
53049,242122
43155,208066
96714,1182406
31091,72955
62326,59151
82729,248508
44843,147322
36319,96041
65713,156143
41003,115720
24747,56340
12921,171023
49777,187432
30056,209684
39140,93075
15027,149728
95641,372928
55368,255825
7865,327536
33493,107669
4652,138116
30552,358794
43988,116878
16421,169651
29448,180068
43149,172662
67860,143660
74080,201098
49259,193359
67835,158994
66524,161848
64673,64036
42202,93771
20198,744918
38948,81130
94957,3359990
40372,171164
62216,191392
81648,196275
77482,164509
68061,120032
4029,258485
5458,336488
71419,88700
16844,219055
5048,310763
74131,172850
49968,55583
74964,79680
53502,199743
75480,344960
76093,211544
72127,86542
15050,200637
63369,232363
47920,219272
14775,73298
31778,134055
30258,164151
54028,222254
38601,132743
29742,138433
37872,112348
74871,110238
17040,195600
36276,79650
7074,447807
49755,140415
56510,96789
68037,227615
74502,119703
80536,471596
68748,101436
71073,136055
4627,225295
52637,136183
49616,164539
81639,335095
55003,322720
23872,113811
22435,146598
61561,113497
30251,132883
46940,123577
78409,144558
3266,195942
64755,166943
38633,96036
13648,93719
42166,88399
28698,238431
26851,122368
72438,96311
40011,135801
13101,116678
65725,158078
15759,149883
83420,246151
46784,199361
43748,107394
14813,76502
50601,130876
53944,137426
38658,112947
50854,78288
55049,200652
66070,155439
43137,227466
87937,151482
97875,191380
41222,92962
61024,138824
73169,245531
79245,47676
61281,183332
39851,73425
55965,179473
60157,356803
15142,553397
23043,328577
32358,166895
62677,168830
85553,245272
87001,277505
40806,67534
12581,380401
76656,126998
97380,273030
97443,268942
23888,152062
4441,189960
37018,217538
13656,129908
38366,120809
28444,110909
16350,112708
28679,276071
17098,82933
23109,252398
46161,166260
31001,77256
50574,81894
74339,35022
11749,413381
56208,66978
12814,481341
2666,698995
24520,87974
38069,92559
44878,114632
54009,220580
99347,154224
56361,186230
62442,72257
87016,123683
3221,274247
77420,119199
49130,268611
50250,128824
54111,165999
30072,206768
14170,266320
54486,107665
13042,143042
98394,592910
11931,529131
68450,103886
13110,210218
27812,89559
51050,160242
48819,202596
83429,357617
62067,165176
75486,176953
54876,299818
27806,78611
42023,81043
64402,84008
17502,233667
42404,53079
31749,108426
3844,560781
2303,445372
62501,126099
40068,256068
79831,316885
97495,402591
64136,186201
6334,246285
51346,92065
71032,158240
17094,166891
31542,133673
12780,221766
14735,89719
30568,210301
29474,125738
15938,88850
23966,171117
95255,265687
13408,137988
28515,98066
70528,83416
53515,282277
63876,69241
3455,209238
95947,191406
36376,110811
45814,159411
63549,109569
3256,286622
54616,124304
14809,90536
72411,85697
36036,99642
50207,142433
81120,151716
93238,243458
38665,127421
28684,289861
56547,229197
37097,97784
52656,147270
13092,143914
45162,211555
47115,136558
21531,128511
14561,160789
2725,337164
41256,116001
64454,184858
35019,126049
50261,278062
36051,200392
59825,350413
15554,156892
28464,99291
46147,216408
49339,200925
83113,244971
45647,111610
5356,301170
45370,309952
58012,222672
65324,245315
26180,103688
56551,193392
54614,193330
90058,469893
60476,127947
53170,224943
4047,229109
4928,111710
49220,183500
12455,199520
6235,224446
17087,204043
31825,47829
64779,87046
38255,71561
65669,223885
24162,155609
76624,230759
16327,125535
2651,490396
21132,393876
67431,165336
54943,139661
72940,127509
39664,158719
78379,186088
87556,231443
18930,408282
4553,294645
43719,125413
43001,292352
6777,469097
21155,399207
78113,294277
24649,61200
77430,241006
37201,380987
16052,225322
61760,87677
35618,76681
5677,398396
54849,241491
35752,115401
60953,68181
26184,126859
44818,114467
55007,160442
1842,347426
66021,202073
54443,208146
49030,117462
49446,147461
16222,127401
37026,170281
86024,341402
7505,177217
44215,145728
95469,370129
71369,93872
4087,282592
44048,139794
22644,219670
75651,138396
74883,58955
51039,162257
85145,214754
17329,268861
42266,152587
71833,71714
55955,334160
12583,338843
36852,149051
58045,150557
63055,301827
19310,259982
61723,114506
21874,188138
73057,70430
12440,321165
2671,511890
27553,153224
29712,141647
52773,188116
74469,83589
37866,256924
98537,234391
96027,215023
38573,141745
76629,119511
49640,209047
28615,157592
48857,155212
3905,503635
72039,127075
42087,81938
5751,252598
88023,77401
97435,211636
6247,248339
95246,346225
43730,57444
72348,99861
3251,236246
17565,282949
21678,216920
65571,137190
78638,291187
45325,179350
45657,83416
13622,172654
45880,101469
84654,188316
42081,78688
41049,113150
15468,67005
79520,78489
12197,131397
18850,150878
24120,131966
53114,200673
3224,306056
49788,60687
16646,71473
65014,136123
37881,109993
18214,143583
14541,194236
30428,90979
18917,338189
12056,255501
74740,75634
22514,202936
67546,170782
44836,120314
26147,56901
38356,127551
81326,452400
76035,354848
18656,179125
39464,118345
53561,324148
4353,187416
12788,180689
30627,113985
25537,99180
24589,93917
42274,177518
54618,131091
42058,97783
44411,160729
22843,241815
37145,131637
38925,78731
47232,188337
92230,234738
98588,363515
65717,137819
32187,164949
30411,86439
28606,154945
83539,275871
59421,243855
54622,135223
54547,197366
2808,288910
49051,193582
46056,186704
20677,440401
1613,323873
56131,121356
53007,180223
5830,151409
15486,148722
40107,184700
36032,83682
40935,49061
13332,101071
50669,139166
21160,318397
53153,344615
28617,186397
49241,178563
84333,312278
16611,152936
70455,164155
42409,76667
62691,87299
36053,56524
6782,227317
4634,163367
7077,329685
12996,160267
49747,166434
54014,221766
10537,291786
27888,99836
4253,217710
32359,145359
43358,168514
96762,998453
48022,237588
46130,213922
60146,188074
24472,237141
15442,77862
98320,298948
65582,151710
4970,261041
18077,350347
49751,136864
24085,134577
54824,179155
14012,168895
71851,58504
54245,189132
94923,1079865
95573,264499
49034,185800
5486,418182
47850,99489
93426,496195
22952,218318
97431,414276
4911,90539
13679,131832
1262,503754
66783,65248
74932,93310
15458,96334
93626,496026
12912,121726
52043,115347
48748,103444
3258,343899
60184,505101
52159,127761
78873,223901
61843,146801
12926,101094
65787,266289
48742,109165
88311,82174
29468,135468
16822,143655
31765,111049
56232,85310
12981,137447
12918,145566
87825,129571
33122,1075756
79359,91164
36782,78835
13495,124386
54435,155388
98828,343310
55952,225537
48835,214701
49309,87093
52322,254497
50675,132213
61533,120573
74941,83312
31303,191036
40486,65156
48159,198720
4660,576213
29729,106676
74940,100125
3245,408858
53968,95856
48414,139734
48886,132602
70049,71420
35981,103543
54460,86427
62080,79844
12764,241745
98586,159469
58257,138958
56528,291511
68465,124357
15954,94070
78393,105495
68731,169629
77335,97870
24555,125778
14139,269775
13658,88264
49026,147225
20117,792580
28538,109089
44510,25533
51455,109888
61469,72161
14741,136869
58329,76322
56296,54548
68713,145865
76443,93075
13736,123315
68869,133630
62882,107338
98377,219127
38846,91912
71845,47578
78656,189902
83612,201422
50247,148749
60922,156392
54896,141252
31565,220379
53951,187079
64019,209390
71016,59402
54112,123627
4924,149871
25275,108838
95968,227470
23922,115447
26386,69062
48877,115001
21625,285831
61284,184946
50228,158124
17047,217374
44645,206592
43901,83614
46919,108789
55396,119296
28423,105049
31738,134390
21798,377067
22469,228044
30634,135093
75643,141615
64725,178887
65039,265659
71956,76726
3830,332521
14716,112201
3057,411729
59063,341025
93667,354622
74726,107998
37178,125059
24243,72343
52151,163470
39769,141946
97360,252742
88252,134494
24067,193032
79241,96503
65011,175121
61427,88882
92365,154469
49713,163907
76366,97788
47951,104663
53035,233383
61326,103462
60424,146362
44629,111131
50833,86257
46172,149404
43128,106525
52336,187773
67851,182587
83873,133117
29163,105671
24176,494579
34216,1171403
28772,182539
14033,266107
93601,373091
10577,1320334
3887,249073
30668,112370
71051,150140
79083,78483
15535,188698
12916,91963
17536,344528
36353,84677
42027,146524
71378,53008
75436,102115
67030,205440
24324,186532
36035,99480
1515,296952
12496,320638
44807,110432
56586,260915
56072,172991
72029,61040
59821,316943
53011,222144
28119,63185
83855,208513
13673,130666
49070,193054
95525,379741
76270,284622
70733,178121
76511,184197
13164,207012
60958,47245
52206,252014
71371,115660
28521,118108
13420,359578
23866,185707
42020,144936
53585,169479
43071,186373
21635,268001
95960,375639
31019,139881
72562,84904
25515,82079
95416,600957
49795,128200
65351,106473
96705,534764
68347,235747
75929,141595
26833,132638
83833,604364
22637,300595
35135,231151
28436,123794
22610,318669
15438,95638
73048,114380
38568,118284
65284,176384
12501,332821
3216,284595
16914,142282
37014,678471
87021,63661
47977,135009
95333,241294
32694,159839
60145,222657
54247,187117
12578,362021
16922,83518
54639,121192
65647,114138
53507,230577
95452,1105797
5773,194477
54870,243611
17845,140954
69336,102704
27869,50012
39870,79431
31033,115128
62451,58144
51579,127347
49630,358109
28529,122726
72530,140989
93516,98721
13424,165915
23954,127569
17772,195925
16347,52415
35087,127212
48460,166808
50140,84506
53044,280054
54004,166737
37345,117934
16434,93798
35443,59935
7711,1237251
65767,131689
66073,176592
62548,105409
55974,154857
53576,170163
52045,214213
44675,146505
4263,209891
89822,157574
27315,119950
87522,192648
14879,103846
48834,139184
22448,208189
16120,173828
35078,194431
46539,141619
47108,120082
10511,414987
71765,47038
42452,130448
32625,236304
49719,147821
13363,204729
66075,78981
37309,137341
71226,257575
16936,147767
45682,83848
63060,179891
43973,109307
4750,75065
46772,214398
37095,160410
72366,29533
85342,315308
21871,135383
39756,93209
93545,243749
68779,144102
66088,147805
81073,103614
17244,203215
48815,200810
49753,131807
4860,325329
78147,170650
72354,44435
14560,144226
31020,74215
53002,236690
25033,90329
81236,430759
45346,116563
28091,64111
36767,49194
66967,59997
81524,465271
25422,142120
12149,150555
28369,64300
98635,348387
48628,148915
5759,223597
14782,113384
44086,193458
26031,45869
5059,324794
50472,146429
6763,347054
77872,215585
48851,156999
77880,290434
35677,107751
97442,173615
56511,337103
63967,149536
49730,135607
14516,120036
63377,257170
29525,75032
54156,93682
36028,100565
25825,142018
72434,92018
31830,127853
56340,245731
27980,135333
37350,633771
3465,176433
50619,129848
11569,811086
47841,93157
49092,126767
57369,136560
74032,141145
14724,158112
45873,89839
2650,1144163
56312,209735
95245,317549
53919,153337
39342,130160
51521,139266
4555,264850
30441,78107
23833,198334
3836,314830
7606,470830
83852,385612
57366,111419
53516,165241
42352,72602
18503,94498
50240,214482
51560,141984
91962,481902
54423,240921
12903,171557
24571,148284
8310,190865
47838,91143
25559,101090
13812,122962
18321,201490
96146,766171
23921,139897
16123,184603
61030,87024
64671,177632
25555,98651
45658,115773
71764,33162
56628,183892
62466,45651
65707,115805
65243,191264
74130,51316
46702,113008
61833,55043
14722,437085
65724,105547
64742,178911
5674,278644
35671,175979
40873,53544
57451,212724
85137,113264
54540,207052
52332,188422
25823,70664
81019,245515
27814,128125
15474,77599
16669,153411
42234,78842
20006,255345
62458,70390
12870,224587
72645,84991
23083,174298
23047,307212
4854,314591
27920,304894
43148,202838
98822,346032
76554,159064
14806,75938
7980,494835
87566,163060
21917,289565
47634,114412
43977,86765
24311,91473
76945,98067
16912,113442
54539,211897
37318,79392
83615,353483
12723,238621
25882,33406
14826,92266
12928,141465
4472,166460
62379,81678
15437,191269
14171,128492
12740,230221
15034,80034
38425,112762
68883,155375
5354,236574
47513,110363
77983,127847
55750,74945
24128,204570
75705,140014
12523,261806
75456,133133
64740,105139
15724,107730
72843,98589
8740,232598
62844,53276
95638,685579
49410,106882
75930,89514
64469,147764
6060,364461
71027,173371
75668,60613
12193,215997
52565,119888
68756,94412
67017,208277
38374,95214
97836,157279
62935,83056
69334,108725
97049,349667
52076,123074
6058,343000
21520,183617
56531,122644
36868,108837
52324,245979
61028,122598
39834,130927
95975,499140
73550,31361
13640,322830
4988,183023
73762,174886
65786,128846
22724,461748
79064,57911
31098,122967
36005,95768
13327,140161
99181,235711
25917,56934
29593,50627
38580,154375
84535,194706
62907,120352
10973,337308
49095,225681
72658,166736
96783,407136
76351,85472
30541,219519
27046,136784
12521,289013
13697,83848
13459,131123
92242,94442
18053,282695
14814,191386
23410,186867
37726,110552
81131,226778
55706,86359
41219,67391
42160,106980
45306,159167
4493,131351
5828,214561
4971,164899
13416,135978
15469,146489
19373,627412
22454,199514
11965,1410724
62347,120255
14544,189445
78055,244991
74727,62229
87036,103395
62926,78363
14427,110891
57212,185312
96765,734169
61924,59515
37892,88239
29001,104217
85337,135763
86332,227345
49011,129340
91916,474479
96796,505206
46070,111026
46939,101982
50276,173476
76859,192281
12859,264629
10984,452800
13409,111638
23898,236626
49950,161956
54821,270152
28510,224313
61491,78039
14747,99571
29114,78769
98303,374212
47954,142107
17086,171180
14422,141624
55074,276023
97112,301180
67058,67920
65772,140927
26710,124809
36475,98503
27508,141286
72324,71430
18464,211418
48767,81571
35461,120747
50851,103029
71039,88105
66712,76590
37809,104792
92391,290734
33786,659774
97738,147737
24467,274402
63015,188839
26347,72854
4965,142669
53586,102932
13654,80278
13625,119651
17860,184671
27927,566209
53091,220236
43946,120043
29664,161621
27343,380379
28745,293156
1034,290308
4958,158320
6068,590785
17009,92134
89439,594911
65663,162147
13076,151966
46031,211290
47373,62170
47145,116862
56264,94686
95426,260836
13324,106861
52747,176084
15722,93492
74825,89969
97018,376613
93553,319917
81140,142563
38774,49417
28573,114271
13160,150815
23071,274003
79546,88628
60927,141434
40142,151350
31562,120922
24165,95624
56098,173521
45054,297292
74061,145750
44849,83754
2898,332221
26679,72212
39478,115673
61756,112141
12958,120399
41722,60536
12451,198643
72853,63937
50629,175502
26571,68203
62271,130053
27950,253231
77865,212252
42343,65265
