zip,votes_dem,votes_gop,votes_other
501,,,
1001,55.09589451603236,39.07202077714514,5.832084706822496
1002,66.26266391072744,26.833921883833845,6.903414205438728
1003,66.28527007494321,26.830157052800352,6.884572872256435
1004,66.28527007494321,26.830157052800352,6.884572872256434
1005,51.74291024012263,41.2466008000588,7.010488959818568
1007,66.28527007494321,26.830157052800352,6.884572872256435
1008,55.68233371125182,38.455824698513865,5.861841590234305
1009,,,
1010,54.99749339469553,39.13583888515977,5.866667720144693
1011,56.40330047002241,37.64553432048757,5.951165209490022
1012,66.28527007494321,26.830157052800352,6.884572872256435
1013,55.09589451603236,39.07202077714514,5.832084706822495
1014,55.09589451603236,39.072020777145134,5.832084706822494
1020,55.095894516032374,39.07202077714514,5.832084706822496
1021,55.09589451603236,39.07202077714514,5.832084706822496
1022,55.095894516032374,39.07202077714514,5.832084706822497
1026,66.33577559886052,26.797299706871474,6.866924694267997
1027,66.28527007494321,26.830157052800352,6.884572872256435
1028,55.09589451603236,39.07202077714514,5.832084706822496
1029,67.49655076193281,26.042134962097137,6.461314275970049
1030,55.095894516032374,39.07202077714514,5.832084706822497
1031,51.74291024012263,41.2466008000588,7.01048895981857
1032,66.28527007494321,26.830157052800352,6.884572872256435
1033,66.26606409586458,26.8511695728767,6.882766331258733
1034,55.09589451603236,39.07202077714514,5.832084706822495
1035,66.28527007494321,26.830157052800352,6.884572872256435
1036,55.09589451603236,39.07202077714514,5.832084706822495
1037,51.74291024012264,41.2466008000588,7.01048895981857
1038,66.28527007494321,26.830157052800352,6.884572872256434
1039,65.88611533834478,26.896632290490714,7.217252371164502
1040,55.09589451603236,39.07202077714514,5.832084706822496
1041,55.09589451603236,39.07202077714514,5.832084706822496
1050,64.80724961361572,28.44720216618516,6.745548220199102
1053,66.28527007494321,26.830157052800345,6.884572872256434
1054,64.15089372680127,27.18561613183457,8.66349014136415
1056,55.09589451603236,39.07202077714514,5.832084706822496
1057,55.095894516032374,39.07202077714514,5.832084706822496
1059,,,
1060,66.28527007494323,26.830157052800352,6.884572872256435
1061,66.28527007494321,26.830157052800352,6.884572872256434
1062,66.28527007494321,26.830157052800352,6.884572872256435
1063,,,
1066,66.28527007494321,26.830157052800352,6.884572872256435
1068,51.74291024012263,41.24660080005879,7.01048895981857
1069,55.13707096150501,39.02697121817063,5.835957820324355
1070,66.28062617217203,26.82606799508055,6.893305832747415
1071,55.09589451603236,39.07202077714514,5.832084706822495
1072,64.15089372680127,27.18561613183457,8.66349014136415
1073,66.22269804131714,26.898614698588773,6.87868726009409
1074,,,
1075,66.2852700749432,26.830157052800345,6.884572872256434
1077,55.09589451603236,39.07202077714514,5.832084706822495
1079,55.095894516032374,39.07202077714514,5.832084706822497
1080,55.09589451603235,39.07202077714514,5.832084706822495
1081,55.09589451603236,39.07202077714514,5.832084706822495
1082,65.33106104268862,27.778975095761837,6.889963861549542
1083,,,
1084,66.28527007494321,26.830157052800352,6.884572872256435
1085,55.09589451603236,39.07202077714514,5.832084706822496
1088,66.28527007494321,26.830157052800352,6.884572872256435
1089,55.09589451603236,39.07202077714514,5.832084706822496
1090,55.09589451603236,39.07202077714514,5.832084706822495
1092,,,
1093,64.15089372680127,27.18561613183457,8.663490141364152
1094,,,
1095,55.09589451603236,39.07202077714514,5.832084706822495
1096,66.05485084695117,26.868531075565887,7.076618077482938
1098,66.28527007494321,26.830157052800345,6.884572872256435
1101,55.09589451603236,39.07202077714514,5.832084706822495
1103,55.09589451603236,39.07202077714514,5.832084706822495
1104,55.09589451603236,39.07202077714514,5.832084706822496
1105,55.09589451603236,39.07202077714514,5.832084706822497
1106,55.09589451603236,39.07202077714514,5.832084706822496
1107,55.095894516032374,39.07202077714514,5.832084706822496
1108,55.09589451603235,39.07202077714514,5.832084706822495
1109,55.09589451603236,39.072020777145134,5.832084706822496
1111,,,
1115,,,
1116,55.09589451603236,39.07202077714514,5.832084706822495
1118,55.09589451603236,39.07202077714514,5.832084706822495
1119,55.09589451603236,39.07202077714514,5.832084706822495
1128,55.09589451603236,39.07202077714514,5.832084706822496
1129,55.09589451603236,39.07202077714514,5.832084706822495
1138,55.095894516032374,39.07202077714514,5.832084706822497
1139,55.09589451603236,39.07202077714514,5.832084706822495
1144,,,
1151,55.09589451603236,39.072020777145134,5.832084706822495
1152,,,
1199,,,
1201,67.49655076193281,26.042134962097137,6.461314275970049
1202,67.49655076193281,26.04213496209714,6.461314275970051
1220,67.49655076193281,26.042134962097137,6.461314275970049
1222,67.49655076193281,26.042134962097137,6.461314275970049
1223,67.47701272784703,26.06266438797107,6.460322884181906
1224,67.49655076193281,26.042134962097137,6.461314275970049
1225,67.49655076193281,26.04213496209714,6.461314275970049
1226,67.49655076193281,26.04213496209714,6.461314275970051
1227,67.49655076193281,26.04213496209714,6.461314275970051
1229,,,
1230,67.49655076193281,26.042134962097137,6.461314275970049
1235,67.44202067839197,26.07761056316933,6.480368758438722
1236,67.49655076193281,26.042134962097137,6.461314275970049
1237,67.49655076193281,26.042134962097137,6.461314275970049
1238,67.49655076193281,26.042134962097137,6.461314275970049
1240,67.49655076193281,26.04213496209714,6.461314275970051
1242,,,
1243,,,
1244,,,
1245,67.49655076193281,26.042134962097137,6.461314275970049
1247,67.48481609224743,26.046145646299802,6.46903826145278
1252,,,
1253,67.49655076193281,26.042134962097137,6.461314275970049
1254,67.49655076193281,26.042134962097137,6.461314275970051
1255,67.49655076193281,26.042134962097137,6.461314275970049
1256,67.49655076193281,26.042134962097137,6.461314275970049
1257,67.49655076193281,26.04213496209714,6.461314275970049
1258,67.49655076193282,26.04213496209714,6.461314275970049
1259,67.49655076193281,26.042134962097137,6.461314275970049
1260,67.49655076193281,26.042134962097137,6.461314275970049
1262,67.49655076193281,26.04213496209713,6.461314275970049
1263,,,
1264,67.49655076193281,26.042134962097137,6.461314275970049
1266,67.49655076193281,26.042134962097137,6.461314275970049
1267,67.49655076193281,26.04213496209714,6.461314275970049
1270,67.49655076193281,26.042134962097137,6.461314275970049
