SizeRank,Zip,RegionType,StateName,State,City,Metro,CountyName,ZHVI_3mo
11107,16150,Zip,PA,PA,Sharpsville,Youngstown-Warren-Boardman,Mercer County,102987
11107,39365,Zip,MS,MS,Union,,Newton County,102905
11107,72734,Zip,AR,AR,Gentry,Fayetteville-Springdale-Rogers,Benton County,183283
11107,70584,Zip,LA,LA,Sunset,Opelousas,Saint Landry Parish,171782
11107,24013,Zip,VA,VA,Roanoke,Roanoke,Roanoke City,96577
11112,71328,Zip,LA,LA,Deville,Alexandria,Rapides Parish,156757
11113,92359,Zip,CA,CA,Mentone,Riverside-San Bernardino-Ontario,San Bernardino County,384501
11114,8869,Zip,NJ,NJ,Raritan,New York-Newark-Jersey City,Somerset County,374261
11115,3755,Zip,NH,NH,Hanover,Claremont-Lebanon,Grafton County,662161
11116,6052,Zip,CT,CT,New Britain,Hartford-West Hartford-East Hartford,Hartford County,213813
11116,19333,Zip,PA,PA,Easttown Township,Philadelphia-Camden-Wilmington,Chester County,613781
11116,16438,Zip,PA,PA,Canadohta Lake,Meadville,Crawford County,106882
11116,30002,Zip,GA,GA,Avondale Estates,Atlanta-Sandy Springs-Roswell,Dekalb County,406852
11120,49727,Zip,MI,MI,East Jordan,,Charlevoix County,149971
11120,7421,Zip,NJ,NJ,West Milford,New York-Newark-Jersey City,Passaic County,301417
11122,1949,Zip,MA,MA,Middleton,Boston-Cambridge-Newton,Essex County,637482
11123,95202,Zip,CA,CA,Stockton,Stockton-Lodi,San Joaquin County,302678
11123,62707,Zip,IL,IL,Springfield,Springfield,Sangamon County,138670
11125,8850,Zip,NJ,NJ,Milltown,New York-Newark-Jersey City,Middlesex County,380809
11126,17032,Zip,PA,PA,Halifax Township,Harrisburg-Carlisle,Dauphin County,201247
11126,77465,Zip,TX,TX,Palacios,Bay City,Matagorda County,135272
11128,78722,Zip,TX,TX,Austin,Austin-Round Rock,Travis County,523979
11129,53018,Zip,WI,WI,Delafield,Milwaukee-Waukesha-West Allis,Waukesha County,455981
11129,47429,Zip,IN,IN,Ellettsville,Bloomington,Monroe County,200803
11129,81144,Zip,CO,CO,Monte Vista,,Rio Grande County,166667
11132,65018,Zip,MO,MO,California,Jefferson City,Moniteau County,148727
11133,35614,Zip,AL,AL,Athens,Huntsville,Limestone County,151505
11133,33956,Zip,FL,FL,Saint James City,Cape Coral-Fort Myers,Lee County,344096
11135,13856,Zip,NY,NY,Town of Walton,,Delaware County,136127
11135,82401,Zip,WY,WY,Worland,,Washakie County,176238
11135,76043,Zip,TX,TX,Glen Rose,Dallas-Fort Worth-Arlington,Somervell County,239095
11138,35952,Zip,AL,AL,Snead,Birmingham-Hoover,Blount County,160371
11139,65473,Zip,MO,MO,Saint Robert,Fort Leonard Wood,Pulaski County,186155
11140,65240,Zip,MO,MO,Centralia,Columbia,Boone County,163686
11141,37080,Zip,TN,TN,Nashville,Nashville-Davidson--Murfreesboro--Franklin,Davidson County,249267
11141,75210,Zip,TX,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,105526
11141,93622,Zip,CA,CA,Firebaugh,Fresno,Fresno County,228246
11141,76634,Zip,TX,TX,Clifton,,Bosque County,129749
11141,88345,Zip,NM,NM,Ruidoso,Ruidoso,Lincoln County,217388
11146,28759,Zip,NC,NC,Mills River,Asheville,Henderson County,359088
11147,29835,Zip,SC,SC,Mc Cormick,,McCormick County,81092
11147,43713,Zip,OH,OH,Barnesville,Wheeling,Belmont County,117897
11147,17349,Zip,PA,PA,New Freedom,York-Hanover,York County,287280
11150,55045,Zip,MN,MN,Lindstrom,Minneapolis-St. Paul-Bloomington,Chisago County,308624
11151,20736,Zip,MD,MD,Owings,Washington-Arlington-Alexandria,Calvert County,481259
11152,37034,Zip,TN,TN,Chapel Hill,Lewisburg,Marshall County,257079
11153,44255,Zip,OH,OH,Mantua,Akron,Portage County,209054
11154,81303,Zip,CO,CO,Durango,Durango,La Plata County,451375
11154,78616,Zip,TX,TX,Cedar Creek,Austin-Round Rock,Bastrop County,220219
11154,17038,Zip,PA,PA,Union Township,Lebanon,Lebanon County,220374
11157,75457,Zip,TX,TX,Mount Vernon,,Franklin County,168376
11157,18034,Zip,PA,PA,Upper Saucon Township,Allentown-Bethlehem-Easton,Lehigh County,386224
11159,48457,Zip,MI,MI,Montrose,Flint,Genesee County,146016
11159,54669,Zip,WI,WI,West Salem,La Crosse-Onalaska,La Crosse County,251183
11161,37708,Zip,TN,TN,Morristown,Morristown,Hamblen County,143779
11161,12009,Zip,NY,NY,Guilderland,Albany-Schenectady-Troy,Albany County,279291
11161,36323,Zip,AL,AL,Elba,Enterprise,Coffee County,84714
11161,15126,Zip,PA,PA,Imperial-Enlow,Pittsburgh,Allegheny County,213950
11165,74044,Zip,OK,OK,Mannford,Tulsa,Creek County,143556
11165,1473,Zip,MA,MA,Westminster,Worcester,Worcester County,349183
11167,95327,Zip,CA,CA,Jamestown,Sonora,Tuolumne County,301948
11167,51334,Zip,IA,IA,Estherville,,Emmet County,89261
11167,49327,Zip,MI,MI,Grant,,Newaygo County,153851
11170,28782,Zip,NC,NC,Tryon,,Polk County,242056
11170,44813,Zip,OH,OH,Bellville,Mansfield,Richland County,171134
11170,70090,Zip,LA,LA,Vacherie,New Orleans-Metairie,Saint James Parish,121591
11173,43832,Zip,OH,OH,Newcomerstown,New Philadelphia-Dover,Tuscarawas County,86057
11173,42129,Zip,KY,KY,Edmonton,Glasgow,Metcalfe County,88588
11173,54020,Zip,WI,WI,Osceola,,Polk County,234728
11173,98249,Zip,WA,WA,Freeland,Oak Harbor,Island County,554550
11177,3220,Zip,NH,NH,Belmont,Laconia,Belknap County,267528
11179,2338,Zip,MA,MA,Halifax,Boston-Cambridge-Newton,Plymouth County,409116
11180,10930,Zip,NY,NY,Woodbury,New York-Newark-Jersey City,Orange County,365439
11180,28090,Zip,NC,NC,Belwood,Shelby,Cleveland County,117519
11180,2828,Zip,RI,RI,Greenville,Providence-Warwick,Providence County,357819
11183,98236,Zip,WA,WA,Clinton,Oak Harbor,Island County,583259
11184,68117,Zip,NE,NE,Omaha,Omaha-Council Bluffs,Douglas County,162430
11184,14470,Zip,NY,NY,Murray,Rochester,Orleans County,131186
11186,83467,Zip,ID,ID,Salmon,,Lemhi County,234173
11187,28128,Zip,NC,NC,Norwood,Albemarle,Stanly County,159970
11187,41041,Zip,KY,KY,Flemingsburg,,Fleming County,94294
11189,34602,Zip,FL,FL,Brooksville,Tampa-St. Petersburg-Clearwater,Hernando County,197013
11189,45430,Zip,OH,OH,Beavercreek,Dayton,Greene County,223509
11191,23168,Zip,VA,VA,Toano,Virginia Beach-Norfolk-Newport News,James City County,320703
11192,3049,Zip,NH,NH,Hollis,Manchester-Nashua,Hillsborough County,525406
11193,49437,Zip,MI,MI,Montague,Muskegon,Muskegon County,180955
11194,8312,Zip,NJ,NJ,Clayton,Philadelphia-Camden-Wilmington,Gloucester County,179763
11194,49046,Zip,MI,MI,Delton,Grand Rapids-Wyoming,Barry County,198531
11196,1833,Zip,MA,MA,Georgetown,Boston-Cambridge-Newton,Essex County,545191
11197,39476,Zip,MS,MS,Richton,Hattiesburg,Perry County,109621
11197,33762,Zip,FL,FL,Feather Sound,Tampa-St. Petersburg-Clearwater,Pinellas County,242993
11197,32040,Zip,FL,FL,Glen Saint Mary,Jacksonville,Baker County,220134
11197,62557,Zip,IL,IL,Pana,Taylorville,Christian County,67822
11201,48048,Zip,MI,MI,New Haven,Detroit-Warren-Dearborn,Macomb County,212972
11201,93647,Zip,CA,CA,Orosi,Visalia-Porterville,Tulare County,212080
11204,48650,Zip,MI,MI,Pinconning,Bay City,Bay County,130560
11205,63016,Zip,MO,MO,Cedar Hill,St. Louis,Jefferson County,189200
11206,6035,Zip,CT,CT,Granby,Hartford-West Hartford-East Hartford,Hartford County,277025
11207,75440,Zip,TX,TX,Emory,,Rains County,193920
11208,28675,Zip,NC,NC,Sparta,,Alleghany County,158043
11208,14057,Zip,NY,NY,Town of Eden,Buffalo-Cheektowaga-Niagara Falls,Erie County,226017
11208,2814,Zip,RI,RI,Glocester,Providence-Warwick,Providence County,336799
11208,28530,Zip,NC,NC,Grifton,Greenville,Pitt County,105758
11212,98247,Zip,WA,WA,Everson,Bellingham,Whatcom County,454423
11213,53010,Zip,WI,WI,Campbellsport,Fond du Lac,Fond du Lac County,240955
11214,10923,Zip,NY,NY,West Haverstraw,New York-Newark-Jersey City,Rockland County,394155
11214,19311,Zip,PA,PA,Avondale,Philadelphia-Camden-Wilmington,Chester County,427023
11216,17547,Zip,PA,PA,Marietta,Lancaster,Lancaster County,210004
11217,52349,Zip,IA,IA,Vinton,Cedar Rapids,Benton County,140615
11218,73105,Zip,OK,OK,Oklahoma City,Oklahoma City,Oklahoma County,129416
11219,54165,Zip,WI,WI,Seymour,Appleton,Outagamie County,188990
11219,62231,Zip,IL,IL,Carlyle,St. Louis,Clinton County,126589
11219,36744,Zip,AL,AL,Greensboro,Tuscaloosa,Hale County,71258
11222,49854,Zip,MI,MI,Manistique,,Schoolcraft County,114811
11223,8035,Zip,NJ,NJ,Haddon Heights,Philadelphia-Camden-Wilmington,Camden County,319115
11223,29130,Zip,SC,SC,Ridgeway,Columbia,Fairfield County,210529
11223,26836,Zip,WV,WV,Moorefield,,Hardy County,114276
11223,28080,Zip,NC,NC,Iron Station,Charlotte-Concord-Gastonia,Lincoln County,250584
11223,60162,Zip,IL,IL,Hillside,Chicago-Naperville-Elgin,Cook County,220420
11228,24319,Zip,VA,VA,Chilhowie,,Smyth County,122519
11228,68110,Zip,NE,NE,Omaha,Omaha-Council Bluffs,Douglas County,89845
11228,41014,Zip,KY,KY,Covington,Cincinnati,Kenton County,109710
11231,54568,Zip,WI,WI,Woodruff,,Vilas County,200432
11233,1240,Zip,MA,MA,Lenox,Pittsfield,Berkshire County,399470
11233,41858,Zip,KY,KY,Whitesburg,,Letcher County,62040
11235,93286,Zip,CA,CA,Woodlake,Visalia-Porterville,Tulare County,220717
11236,28398,Zip,NC,NC,Warsaw,,Duplin County,75049
11236,36603,Zip,AL,AL,Mobile,Mobile,Mobile County,34374
11238,46124,Zip,IN,IN,Edinburgh,Indianapolis-Carmel-Anderson,Johnson County,147595
11239,29123,Zip,SC,SC,Pelion,Columbia,Lexington County,147594
11239,17368,Zip,PA,PA,Lower Windsor Township,York-Hanover,York County,182964
11241,6762,Zip,CT,CT,Middlebury,New Haven-Milford,New Haven County,360616
11242,1564,Zip,MA,MA,Sterling,Worcester,Worcester County,409509
11242,66609,Zip,KS,KS,Topeka,Topeka,Shawnee County,162521
11244,62232,Zip,IL,IL,Caseyville,St. Louis,Saint Clair County,87800
11245,30683,Zip,GA,GA,Winterville,Athens-Clarke County,Clarke County,195271
11247,73084,Zip,OK,OK,Oklahoma City,Oklahoma City,Oklahoma County,90663
11247,46738,Zip,IN,IN,Garrett,Auburn,De Kalb County,117405
11249,30646,Zip,GA,GA,Hull,Athens-Clarke County,Madison County,179961
11250,93510,Zip,CA,CA,Acton,Los Angeles-Long Beach-Anaheim,Los Angeles County,684903
11251,49930,Zip,MI,MI,Hancock,Houghton,Houghton County,140299
11251,52742,Zip,IA,IA,De Witt,Clinton,Clinton County,193501
11253,38858,Zip,MS,MS,Nettleton,Tupelo,Itawamba County,98905
11253,95012,Zip,CA,CA,Castroville,Salinas,Monterey County,530518
11253,37330,Zip,TN,TN,Estill Springs,Tullahoma-Manchester,Franklin County,176659
11256,32347,Zip,FL,FL,Perry,,Taylor County,102439
11256,12946,Zip,NY,NY,Lake Placid,,Essex County,119412
11256,53533,Zip,WI,WI,Dodgeville,Madison,Iowa County,184297
11259,35953,Zip,AL,AL,Ashville,Birmingham-Hoover,Saint Clair County,190335
11259,77859,Zip,TX,TX,Hearne,College Station-Bryan,Robertson County,105395
11259,37030,Zip,TN,TN,Carthage,Nashville-Davidson--Murfreesboro--Franklin,Smith County,144721
11259,93240,Zip,CA,CA,Lake Isabella,Bakersfield,Kern County,162057
11263,60970,Zip,IL,IL,Watseka,,Iroquois County,79749
11264,28127,Zip,NC,NC,New London,,Montgomery County,201171
11264,92567,Zip,CA,CA,Nuevo,Riverside-San Bernardino-Ontario,Riverside County,398703
11264,95832,Zip,CA,CA,Sacramento,Sacramento--Roseville--Arden-Arcade,Sacramento County,329706
11267,17043,Zip,PA,PA,Lemoyne,Harrisburg-Carlisle,Cumberland County,185210
11267,96712,Zip,HI,HI,Haleiwa,Urban Honolulu,Honolulu County,1283010
11267,51566,Zip,IA,IA,Red Oak,,Montgomery County,81198
11267,45226,Zip,OH,OH,Cincinnati,Cincinnati,Hamilton County,352559
11267,3052,Zip,NH,NH,Litchfield,Manchester-Nashua,Hillsborough County,386583
11267,66053,Zip,KS,KS,Louisburg,Kansas City,Miami County,263736
11273,36522,Zip,AL,AL,Citronelle,Mobile,Mobile County,124766
11273,38562,Zip,TN,TN,Gainesboro,Cookeville,Jackson County,106703
11275,7645,Zip,NJ,NJ,Montvale,New York-Newark-Jersey City,Bergen County,603560
11276,40202,Zip,KY,KY,Louisville,Louisville/Jefferson County,Jefferson County,302835
11277,36310,Zip,AL,AL,Abbeville,Dothan,Henry County,94911
11277,19033,Zip,PA,PA,Folsom,Philadelphia-Camden-Wilmington,Delaware County,241584
11277,37890,Zip,TN,TN,Baneberry,Morristown,Jefferson County,153817
11280,48461,Zip,MI,MI,North Branch,Detroit-Warren-Dearborn,Lapeer County,172592
11281,48616,Zip,MI,MI,Chesaning,Saginaw,Saginaw County,131243
11281,44233,Zip,OH,OH,Hinckley,Cleveland-Elyria,Medina County,362056
11281,24558,Zip,VA,VA,Halifax,,Halifax County,112897
11281,95065,Zip,CA,CA,Santa Cruz,Santa Cruz-Watsonville,Santa Cruz County,1027172
11285,3222,Zip,NH,NH,Bristol,Claremont-Lebanon,Grafton County,251159
11285,13732,Zip,NY,NY,Town of Owego,Binghamton,Tioga County,166780
11285,1267,Zip,MA,MA,Williamstown,Pittsfield,Berkshire County,330644
11288,8801,Zip,NJ,NJ,Clinton Township,New York-Newark-Jersey City,Hunterdon County,426865
11288,7930,Zip,NJ,NJ,Chester Township,New York-Newark-Jersey City,Morris County,619629
11290,44827,Zip,OH,OH,Crestline,Bucyrus,Crawford County,81228
11290,37915,Zip,TN,TN,Knoxville,Knoxville,Knox County,135700
11290,35748,Zip,AL,AL,Gurley,Huntsville,Madison County,243736
11290,3561,Zip,NH,NH,Littleton,Claremont-Lebanon,Grafton County,217403
11294,17074,Zip,PA,PA,Oliver Township,Harrisburg-Carlisle,Perry County,172607
11295,54724,Zip,WI,WI,Bloomer,Eau Claire,Chippewa County,188314
11296,77480,Zip,TX,TX,Sweeny,Houston-The Woodlands-Sugar Land,Brazoria County,176340
11296,4843,Zip,ME,ME,Camden,,Knox County,404623
11296,32465,Zip,FL,FL,Wewahitchka,Panama City,Gulf County,86056
11299,24550,Zip,VA,VA,Evington,Lynchburg,Campbell County,192850
11300,48848,Zip,MI,MI,Laingsburg,Owosso,Shiawassee County,221858
11300,37074,Zip,TN,TN,Hartsville,Nashville-Davidson--Murfreesboro--Franklin,Trousdale County,136749
11302,54114,Zip,WI,WI,Crivitz,Marinette,Marinette County,125644
11303,64034,Zip,MO,MO,Greenwood,Kansas City,Jackson County,274402
11304,75941,Zip,TX,TX,Diboll,Lufkin,Angelina County,109231
11305,37187,Zip,TN,TN,White Bluff,Nashville-Davidson--Murfreesboro--Franklin,Dickson County,219620
11306,55386,Zip,MN,MN,Victoria,Minneapolis-St. Paul-Bloomington,Carver County,466333
11306,29676,Zip,SC,SC,Salem,Seneca,Oconee County,327759
11309,70087,Zip,LA,LA,Saint Rose,New Orleans-Metairie,Saint Charles Parish,165497
11309,95119,Zip,CA,CA,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1075718
11311,55920,Zip,MN,MN,Byron,Rochester,Olmsted County,308652
11312,26416,Zip,WV,WV,Philippi,,Barbour County,82043
11313,84701,Zip,UT,UT,Richfield,,Sevier County,217761
11313,65079,Zip,MO,MO,Sunrise Beach,,Camden County,281634
11315,53128,Zip,WI,WI,Pell Lake,Whitewater-Elkhorn,Walworth County,223943
11316,3458,Zip,NH,NH,Peterborough,Manchester-Nashua,Hillsborough County,297007
11316,2466,Zip,MA,MA,Newton,Boston-Cambridge-Newton,Middlesex County,1040254
11319,13202,Zip,NY,NY,Syracuse,Syracuse,Onondaga County,116148
11319,67052,Zip,KS,KS,Goddard,Wichita,Sedgwick County,224262
11321,17327,Zip,PA,PA,Glen Rock,York-Hanover,York County,241513
11321,98625,Zip,WA,WA,Kalama,Longview,Cowlitz County,405984
11323,49643,Zip,MI,MI,Interlochen,Traverse City,Grand Traverse County,230086
11324,61010,Zip,IL,IL,Byron,Rochelle,Ogle County,178739
11324,65757,Zip,MO,MO,Strafford,Springfield,Greene County,207844
11324,98388,Zip,WA,WA,Steilacoom,Seattle-Tacoma-Bellevue,Pierce County,487221
11324,7403,Zip,NJ,NJ,Bloomingdale,New York-Newark-Jersey City,Passaic County,348132
11328,61834,Zip,IL,IL,Danville,Danville,Vermilion County,124778
11329,23141,Zip,VA,VA,Quinton,Richmond,New Kent County,271030
11330,40359,Zip,KY,KY,Owenton,,Owen County,131433
11331,74631,Zip,OK,OK,Blackwell,Ponca City,Kay County,38795
11331,54963,Zip,WI,WI,Omro,Oshkosh-Neenah,Winnebago County,187983
11331,37037,Zip,TN,TN,Christiana,Nashville-Davidson--Murfreesboro--Franklin,Rutherford County,266935
11331,86046,Zip,AZ,AZ,Williams,Flagstaff,Coconino County,281454
11335,18403,Zip,PA,PA,Archbald,Scranton--Wilkes-Barre--Hazleton,Lackawanna County,160303
11336,34956,Zip,FL,FL,Indiantown,Port St. Lucie,Martin County,162819
11336,26757,Zip,WV,WV,Romney,Winchester,Hampshire County,134903
11336,7727,Zip,NJ,NJ,Howell Township,New York-Newark-Jersey City,Monmouth County,508425
11339,78839,Zip,TX,TX,Crystal City,,Zavala County,63763
11340,63362,Zip,MO,MO,Moscow Mills,St. Louis,Lincoln County,230414
11341,34614,Zip,FL,FL,Brooksville,Tampa-St. Petersburg-Clearwater,Hernando County,226391
11342,25438,Zip,WV,WV,Ranson,Washington-Arlington-Alexandria,Jefferson County,195652
11342,37752,Zip,TN,TN,Harrogate,,Claiborne County,137156
11342,41040,Zip,KY,KY,Falmouth,Cincinnati,Pendleton County,103244
11345,44413,Zip,OH,OH,East Palestine,Salem,Columbiana County,93524
11345,46034,Zip,IN,IN,Cicero,Indianapolis-Carmel-Anderson,Hamilton County,263020
11345,18641,Zip,PA,PA,Avoca,Scranton--Wilkes-Barre--Hazleton,Luzerne County,111449
11345,2835,Zip,RI,RI,Jamestown,Providence-Warwick,Newport County,695675
