SizeRank,Zip,RegionType,StateName,State,City,Metro,CountyName,ZHVI_3mo
4552,33325,Zip,FL,FL,Davie,Miami-Fort Lauderdale-West Palm Beach,Broward County,423680
4552,31763,Zip,GA,GA,Leesburg,Albany,Lee County,180973
4554,32606,Zip,FL,FL,Gainesville,Gainesville,Alachua County,261048
4555,29036,Zip,SC,SC,Chapin,Columbia,Lexington County,309426
4555,77530,Zip,TX,TX,Channelview,Houston-The Woodlands-Sugar Land,Harris County,164546
4557,38122,Zip,TN,TN,Memphis,Memphis,Shelby County,79967
4557,92277,Zip,CA,CA,Twentynine Palms,Riverside-San Bernardino-Ontario,San Bernardino County,171603
4559,89084,Zip,NV,NV,North Las Vegas,Las Vegas-Henderson-Paradise,Clark County,343931
4560,98126,Zip,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,678560
4561,78734,Zip,TX,TX,Lakeway,Austin-Round Rock,Travis County,519443
4562,92673,Zip,CA,CA,San Clemente,Los Angeles-Long Beach-Anaheim,Orange County,1062692
4562,1002,Zip,MA,MA,Amherst,Springfield,Hampshire County,382020
4564,78238,Zip,TX,TX,San Antonio,San Antonio-New Braunfels,Bexar County,180220
4565,78516,Zip,TX,TX,Alamo,McAllen-Edinburg-Mission,Hidalgo County,111764
4565,39206,Zip,MS,MS,Jackson,Jackson,Hinds County,86334
4567,85641,Zip,AZ,AZ,Vail,Tucson,Pima County,307412
4567,72501,Zip,AR,AR,Batesville,Batesville,Independence County,104717
4567,77586,Zip,TX,TX,Seabrook,Houston-The Woodlands-Sugar Land,Harris County,282307
4570,28328,Zip,NC,NC,Clinton,,Sampson County,122180
4570,33301,Zip,FL,FL,Fort Lauderdale,Miami-Fort Lauderdale-West Palm Beach,Broward County,599084
4572,70114,Zip,LA,LA,New Orleans,New Orleans-Metairie,Orleans Parish,146023
4573,46236,Zip,IN,IN,Lawrence,Indianapolis-Carmel-Anderson,Marion County,242833
4574,77017,Zip,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,157229
4575,30241,Zip,GA,GA,Lagrange,LaGrange,Troup County,113537
4576,10710,Zip,NY,NY,Yonkers,New York-Newark-Jersey City,Westchester County,592338
4576,32043,Zip,FL,FL,Green Cove Springs,Jacksonville,Clay County,242026
4578,91803,Zip,CA,CA,Alhambra,Los Angeles-Long Beach-Anaheim,Los Angeles County,760058
4578,60544,Zip,IL,IL,Plainfield,Chicago-Naperville-Elgin,Will County,246707
4580,34677,Zip,FL,FL,Oldsmar,Tampa-St. Petersburg-Clearwater,Pinellas County,283297
4581,35007,Zip,AL,AL,Alabaster,Birmingham-Hoover,Shelby County,207732
4581,44903,Zip,OH,OH,Mansfield,Mansfield,Richland County,134220
4581,23701,Zip,VA,VA,Portsmouth,Virginia Beach-Norfolk-Newport News,Portsmouth City,185811
4584,60559,Zip,IL,IL,Westmont,Chicago-Naperville-Elgin,DuPage County,291449
4585,29505,Zip,SC,SC,Florence,Florence,Florence County,160974
4586,7701,Zip,NJ,NJ,Middletown Township,New York-Newark-Jersey City,Monmouth County,467015
4587,95242,Zip,CA,CA,Lodi,Stockton-Lodi,San Joaquin County,452301
4588,77066,Zip,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,186476
4589,82604,Zip,WY,WY,Casper,Casper,Natrona County,223651
4590,28804,Zip,NC,NC,Asheville,Asheville,Buncombe County,433436
4591,10598,Zip,NY,NY,Town Of Yorktown,New York-Newark-Jersey City,Westchester County,523912
4591,73127,Zip,OK,OK,Oklahoma City,Oklahoma City,Oklahoma County,139627
4593,8755,Zip,NJ,NJ,Toms River,New York-Newark-Jersey City,Ocean County,297263
4594,78570,Zip,TX,TX,Mercedes,McAllen-Edinburg-Mission,Hidalgo County,91788
4595,11572,Zip,NY,NY,Oceanside,New York-Newark-Jersey City,Nassau County,568059
4596,60452,Zip,IL,IL,Oak Forest,Chicago-Naperville-Elgin,Cook County,225372
4596,63801,Zip,MO,MO,Sikeston,Sikeston,Scott County,114659
4598,93552,Zip,CA,CA,Palmdale,Los Angeles-Long Beach-Anaheim,Los Angeles County,362886
4599,28906,Zip,NC,NC,Murphy,,Cherokee County,175391
4599,39301,Zip,MS,MS,Meridian,Meridian,Lauderdale County,66490
4601,14617,Zip,NY,NY,Irondequoit,Rochester,Monroe County,161973
4602,1830,Zip,MA,MA,Haverhill,Boston-Cambridge-Newton,Essex County,388195
4603,28379,Zip,NC,NC,Rockingham,Rockingham,Richmond County,78975
4604,6042,Zip,CT,CT,Manchester,Hartford-West Hartford-East Hartford,Hartford County,185564
4605,96819,Zip,HI,HI,Honolulu,Urban Honolulu,Honolulu County,896123
4606,33030,Zip,FL,FL,Homestead,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,288304
4606,53210,Zip,WI,WI,Milwaukee,Milwaukee-Waukesha-West Allis,Milwaukee County,115537
4606,97116,Zip,OR,OR,Forest Grove,Portland-Vancouver-Hillsboro,Washington County,421807
4606,87102,Zip,NM,NM,Albuquerque,Albuquerque,Bernalillo County,166439
4610,43606,Zip,OH,OH,Toledo,Toledo,Lucas County,134344
4611,48340,Zip,MI,MI,Pontiac,Detroit-Warren-Dearborn,Oakland County,80152
4611,32550,Zip,FL,FL,Miramar Beach,Crestview-Fort Walton Beach-Destin,Walton County,460822
4613,27701,Zip,NC,NC,Durham,Durham-Chapel Hill,Durham County,321041
4614,76114,Zip,TX,TX,Fort Worth,Dallas-Fort Worth-Arlington,Tarrant County,177959
4615,46234,Zip,IN,IN,Indianapolis,Indianapolis-Carmel-Anderson,Marion County,203622
4616,94062,Zip,CA,CA,Redwood City,San Francisco-Oakland-Hayward,San Mateo County,2310834
4617,92679,Zip,CA,CA,Coto de Caza,Los Angeles-Long Beach-Anaheim,Orange County,1010611
4618,53405,Zip,WI,WI,Mount Pleasant,Racine,Racine County,136648
4619,22152,Zip,VA,VA,Springfield,Washington-Arlington-Alexandria,Fairfax County,563503
4620,86303,Zip,AZ,AZ,Prescott,Prescott,Yavapai County,417595
4621,77627,Zip,TX,TX,Nederland,Beaumont-Port Arthur,Jefferson County,161946
4622,91364,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,1046097
4622,32801,Zip,FL,FL,Orlando,Orlando-Kissimmee-Sanford,Orange County,305076
4624,95618,Zip,CA,CA,Davis,Sacramento--Roseville--Arden-Arcade,Yolo County,730311
4624,61822,Zip,IL,IL,Champaign,Champaign-Urbana,Champaign County,218517
4626,32953,Zip,FL,FL,Merritt Island,Palm Bay-Melbourne-Titusville,Brevard County,319067
4626,52246,Zip,IA,IA,Iowa City,Iowa City,Johnson County,224694
4628,37804,Zip,TN,TN,Maryville,Knoxville,Blount County,209404
4628,49684,Zip,MI,MI,Traverse City,Traverse City,Grand Traverse County,323606
4630,55305,Zip,MN,MN,Minnetonka,Minneapolis-St. Paul-Bloomington,Hennepin County,409570
4631,68144,Zip,NE,NE,Omaha,Omaha-Council Bluffs,Douglas County,236665
4632,98072,Zip,WA,WA,Woodinville,Seattle-Tacoma-Bellevue,King County,872933
4633,33706,Zip,FL,FL,Saint Pete Beach,Tampa-St. Petersburg-Clearwater,Pinellas County,468346
4634,33825,Zip,FL,FL,Avon Park,Sebring,Highlands County,134389
4635,76801,Zip,TX,TX,Brownwood,Brownwood,Brown County,105362
4636,98626,Zip,WA,WA,Kelso,Longview,Cowlitz County,297925
4637,20602,Zip,MD,MD,Waldorf,Washington-Arlington-Alexandria,Charles County,303107
4638,30286,Zip,GA,GA,Thomaston,Thomaston,Upson County,83526
4639,60091,Zip,IL,IL,Wilmette,Chicago-Naperville-Elgin,Cook County,731062
4639,16506,Zip,PA,PA,Millcreek Township,Erie,Erie County,189145
4641,98375,Zip,WA,WA,South Hill,Seattle-Tacoma-Bellevue,Pierce County,416933
4642,34769,Zip,FL,FL,Saint Cloud,Orlando-Kissimmee-Sanford,Osceola County,221083
4643,32169,Zip,FL,FL,New Smyrna Beach,Deltona-Daytona Beach-Ormond Beach,Volusia County,409892
4644,91351,Zip,CA,CA,Santa Clarita,Los Angeles-Long Beach-Anaheim,Los Angeles County,567135
4645,83402,Zip,ID,ID,Idaho Falls,Idaho Falls,Bonneville County,247071
4645,6880,Zip,CT,CT,Westport,Bridgeport-Stamford-Norwalk,Fairfield County,1179101
4647,46322,Zip,IN,IN,Highland,Chicago-Naperville-Elgin,Lake County,207614
4648,94585,Zip,CA,CA,Suisun City,Vallejo-Fairfield,Solano County,445545
4649,32960,Zip,FL,FL,Vero Beach,Sebastian-Vero Beach,Indian River County,192543
4650,70820,Zip,LA,LA,Baton Rouge,Baton Rouge,East Baton Rouge Parish,165495
4651,92236,Zip,CA,CA,Coachella,Riverside-San Bernardino-Ontario,Riverside County,290452
4652,77357,Zip,TX,TX,Roman Forest,Houston-The Woodlands-Sugar Land,Montgomery County,206638
4652,66102,Zip,KS,KS,Kansas City,Kansas City,Wyandotte County,96096
4654,49444,Zip,MI,MI,Muskegon Heights,Muskegon,Muskegon County,124408
4655,97838,Zip,OR,OR,Hermiston,Hermiston-Pendleton,Umatilla County,249262
4655,93703,Zip,CA,CA,Fresno,Fresno,Fresno County,223836
4655,29418,Zip,SC,SC,North Charleston,Charleston-North Charleston,Charleston County,203763
4658,84663,Zip,UT,UT,Springville,Provo-Orem,Utah County,362819
4659,45133,Zip,OH,OH,Hillsboro,,Highland County,125092
4660,47303,Zip,IN,IN,Muncie,Muncie,Delaware County,85979
4660,53144,Zip,WI,WI,Kenosha,Chicago-Naperville-Elgin,Kenosha County,204224
4662,33174,Zip,FL,FL,Fountainbleau,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,307481
4662,60827,Zip,IL,IL,Riverdale,Chicago-Naperville-Elgin,Cook County,93183
4664,77005,Zip,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,1249765
4665,66762,Zip,KS,KS,Pittsburg,Pittsburg,Crawford County,87248
4665,84084,Zip,UT,UT,West Jordan,Salt Lake City,Salt Lake County,385354
4667,31401,Zip,GA,GA,Savannah,Savannah,Chatham County,320995
4668,85756,Zip,AZ,AZ,Tucson,Tucson,Pima County,211213
4669,64131,Zip,MO,MO,Kansas City,Kansas City,Jackson County,190216
4670,71118,Zip,LA,LA,Shreveport,Shreveport-Bossier City,Caddo Parish,139550
4671,98338,Zip,WA,WA,Graham,Seattle-Tacoma-Bellevue,Pierce County,453188
4672,2745,Zip,MA,MA,New Bedford,Providence-Warwick,Bristol County,305949
4673,54650,Zip,WI,WI,Onalaska,La Crosse-Onalaska,La Crosse County,249246
4674,46375,Zip,IN,IN,Schererville,Chicago-Naperville-Elgin,Lake County,275006
4675,94518,Zip,CA,CA,Concord,San Francisco-Oakland-Hayward,Contra Costa County,703000
4675,52403,Zip,IA,IA,Cedar Rapids,Cedar Rapids,Linn County,156111
4677,19810,Zip,DE,DE,Arden,Philadelphia-Camden-Wilmington,New Castle County,360373
4677,35124,Zip,AL,AL,Pelham,Birmingham-Hoover,Shelby County,242981
4679,30088,Zip,GA,GA,Stone Mountain,Atlanta-Sandy Springs-Roswell,Dekalb County,174806
4680,76140,Zip,TX,TX,Fort Worth,Dallas-Fort Worth-Arlington,Tarrant County,184966
4681,80132,Zip,CO,CO,Monument,Colorado Springs,El Paso County,607534
4682,21202,Zip,MD,MD,Baltimore,Baltimore-Columbia-Towson,Baltimore City,201633
4683,28390,Zip,NC,NC,Spring Lake,Dunn,Harnett County,142974
4684,43223,Zip,OH,OH,Columbus,Columbus,Franklin County,123224
4685,89512,Zip,NV,NV,Reno,Reno,Washoe County,271140
4686,48203,Zip,MI,MI,Detroit,Detroit-Warren-Dearborn,Wayne County,36757
4687,28681,Zip,NC,NC,Taylorsville,Hickory-Lenoir-Morganton,Alexander County,165057
4687,53713,Zip,WI,WI,Madison,Madison,Dane County,243240
4687,90059,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,462765
4690,33763,Zip,FL,FL,Clearwater,Tampa-St. Petersburg-Clearwater,Pinellas County,160975
4691,54902,Zip,WI,WI,Oshkosh,Oshkosh-Neenah,Winnebago County,139888
4692,90041,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,987389
4692,78133,Zip,TX,TX,Canyon Lake,San Antonio-New Braunfels,Comal County,298730
4692,94595,Zip,CA,CA,Walnut Creek,San Francisco-Oakland-Hayward,Contra Costa County,1051014
4695,47404,Zip,IN,IN,Bloomington,Bloomington,Monroe County,223538
4696,6410,Zip,CT,CT,Cheshire,New Haven-Milford,New Haven County,340430
4697,55014,Zip,MN,MN,Lino Lakes,Minneapolis-St. Paul-Bloomington,Anoka County,308148
4698,77043,Zip,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,317241
4699,60051,Zip,IL,IL,Lakemoor,Chicago-Naperville-Elgin,McHenry County,211859
4699,38106,Zip,TN,TN,Memphis,Memphis,Shelby County,37999
4699,48093,Zip,MI,MI,Warren,Detroit-Warren-Dearborn,Macomb County,181355
4702,32536,Zip,FL,FL,Crestview,Crestview-Fort Walton Beach-Destin,Okaloosa County,223097
4703,38637,Zip,MS,MS,Horn Lake,Memphis,DeSoto County,127725
4704,80831,Zip,CO,CO,Peyton,Colorado Springs,El Paso County,425923
4704,45241,Zip,OH,OH,Sharonville,Cincinnati,Hamilton County,276733
4706,72206,Zip,AR,AR,Little Rock,Little Rock-North Little Rock-Conway,Pulaski County,86088
4707,7010,Zip,NJ,NJ,Cliffside Park,New York-Newark-Jersey City,Bergen County,519792
4708,38138,Zip,TN,TN,Germantown,Memphis,Shelby County,352987
4709,48326,Zip,MI,MI,Auburn Hills,Detroit-Warren-Dearborn,Oakland County,205681
4710,53189,Zip,WI,WI,Waukesha,Milwaukee-Waukesha-West Allis,Waukesha County,322046
4710,77022,Zip,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,177913
4712,4101,Zip,ME,ME,Portland,Portland-South Portland,Cumberland County,447028
4713,77071,Zip,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,187464
4713,75232,Zip,TX,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,187833
4715,68106,Zip,NE,NE,Omaha,Omaha-Council Bluffs,Douglas County,192010
4715,37208,Zip,TN,TN,Nashville,Nashville-Davidson--Murfreesboro--Franklin,Davidson County,332339
4717,2852,Zip,RI,RI,North Kingstown,Providence-Warwick,Washington County,394084
4717,30528,Zip,GA,GA,Cleveland,,White County,192647
4719,11420,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,592079
4720,35020,Zip,AL,AL,Bessemer,Birmingham-Hoover,Jefferson County,43587
4721,33328,Zip,FL,FL,Davie,Miami-Fort Lauderdale-West Palm Beach,Broward County,423479
4722,7106,Zip,NJ,NJ,Newark,New York-Newark-Jersey City,Essex County,295548
4724,33708,Zip,FL,FL,Madeira Beach,Tampa-St. Petersburg-Clearwater,Pinellas County,421027
4724,28037,Zip,NC,NC,Denver,Charlotte-Concord-Gastonia,Lincoln County,377449
4726,11570,Zip,NY,NY,Rockville Centre,New York-Newark-Jersey City,Nassau County,720158
4727,93901,Zip,CA,CA,Salinas,Salinas,Monterey County,619056
4727,33901,Zip,FL,FL,Fort Myers,Cape Coral-Fort Myers,Lee County,200153
4729,34105,Zip,FL,FL,Naples,Naples-Immokalee-Marco Island,Collier County,301172
4729,46221,Zip,IN,IN,Indianapolis,Indianapolis-Carmel-Anderson,Marion County,152065
4731,32504,Zip,FL,FL,Pensacola,Pensacola-Ferry Pass-Brent,Escambia County,185460
4731,3054,Zip,NH,NH,Merrimack,Manchester-Nashua,Hillsborough County,358005
4733,72116,Zip,AR,AR,North Little Rock,Little Rock-North Little Rock-Conway,Pulaski County,179701
4734,40223,Zip,KY,KY,Louisville,Louisville/Jefferson County,Jefferson County,303253
4735,48506,Zip,MI,MI,Flint,Flint,Genesee County,50093
4736,98248,Zip,WA,WA,Ferndale,Bellingham,Whatcom County,457911
4736,34224,Zip,FL,FL,Englewood,Punta Gorda,Charlotte County,222220
4738,44012,Zip,OH,OH,Avon Lake,Cleveland-Elyria,Lorain County,291122
4739,32177,Zip,FL,FL,Palatka,Palatka,Putnam County,135876
4740,77384,Zip,TX,TX,Conroe,Houston-The Woodlands-Sugar Land,Montgomery County,334941
4740,28144,Zip,NC,NC,Salisbury,Charlotte-Concord-Gastonia,Rowan County,131700
4742,77023,Zip,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,242617
4743,85040,Zip,AZ,AZ,Phoenix,Phoenix-Mesa-Scottsdale,Maricopa County,222757
4744,77327,Zip,TX,TX,Cleveland,Houston-The Woodlands-Sugar Land,Liberty County,120391
4745,77016,Zip,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,138882
4746,33991,Zip,FL,FL,Cape Coral,Cape Coral-Fort Myers,Lee County,271466
4746,14217,Zip,NY,NY,Tonawanda,Buffalo-Cheektowaga-Niagara Falls,Erie County,177293
4748,49464,Zip,MI,MI,Zeeland,Grand Rapids-Wyoming,Ottawa County,259580
4749,77551,Zip,TX,TX,Galveston,Houston-The Woodlands-Sugar Land,Galveston County,203511
4750,37862,Zip,TN,TN,Sevierville,Sevierville,Sevier County,284235
4751,98372,Zip,WA,WA,Puyallup,Seattle-Tacoma-Bellevue,Pierce County,481007
4752,7748,Zip,NJ,NJ,Middletown Township,New York-Newark-Jersey City,Monmouth County,492138
4753,2134,Zip,MA,MA,Boston,Boston-Cambridge-Newton,Suffolk County,603290
4754,80904,Zip,CO,CO,Colorado Springs,Colorado Springs,El Paso County,364700
4755,90254,Zip,CA,CA,Hermosa Beach,Los Angeles-Long Beach-Anaheim,Los Angeles County,1952429
4755,20721,Zip,MD,MD,Bowie,Washington-Arlington-Alexandria,Prince Georges County,467655
4757,28334,Zip,NC,NC,Dunn,Dunn,Harnett County,141304
4758,68135,Zip,NE,NE,Omaha,Omaha-Council Bluffs,Douglas County,304724
4759,33596,Zip,FL,FL,Valrico,Tampa-St. Petersburg-Clearwater,Hillsborough County,322290
4760,12047,Zip,NY,NY,Cohoes,Albany-Schenectady-Troy,Albany County,226571
4761,6830,Zip,CT,CT,Greenwich,Bridgeport-Stamford-Norwalk,Fairfield County,1596079
4762,40508,Zip,KY,KY,Lexington,Lexington-Fayette,Fayette County,129627
4763,91733,Zip,CA,CA,South El Monte,Los Angeles-Long Beach-Anaheim,Los Angeles County,552676
4763,85259,Zip,AZ,AZ,Scottsdale,Phoenix-Mesa-Scottsdale,Maricopa County,775493
4763,47712,Zip,IN,IN,Evansville,Evansville,Vanderburgh County,147246
4763,28147,Zip,NC,NC,Salisbury,Charlotte-Concord-Gastonia,Rowan County,195098
4767,95824,Zip,CA,CA,Sacramento,Sacramento--Roseville--Arden-Arcade,Sacramento County,299139
4767,96007,Zip,CA,CA,Anderson,Redding,Shasta County,276088
4769,45202,Zip,OH,OH,Cincinnati,Cincinnati,Hamilton County,341092
4769,76092,Zip,TX,TX,Southlake,Dallas-Fort Worth-Arlington,Tarrant County,804666
4771,1109,Zip,MA,MA,Springfield,Springfield,Hampden County,183187
4771,35243,Zip,AL,AL,Vestavia Hills,Birmingham-Hoover,Jefferson County,421157
4773,30327,Zip,GA,GA,Atlanta,Atlanta-Sandy Springs-Roswell,Fulton County,1119800
4773,79407,Zip,TX,TX,Lubbock,Lubbock,Lubbock County,155967
4773,15101,Zip,PA,PA,Hampton Township,Pittsburgh,Allegheny County,290530
4776,20784,Zip,MD,MD,New Carrollton,Washington-Arlington-Alexandria,Prince Georges County,324973
4777,44319,Zip,OH,OH,Portage Lakes,Akron,Summit County,173304
4778,37334,Zip,TN,TN,Fayetteville,,Lincoln County,140192
4779,2478,Zip,MA,MA,Belmont,Boston-Cambridge-Newton,Middlesex County,1154393
4779,35805,Zip,AL,AL,Huntsville,Huntsville,Madison County,98332
4781,27288,Zip,NC,NC,Eden,Greensboro-High Point,Rockingham County,89285
4781,34772,Zip,FL,FL,Saint Cloud,Orlando-Kissimmee-Sanford,Osceola County,272823
4783,94603,Zip,CA,CA,Oakland,San Francisco-Oakland-Hayward,Alameda County,543962
4783,7860,Zip,NJ,NJ,Newton,New York-Newark-Jersey City,Sussex County,286772
4785,37934,Zip,TN,TN,Farragut,Knoxville,Knox County,399979
4786,76106,Zip,TX,TX,Fort Worth,Dallas-Fort Worth-Arlington,Tarrant County,142284
4787,28152,Zip,NC,NC,Shelby,Shelby,Cleveland County,129469
4788,48329,Zip,MI,MI,Waterford,Detroit-Warren-Dearborn,Oakland County,217223
4789,71446,Zip,LA,LA,Leesville,Fort Polk South,Vernon Parish,145210
4789,44116,Zip,OH,OH,Rocky River,Cleveland-Elyria,Cuyahoga County,295537
4791,55102,Zip,MN,MN,Saint Paul,Minneapolis-St. Paul-Bloomington,Ramsey County,259168
4792,68005,Zip,NE,NE,Bellevue,Omaha-Council Bluffs,Sarpy County,187927
4793,28083,Zip,NC,NC,Kannapolis,Charlotte-Concord-Gastonia,Cabarrus County,170807
4794,77067,Zip,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,168058
4795,19973,Zip,DE,DE,Seaford,Salisbury,Sussex County,217787
4796,60002,Zip,IL,IL,Antioch,Chicago-Naperville-Elgin,Lake County,222375
4797,28570,Zip,NC,NC,Newport,Morehead City,Carteret County,219001
4798,90810,Zip,CA,CA,Long Beach,Los Angeles-Long Beach-Anaheim,Los Angeles County,547926
4799,89701,Zip,NV,NV,Carson City,Carson City,Carson City,349916
4799,7675,Zip,NJ,NJ,River Vale,New York-Newark-Jersey City,Bergen County,601342
4801,46250,Zip,IN,IN,Indianapolis,Indianapolis-Carmel-Anderson,Marion County,261386
4801,42503,Zip,KY,KY,Somerset,Somerset,Pulaski County,182598
4803,37412,Zip,TN,TN,East Ridge,Chattanooga,Hamilton County,157531
4804,91042,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,745610
4805,75225,Zip,TX,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,1266632
4806,92231,Zip,CA,CA,Calexico,El Centro,Imperial County,271738
4806,64850,Zip,MO,MO,Neosho,Joplin,Newton County,124876
4806,45331,Zip,OH,OH,Greenville,Greenville,Darke County,130925
4809,89145,Zip,NV,NV,Las Vegas,Las Vegas-Henderson-Paradise,Clark County,285789
4810,1824,Zip,MA,MA,Chelmsford,Boston-Cambridge-Newton,Middlesex County,510616
4811,80110,Zip,CO,CO,Englewood,Denver-Aurora-Lakewood,Arapahoe County,436061
4812,61103,Zip,IL,IL,Rockford,Rockford,Winnebago County,75393
4813,95829,Zip,CA,CA,Sacramento,Sacramento--Roseville--Arden-Arcade,Sacramento County,474186
4814,29020,Zip,SC,SC,Camden,Columbia,Kershaw County,124472
4815,77355,Zip,TX,TX,Stagecoach,Houston-The Woodlands-Sugar Land,Montgomery County,309088
4816,99577,Zip,AK,AK,Anchorage,Anchorage,Anchorage Borough,412230
4816,78382,Zip,TX,TX,Rockport,Corpus Christi,Aransas County,233352
4818,602,Zip,AL,AL,Auburn,Auburn-Opelika,Lee County,138389
4819,6704,Zip,CT,CT,Waterbury,New Haven-Milford,New Haven County,132176
4820,19018,Zip,PA,PA,Upper Darby Township,Philadelphia-Camden-Wilmington,Delaware County,180535
4821,11414,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,503316
4822,78242,Zip,TX,TX,San Antonio,San Antonio-New Braunfels,Bexar County,135125
4823,11722,Zip,NY,NY,Town of Islip,New York-Newark-Jersey City,Suffolk County,370240
4824,54751,Zip,WI,WI,Menomonie,Menomonie,Dunn County,186366
4825,21146,Zip,MD,MD,Severna Park,Baltimore-Columbia-Towson,Anne Arundel County,570892
4826,46725,Zip,IN,IN,Columbia City,Fort Wayne,Whitley County,181331
4827,30168,Zip,GA,GA,Austell,Atlanta-Sandy Springs-Roswell,Cobb County,194955
4828,80249,Zip,CO,CO,Denver,Denver-Aurora-Lakewood,Denver County,402984
4829,43227,Zip,OH,OH,Columbus,Columbus,Franklin County,137493
4830,53150,Zip,WI,WI,Muskego,Milwaukee-Waukesha-West Allis,Waukesha County,358522
4831,1803,Zip,MA,MA,Burlington,Boston-Cambridge-Newton,Middlesex County,633520
4831,29678,Zip,SC,SC,Seneca,Seneca,Oconee County,156231
4831,53916,Zip,WI,WI,Beaver Dam,Beaver Dam,Dodge County,174373
4834,44514,Zip,OH,OH,Poland,Youngstown-Warren-Boardman,Mahoning County,162285
4834,27597,Zip,NC,NC,Zebulon,Raleigh,Wake County,226897
4836,20121,Zip,VA,VA,Centreville,Washington-Arlington-Alexandria,Fairfax County,434757
4837,24551,Zip,VA,VA,Forest,Lynchburg,Bedford County,296787
4838,84606,Zip,UT,UT,Provo,Provo-Orem,Utah County,322417
4838,32327,Zip,FL,FL,Crawfordville,Tallahassee,Wakulla County,198732
4840,77662,Zip,TX,TX,Vidor,Beaumont-Port Arthur,Orange County,132537
4841,12078,Zip,NY,NY,Gloversville,Gloversville,Fulton County,92524
4842,27101,Zip,NC,NC,Winston-Salem,Winston-Salem,Forsyth County,136629
4843,29575,Zip,SC,SC,Surfside Beach,Myrtle Beach-Conway-North Myrtle Beach,Horry County,218507
4844,61111,Zip,IL,IL,Loves Park,Rockford,Winnebago County,123718
4845,38464,Zip,TN,TN,Lawrenceburg,Lawrenceburg,Lawrence County,121627
4845,67218,Zip,KS,KS,Wichita,Wichita,Sedgwick County,102972
4847,44144,Zip,OH,OH,Cleveland,Cleveland-Elyria,Cuyahoga County,126467
4848,15202,Zip,PA,PA,Bellevue,Pittsburgh,Allegheny County,182975
4849,79902,Zip,TX,TX,El Paso,El Paso,El Paso County,195641
4850,98383,Zip,WA,WA,Silverdale,Bremerton-Silverdale,Kitsap County,466008
4850,11731,Zip,NY,NY,East Northport,New York-Newark-Jersey City,Suffolk County,582993
4852,45248,Zip,OH,OH,Bridgetown,Cincinnati,Hamilton County,180629
4852,7719,Zip,NJ,NJ,Wall Township,New York-Newark-Jersey City,Monmouth County,507591
4854,15136,Zip,PA,PA,Stowe Township,Pittsburgh,Allegheny County,157358
4855,89406,Zip,NV,NV,Fallon,Fallon,Churchill County,259073
4856,92583,Zip,CA,CA,San Jacinto,Riverside-San Bernardino-Ontario,Riverside County,310766
4857,67501,Zip,KS,KS,Hutchinson,Hutchinson,Reno County,62861
4857,70510,Zip,LA,LA,Abbeville,Lafayette,Vermilion Parish,135554
4857,48504,Zip,MI,MI,Flint,Flint,Genesee County,25533
4860,58703,Zip,ND,ND,Minot,Minot,Ward County,190058
4861,53545,Zip,WI,WI,Janesville,Janesville-Beloit,Rock County,180869
4862,35023,Zip,AL,AL,Hueytown,Birmingham-Hoover,Jefferson County,130114
4863,88201,Zip,NM,NM,Roswell,Roswell,Chaves County,167278
4864,27617,Zip,NC,NC,Raleigh,Raleigh,Wake County,327357
4865,4210,Zip,ME,ME,Auburn,Lewiston-Auburn,Androscoggin County,201818
4866,46256,Zip,IN,IN,Indianapolis,Indianapolis-Carmel-Anderson,Marion County,257069
4866,55129,Zip,MN,MN,Woodbury,Minneapolis-St. Paul-Bloomington,Washington County,456271
4866,30720,Zip,GA,GA,Dalton,Dalton,Whitfield County,171888
4869,74112,Zip,OK,OK,Tulsa,Tulsa,Tulsa County,122109
4869,81501,Zip,CO,CO,Grand Junction,Grand Junction,Mesa County,240566
4871,30248,Zip,GA,GA,Locust Grove,Atlanta-Sandy Springs-Roswell,Henry County,214488
4871,55446,Zip,MN,MN,Plymouth,Minneapolis-St. Paul-Bloomington,Hennepin County,463202
4871,66104,Zip,KS,KS,Kansas City,Kansas City,Wyandotte County,103997
4874,77045,Zip,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,151156
